Name,Rating
Garry Kasparov,2850
Vladimir Kramnik,2811
Viswanathan Anand,2810
Alexander Morozevich,2749
Michael Adams,2747
Peter Leko,2744
Vassily Ivanchuk,2742
Evgeny Bareev,2730
Boris Gelfand,2726
Alexei Shirov,2725
Veselin Topalov,2715
Peter Svidler,2713
Rustam Kasimdzhanov,2704
Ilia Smirin,2703
Judit Polgar,2697
Alexander Khalifman,2697
Nigel Short,2696
Alexey Dreev,2695
Loek Van Wely,2695
Kiril Georgiev,2693
Ruslan Ponomariov,2692
Loek van Wely,2690
Anatoly Karpov,2686
Judit (GM) Polgar,2686
Predrag Nikolic,2683
Zurab Azmaiparashvili,2681
Zhang Zhong,2679
Vladimir Akopian,2678
Jiangchuan Ye,2677
Joel Lautier,2674
Alexander Grischuk,2673
Nigel D. Short,2670
Alexander Onischuk,2667
Zhong Zhang,2667
Alexander Beliavsky,2664
Ye Jiangchuan,2663
Viktor Bologan,2661
Andrei Kharlov,2659
Alexander G Beliavsky,2659
Vladislav Tkachiev,2658
Mikhail Gurevich,2655
Ivan Sokolov,2655
Vadim Zvjaginsev,2651
Vladimir Malakhov,2650
Smbat Lputian,2650
Etienne Bacrot,2650
Rafael A Vaganian,2650
Aleksej Aleksandrov,2648
Konstantin Sakaev,2646
Sergei Rublevsky,2646
Rafael Vaganian,2646
Jun Xu,2646
Zoltan Almasi,2645
Igor Khenkin,2643
Igor Novikov,2643
Jeroen Piket,2642
Michal Krasenkow,2642
Zurab Sturua,2642
Emil Sutovsky,2642
Sergei Movsesian,2641
Alexander Lastin,2641
Jan Timman,2639
Christopher Lutz,2638
Rustem Dautov,2637
Yasser Seirawan,2637
Viktor Korchnoi,2636
Artur Jussupow,2634
Matthew Sadler,2633
Pavel Tregubov,2633
Curt Hansen,2632
Jaan Ehlvest,2632
Evgeny Vladimirov,2631
Vadim Milov,2630
Robert Hübner,2629
Aleksander Delchev,2629
Xiaomin Peng,2629
Sergei Tiviakov,2628
Alexander Motylev,2626
Rafael Leitao,2626
Lev Psakhis,2626
Sergey Dolmatov,2625
Murtas Kazhgaleyev,2625
Sergei Shipov,2625
Alexander Graf,2624
Jonathan Speelman,2624
Francisco Vallejo Pons,2624
Evgenij Ermenkov,2621
Konstantin Landa,2620
Iosif Dorfman,2620
Pavel V. Tregubov,2617
Valerij Filippov,2617
Boris Gulko,2616
Mihail Kobalija,2616
Viacheslav Eingorn,2616
Evgeny Pigusov,2615
Andrey Shariyazdanov,2614
Vladimir Epishin,2614
Boris Avrukh,2613
Karen Asrian,2613
Zbynek Hracek,2613
