Name,Rating
Garry Kasparov,2839
Vladimir Kramnik,2813
Viswanathan Anand,2765
Peter Leko,2751
Veselin Topalov,2750
Michael Adams,2748
Ruslan Ponomariov,2746
Evgeny Bareev,2738
Vassily Ivanchuk,2723
Alexei Shirov,2715
Boris Gelfand,2715
Alexander Morozevich,2715
Peter Svidler,2711
Alexander Grischuk,2710
Judit Polgar,2704
Loek van Wely,2703
Alexander Khalifman,2697
Vladimir Akopian,2694
Ilia Smirin,2691
Alexey Dreev,2689
Judit (GM) Polgar,2685
Vadim Zvjaginsev,2684
Nigel D. Short,2684
Anatoly Karpov,2681
Loek Van Wely,2681
Nigel Short,2680
Ivan Sokolov,2678
Joel Lautier,2677
Zurab Azmaiparashvili,2675
Vladimir Malakhov,2675
Zoltan Almasi,2668
Kiril Georgiev,2667
Rafael A Vaganian,2667
Jiangchuan Ye,2667
Sergei Rublevsky,2664
Alexander Beliavsky,2663
Zhang Zhong,2663
Konstantin Sakaev,2662
Predrag Nikolic,2662
Rustam Kasimdzhanov,2661
Emil Sutovsky,2661
Ye Jiangchuan,2660
Rafael Vaganian,2658
Sergei Movsesian,2655
Lev Psakhis,2655
Etienne Bacrot,2654
Vladislav Tkachiev,2653
Krishnan Sasikiran,2653
Mikhail Gurevich,2652
Jeroen Piket,2652
Alexander Onischuk,2651
Christopher Lutz,2650
Alexander G Beliavsky,2650
Michal Krasenkow,2649
Alexander Motylev,2648
Alexander Graf,2648
Gregory Kaidanov,2648
Gregory S Kaidanov,2646
Smbat Lputian,2645
Francisco Vallejo Pons,2644
Viktor Bologan,2643
Jun Xu,2643
Mihail Kobalija,2642
Alexander Lastin,2641
Viktor Korchnoi,2641
Sergey Volkov,2641
Evgeny Vladimirov,2641
Robert Dr. Huebner,2640
Merab Gagunashvili,2639
Aleksej Aleksandrov,2638
Sergei Tiviakov,2638
Evgeny Pigusov,2634
Pavel Tregubov,2634
Johann Hjartarson,2634
Xu Jun,2633
Lazaro Bruzon Bautista,2631
Karen Asrian,2630
Yasser Seirawan,2629
Rustem Dautov,2628
Zurab Sturua,2628
Igor Novikov,2628
Teimour Radjabov,2628
Peter Heine Nielsen,2627
Smbat G Lputian,2627
Andrei Kharlov,2626
Iosif Dorfman,2626
Vladimir Epishin,2626
Andrei Istratescu,2625
Viacheslav Eingorn,2625
Konstantin Landa,2625
Mikhail Kobalia,2625
Vladimir Baklan,2624
Lenier Dominguez,2624
Jaan Ehlvest,2624
Matthew Sadler,2624
Vadim Milov,2623
Alexander Goldin,2623
Artur Jussupow,2622
Vasily Yemelin,2622
Sergey Dolmatov,2621
