Name,Rating
Garry Kasparov,2801
Viswanathan Anand,2783
Vladimir Kramnik,2758
Alexander Morozevich,2752
Veselin Topalov,2751
Peter Leko,2743
Michael Adams,2741
Peter Svidler,2736
Judit Polgar,2735
Alexei Shirov,2734
Ruslan Ponomariov,2722
Alexander Grischuk,2720
Evgeny Bareev,2719
Vassily Ivanchuk,2711
Nigel Short,2707
Etienne Bacrot,2707
Boris Gelfand,2706
Alexey Dreev,2705
Vladimir Akopian,2693
Liviu-Dieter Nisipeanu,2689
Joel Lautier,2688
Emil Sutovsky,2686
Nigel D. Short,2686
Anatoly Karpov,2682
Loek van Wely,2682
Ivan Sokolov,2680
Loek Van Wely,2680
Viktor Bologan,2677
Predrag Nikolic,2676
Zurab Azmaiparashvili,2675
Levon Aronian,2675
Rafael Vaganian,2670
Konstantin Sakaev,2668
Mikhail Gurevich,2667
Alexander Khalifman,2667
Teimour Radjabov,2666
Alexander G Beliavsky,2666
Vladimir Malakhov,2665
Vadim Milov,2664
Ilia Smirin,2663
Francisco Vallejo Pons,2663
Krishnan Sasikiran,2661
Jiangchuan Ye,2659
Sergei Rublevsky,2658
Alexander Motylev,2657
Alexander Graf,2656
Rustam Kasimdzhanov,2655
Peter Heine Nielsen,2653
Giovanni Vescovi,2652
Shakhriyar Mamedyarov,2652
Aleksej Aleksandrov,2652
Alexander Moiseenko,2651
Vadim Zvjaginsev,2650
Zoltan Almasi,2649
Lenier Dominguez,2647
Luke McShane,2647
Alexander Beliavsky,2647
Alexander Onischuk,2647
Michal Krasenkow,2646
Kiril Georgiev,2643
Ni Hua,2641
Darmen Sadvakasov,2640
Sergei Movsesian,2640
Rafael A Vaganian,2640
Evgeny Vladimirov,2639
Karen Asrian,2639
Ye Jiangchuan,2637
Zdenko Kozul,2636
Andrei Istratescu,2635
Vladimir Epishin,2635
Andrei Volokitin,2634
Smbat G Lputian,2634
Lazaro Bruzon,2634
Luke J. McShane,2633
Miguel Illescas Cordoba,2632
Evgeniy Najer,2632
Viorel Iordachescu,2632
Lazaro Bruzon Bautista,2630
Curt Hansen,2630
Bu Xiangzhi,2629
Mihail Kobalija,2629
Smbat Lputian,2628
Jaan Ehlvest,2628
Pavel V. Tregubov,2628
Johann Hjartarson,2628
Sergey Volkov,2627
Yasser Seirawan,2627
Pavel Eljanov,2626
Laurent Fressinet,2626
Bartlomiej Macieja,2625
David Navara,2624
Evgeny Alekseev,2624
Robert Dr. Huebner,2624
Jeroen Piket,2624
Pavel Smirnov,2624
Sergei Tiviakov,2623
Valerij Filippov,2623
Gabriel Sargissian,2622
Semen Dvoiris,2622
Igor Khenkin,2622
