Name,Rating
Garry Kasparov,2846
Vladimir Kramnik,2817
Viswanathan Anand,2774
Alexander Morozevich,2750
Michael Adams,2746
Veselin Topalov,2740
Vassily Ivanchuk,2731
Peter Leko,2730
Ruslan Ponomariov,2730
Alexei Shirov,2727
Evgeny Bareev,2721
Boris Gelfand,2720
Ilia Smirin,2707
Peter Svidler,2704
Loek van Wely,2702
Rustam Kasimdzhanov,2700
Loek Van Wely,2697
Alexey Dreev,2692
Judit Polgar,2690
Alexander Khalifman,2689
Vladimir Akopian,2688
Nigel Short,2686
Joel Lautier,2685
Anatoly Karpov,2684
Zurab Azmaiparashvili,2683
Alexander Grischuk,2678
Judit (GM) Polgar,2677
Jiangchuan Ye,2676
Ye Jiangchuan,2673
Kiril Georgiev,2670
Alexander Beliavsky,2666
Predrag Nikolic,2665
Rafael Vaganian,2665
Zhang Zhong,2665
Vadim Zvjaginsev,2664
Jeroen Piket,2664
Nigel D. Short,2663
Rafael A Vaganian,2662
Viktor Bologan,2660
Alexander Onischuk,2660
Vladimir Malakhov,2659
Konstantin Sakaev,2659
Ivan Sokolov,2659
Mikhail Gurevich,2658
Smbat Lputian,2657
Zoltan Almasi,2656
Zhong Zhang,2656
Sergei Rublevsky,2655
Jun Xu,2654
Emil Sutovsky,2653
Vladislav Tkachiev,2651
Etienne Bacrot,2651
Aleksej Aleksandrov,2650
Alexander G Beliavsky,2649
Andrei Kharlov,2648
Viktor Korchnoi,2645
Alexander Lastin,2643
Rustem Dautov,2642
Alexander Motylev,2642
Robert Hübner,2642
Christopher Lutz,2642
Michal Krasenkow,2640
Xu Jun,2640
Peter Heine Nielsen,2640
Mihail Kobalija,2639
Jan Timman,2639
Pavel Tregubov,2638
Zurab Sturua,2635
Igor Khenkin,2635
Smbat G Lputian,2634
Sergei Movsesian,2633
Lev Psakhis,2633
Vadim Milov,2633
Evgeny Pigusov,2632
Yasser Seirawan,2631
Francisco Vallejo Pons,2630
Alexander Goldin,2630
Sergei Shipov,2630
Boris Avrukh,2628
Igor Novikov,2628
Robert Dr. Huebner,2628
Matthew Sadler,2627
Alexander Graf,2626
Artur Jussupow,2626
Jaan Ehlvest,2626
Pavel V. Tregubov,2626
Valerij Filippov,2625
Evgeny Vladimirov,2625
Curt Hansen,2624
Sergei Tiviakov,2624
Iosif Dorfman,2624
Viacheslav Eingorn,2623
Sergey Dolmatov,2622
Joel Benjamin,2621
Semen Dvoiris,2621
Andrey Shariyazdanov,2620
Mikhail Kobalia,2620
Konstantin Landa,2619
Ioannis Papaioannou,2618
Vladimir Baklan,2618
