Name,Rating
Garry Kasparov,2846
Vladimir Kramnik,2813
Viswanathan Anand,2809
Alexander Morozevich,2750
Michael Adams,2748
Peter Leko,2744
Vassily Ivanchuk,2743
Evgeny Bareev,2729
Alexei Shirov,2727
Boris Gelfand,2725
Veselin Topalov,2714
Peter Svidler,2711
Nigel Short,2703
Rustam Kasimdzhanov,2701
Ilia Smirin,2698
Alexander Khalifman,2695
Kiril Georgiev,2693
Alexey Dreev,2692
Judit Polgar,2688
Anatoly Karpov,2686
Loek Van Wely,2686
Vladimir Akopian,2684
Ruslan Ponomariov,2683
Loek van Wely,2683
Judit (GM) Polgar,2683
Jiangchuan Ye,2675
Zhang Zhong,2674
Nigel D. Short,2672
Alexander Grischuk,2671
Joel Lautier,2671
Zurab Azmaiparashvili,2671
Predrag Nikolic,2668
Mikhail Gurevich,2667
Alexander Onischuk,2666
Viktor Bologan,2665
Alexander Beliavsky,2663
Ye Jiangchuan,2662
Vladislav Tkachiev,2661
Ivan Sokolov,2657
Zhong Zhang,2655
Andrei Kharlov,2654
Michal Krasenkow,2653
Alexander G Beliavsky,2652
Smbat Lputian,2650
Sergei Rublevsky,2649
Jun Xu,2649
Zurab Sturua,2648
Viktor Korchnoi,2647
Zoltan Almasi,2647
Vadim Zvjaginsev,2647
Rafael A Vaganian,2647
Konstantin Sakaev,2646
Vladimir Malakhov,2645
Sergei Movsesian,2645
Etienne Bacrot,2645
Aleksej Aleksandrov,2643
Evgenij Ermenkov,2643
Jeroen Piket,2642
Artur Jussupow,2640
Rafael Leitao,2637
Jan Timman,2637
Yasser Seirawan,2636
Alexander Lastin,2635
Rustem Dautov,2635
Xiaomin Peng,2635
Alexandru Crisan,2635
Matthew Sadler,2634
Christopher Lutz,2634
Rafael Vaganian,2634
Curt Hansen,2632
Pavel Tregubov,2632
Jaan Ehlvest,2630
Sergei Shipov,2630
Francisco Vallejo Pons,2630
Evgeny Vladimirov,2629
Aleksander Delchev,2629
Emil Sutovsky,2627
Igor Khenkin,2626
Vadim Milov,2624
Sergey Dolmatov,2624
Igor Novikov,2624
Murtas Kazhgaleyev,2624
Jonathan Speelman,2623
Robert Hübner,2623
Alexander Graf,2622
Valerij Filippov,2622
Sergei Tiviakov,2620
Alexei Fedorov,2620
Pavel V. Tregubov,2620
Jan H Timman,2620
Lev Psakhis,2619
Iosif Dorfman,2618
Mihail Kobalija,2618
Peter Heine Nielsen,2618
Lubomir Ftacnik,2618
Konstantin Landa,2617
Vladimir Epishin,2616
Viacheslav Eingorn,2616
Alexander Motylev,2616
Alexander Chernin,2615
