Name,Rating
Garry Kasparov,2822
Viswanathan Anand,2771
Vladimir Kramnik,2771
Peter Svidler,2750
Judit Polgar,2746
Alexei Shirov,2739
Ruslan Ponomariov,2736
Alexander Grischuk,2733
Veselin Topalov,2731
Judit (GM) Polgar,2728
Alexander Morozevich,2726
Michael Adams,2725
Vassily Ivanchuk,2723
Peter Leko,2723
Evgeny Bareev,2721
Boris Gelfand,2714
Nigel Short,2711
Vladimir Malakhov,2709
Ivan Sokolov,2709
Nigel D. Short,2702
Vladimir Akopian,2695
Alexey Dreev,2690
Anatoly Karpov,2688
Alexander Khalifman,2683
Zurab Azmaiparashvili,2683
Joel Lautier,2682
Jiangchuan Ye,2681
Ye Jiangchuan,2678
Viktor Bologan,2678
Aleksej Aleksandrov,2675
Ilia Smirin,2674
Emil Sutovsky,2673
Liviu-Dieter Nisipeanu,2671
Mikhail Gurevich,2670
Etienne Bacrot,2670
Loek van Wely,2670
Alexander Beliavsky,2670
Alexander G Beliavsky,2667
Levon Aronian,2663
Predrag Nikolic,2662
Rustam Kasimdzhanov,2661
Konstantin Sakaev,2661
Vadim Zvjaginsev,2660
Rafael Vaganian,2660
Zhang Zhong,2660
Sergei Rublevsky,2659
Francisco Vallejo Pons,2658
Teimour Radjabov,2657
Vladislav Tkachiev,2656
Krishnan Sasikiran,2656
Sergei Movsesian,2653
Alexander Motylev,2652
Kiril Georgiev,2651
Alexander Onischuk,2651
Luke J. McShane,2651
Yuri Yakovich,2648
Bartlomiej Macieja,2648
Vasily Yemelin,2646
Shakhriyaz Mamedyarov,2646
Luke McShane,2645
Zhong Zhang,2644
Ashot Anastasian,2643
Mikhail Kobalia,2643
Sergey Volkov,2640
Peter Heine Nielsen,2640
Johann Hjartarson,2640
Alexander Moiseenko,2638
Karen Asrian,2638
Mihail Kobalija,2638
Eduardas Rozentalis,2637
Giovanni Vescovi,2636
Bu Xiangzhi,2636
Evgeny Vladimirov,2635
Zoltan Almasi,2635
Smbat Lputian,2635
Vladimir Epishin,2634
Evgeniy Najer,2634
Viorel Iordachescu,2634
Smbat G Lputian,2634
Alexander Graf,2633
Alexander Lastin,2628
Curt Hansen,2628
Laurent Fressinet,2628
Pavel V. Tregubov,2628
Rustem Dautov,2626
Matthew Sadler,2626
Gabriel Sargissian,2625
Sergei Tiviakov,2625
Miguel Illescas Cordoba,2624
Merab Gagunashvili,2624
Andrei Istratescu,2624
Aleksander Delchev,2624
Andrei Kharlov,2623
Vasilios Kotronias,2623
Shakhriyar Mamedyarov,2623
Jeroen Piket,2623
Alexander Shabalov,2623
Gregory S Kaidanov,2623
Rafael A Vaganian,2623
Nguyen Anh Dung,2622
