Name,Rating
Garry Kasparov,2841
Vladimir Kramnik,2814
Viswanathan Anand,2767
Michael Adams,2751
Veselin Topalov,2750
Peter Leko,2748
Ruslan Ponomariov,2746
Evgeny Bareev,2739
Vassily Ivanchuk,2721
Alexander Morozevich,2718
Boris Gelfand,2716
Alexei Shirov,2713
Peter Svidler,2711
Alexander Grischuk,2706
Loek van Wely,2703
Vladimir Akopian,2698
Alexander Khalifman,2696
Judit Polgar,2690
Ilia Smirin,2689
Alexey Dreev,2685
Vadim Zvjaginsev,2684
Nigel D. Short,2683
Judit (GM) Polgar,2683
Vladimir Malakhov,2681
Anatoly Karpov,2681
Nigel Short,2678
Joel Lautier,2675
Ivan Sokolov,2675
Zurab Azmaiparashvili,2673
Predrag Nikolic,2672
Jiangchuan Ye,2670
Kiril Georgiev,2669
Loek Van Wely,2669
Zoltan Almasi,2668
Rafael A Vaganian,2667
Rustam Kasimdzhanov,2662
Sergei Rublevsky,2662
Alexander Beliavsky,2662
Konstantin Sakaev,2661
Emil Sutovsky,2661
Ye Jiangchuan,2660
Rafael Vaganian,2658
Mikhail Gurevich,2655
Etienne Bacrot,2654
Sergei Movsesian,2654
Michal Krasenkow,2654
Smbat Lputian,2653
Jeroen Piket,2652
Gregory Kaidanov,2652
Vladislav Tkachiev,2651
Christopher Lutz,2651
Zhang Zhong,2651
Krishnan Sasikiran,2651
Alexander G Beliavsky,2650
Alexander Graf,2647
Alexander Onischuk,2647
Jun Xu,2646
Francisco Vallejo Pons,2645
Alexander Motylev,2644
Viktor Bologan,2643
Lev Psakhis,2643
Evgeny Vladimirov,2643
Gregory S Kaidanov,2643
Alexander Lastin,2642
Viktor Korchnoi,2641
Aleksej Aleksandrov,2639
Igor Novikov,2639
Merab Gagunashvili,2638
Sergey Volkov,2638
Robert Dr. Huebner,2638
Sergei Tiviakov,2637
Xu Jun,2635
Pavel Tregubov,2634
Johann Hjartarson,2634
Mihail Kobalija,2633
Evgeny Pigusov,2632
Jaan Ehlvest,2630
Andrei Kharlov,2629
Viorel Iordachescu,2629
Alexey Kuzmin,2629
Zurab Sturua,2628
Peter Heine Nielsen,2627
Karen Asrian,2627
Vladimir Epishin,2627
Smbat G Lputian,2627
Rustem Dautov,2626
Vasily Yemelin,2626
Lazaro Bruzon Bautista,2626
Konstantin Landa,2626
Lenier Dominguez,2625
Zhong Zhang,2625
Mikhail Kobalia,2625
Yasser Seirawan,2625
Andrei Istratescu,2624
Teimour Radjabov,2624
Dmitrij Jakovenko,2624
Levon Aronian,2624
Matthew Sadler,2624
Sergey Dolmatov,2623
Jan H Timman,2623
