Name,Rating
Garry Kasparov,2818
Viswanathan Anand,2778
Vladimir Kramnik,2763
Peter Svidler,2743
Judit Polgar,2736
Ruslan Ponomariov,2735
Alexei Shirov,2735
Veselin Topalov,2734
Peter Leko,2731
Alexander Grischuk,2730
Michael Adams,2730
Judit (GM) Polgar,2728
Alexander Morozevich,2727
Vassily Ivanchuk,2722
Nigel Short,2720
Evgeny Bareev,2719
Boris Gelfand,2716
Vladimir Malakhov,2710
Nigel D. Short,2705
Ivan Sokolov,2701
Vladimir Akopian,2692
Alexey Dreev,2691
Anatoly Karpov,2686
Alexander Khalifman,2682
Joel Lautier,2682
Zurab Azmaiparashvili,2682
Jiangchuan Ye,2681
Viktor Bologan,2680
Ye Jiangchuan,2676
Mikhail Gurevich,2674
Ilia Smirin,2674
Loek van Wely,2674
Etienne Bacrot,2673
Aleksej Aleksandrov,2672
Liviu-Dieter Nisipeanu,2672
Alexander Beliavsky,2671
Emil Sutovsky,2668
Alexander G Beliavsky,2667
Predrag Nikolic,2661
Konstantin Sakaev,2661
Rustam Kasimdzhanov,2660
Levon Aronian,2659
Francisco Vallejo Pons,2659
Vadim Zvjaginsev,2658
Teimour Radjabov,2658
Sergei Rublevsky,2657
Sergei Movsesian,2656
Krishnan Sasikiran,2656
Alexander Motylev,2654
Vladislav Tkachiev,2653
Zhang Zhong,2652
Rafael Vaganian,2652
Luke J. McShane,2652
Kiril Georgiev,2651
Giovanni Vescovi,2649
Alexander Onischuk,2648
Shakhriyaz Mamedyarov,2646
Luke McShane,2644
Shakhriyar Mamedyarov,2644
Vasily Yemelin,2643
Yuri Yakovich,2642
Alexander Moiseenko,2641
Ashot Anastasian,2640
Zhong Zhang,2640
Johann Hjartarson,2640
Evgeny Vladimirov,2639
Alexander Graf,2638
Mikhail Kobalia,2638
Peter Heine Nielsen,2637
Andrei Kharlov,2637
Karen Asrian,2637
Bartlomiej Macieja,2637
Eduardas Rozentalis,2636
Sergey Volkov,2636
Zoltan Almasi,2635
Mihail Kobalija,2635
Smbat G Lputian,2634
Vadim Milov,2633
Evgeniy Najer,2632
Viorel Iordachescu,2631
Bu Xiangzhi,2630
Pavel V. Tregubov,2630
Smbat Lputian,2629
Laurent Fressinet,2629
Rafael A Vaganian,2628
Loek Van Wely,2628
Evgeny Alekseev,2627
Curt Hansen,2627
Zdenko Kozul,2627
Vasilios Kotronias,2626
Lazaro Bruzon Bautista,2626
Matthew Sadler,2626
Alexander Lastin,2625
Vladimir Epishin,2625
Gabriel Sargissian,2624
Aleksander Delchev,2624
Rustem Dautov,2623
Alexander Shabalov,2623
Miguel Illescas Cordoba,2622
Jeroen Piket,2622
