Name,Rating
Garry Kasparov,2861
Viswanathan Anand,2786
Vladimir Kramnik,2785
Peter Leko,2755
Alexander Morozevich,2755
Alexei Shirov,2752
Michael Adams,2752
Vassily Ivanchuk,2735
Peter Svidler,2718
Veselin Topalov,2716
Evgeny Bareev,2712
Michal Krasenkow,2704
Nigel Short,2699
Boris Gelfand,2693
Anatoly Karpov,2692
Alexey Dreev,2687
Vladimir Akopian,2685
Mikhail Gurevich,2684
Judit Polgar,2681
Nigel D. Short,2680
Rustam Kasimdzhanov,2679
Kiril Georgiev,2675
Alexander Khalifman,2674
Jiangchuan Ye,2674
Sergei Rublevsky,2673
Alexander Beliavsky,2673
Zoltan Almasi,2672
Ilia Smirin,2671
Jan Timman,2668
Jun Xu,2667
Predrag Nikolic,2666
Loek van Wely,2666
Sergei Movsesian,2666
Zurab Azmaiparashvili,2664
Vladislav Tkachiev,2662
Xiaomin Peng,2656
Judit (GM) Polgar,2656
Alexander Onischuk,2654
Alexei Fedorov,2654
Vadim Zvjaginsev,2651
Jeroen Piket,2651
Joel Lautier,2651
Yasser Seirawan,2650
Viktor Bologan,2649
Rafael Leitao,2648
Konstantin Sakaev,2647
Viktor Korchnoi,2645
Matthew Sadler,2645
Igor Khenkin,2645
Alexander G Beliavsky,2645
Valery Salov,2644
Loek Van Wely,2643
Alexander Nenashev,2643
Ruslan Ponomariov,2642
Boris F Gulko,2642
Smbat Lputian,2641
Rafael Vaganian,2639
Ye Jiangchuan,2639
Jan H Timman,2639
Vadim Milov,2638
Zhang Zhong,2638
Sergei Shipov,2638
Ulf Andersson,2638
Zurab Sturua,2637
Boris Gulko,2637
Julian M. Hodgson,2637
Andrei Kharlov,2636
Peng Xiaomin,2635
Alexander Chernin,2634
Zdenko Kožul,2633
Alexey Kuzmin,2630
Julian Hodgson,2630
Christopher Lutz,2630
Gilberto Milos,2630
Ivan Sokolov,2629
Evgenij Ermenkov,2629
Alexander Lastin,2629
Jonathan Speelman,2628
Alexander Grischuk,2627
Evgeny Vladimirov,2626
Lev Psakhis,2626
Zhong Zhang,2626
Curt Hansen,2624
Boris Avrukh,2624
Rafael A Vaganian,2624
Yury Balashov,2623
Alexander Fominyh,2623
Vladimir Epishin,2623
Artur Jussupow,2622
Gregory S Kaidanov,2622
Sergei Tiviakov,2621
Emil Sutovsky,2621
Jaan Ehlvest,2621
Rustem Dautov,2620
Pavel Tregubov,2619
Jonathan S. Speelman,2619
Sergey Dolmatov,2618
Andrey Shariyazdanov,2618
Vasilios Kotronias,2618
Nick deFirmian,2618
