Name,Rating
Garry Kasparov,2823
Vladimir Kramnik,2772
Viswanathan Anand,2771
Peter Svidler,2745
Judit Polgar,2743
Alexei Shirov,2739
Ruslan Ponomariov,2734
Alexander Grischuk,2733
Veselin Topalov,2732
Michael Adams,2727
Judit (GM) Polgar,2726
Evgeny Bareev,2724
Peter Leko,2724
Vassily Ivanchuk,2723
Alexander Morozevich,2723
Boris Gelfand,2717
Vladimir Malakhov,2710
Ivan Sokolov,2705
Nigel D. Short,2701
Nigel Short,2699
Alexey Dreev,2693
Vladimir Akopian,2693
Anatoly Karpov,2689
Zurab Azmaiparashvili,2686
Alexander Khalifman,2684
Ye Jiangchuan,2683
Joel Lautier,2682
Jiangchuan Ye,2681
Viktor Bologan,2679
Ilia Smirin,2674
Aleksej Aleksandrov,2673
Etienne Bacrot,2672
Loek van Wely,2671
Emil Sutovsky,2669
Mikhail Gurevich,2668
Liviu-Dieter Nisipeanu,2667
Alexander G Beliavsky,2667
Alexander Beliavsky,2666
Zhang Zhong,2664
Rustam Kasimdzhanov,2663
Sergei Rublevsky,2662
Vadim Zvjaginsev,2661
Konstantin Sakaev,2661
Predrag Nikolic,2660
Francisco Vallejo Pons,2659
Levon Aronian,2658
Kiril Georgiev,2657
Sergei Movsesian,2656
Vladislav Tkachiev,2656
Teimour Radjabov,2656
Krishnan Sasikiran,2655
Alexander Motylev,2652
Alexander Onischuk,2651
Luke J. McShane,2650
Rafael Vaganian,2647
Vasily Yemelin,2647
Mikhail Kobalia,2647
Shakhriyaz Mamedyarov,2646
Bartlomiej Macieja,2644
Andrei Kharlov,2643
Zhong Zhang,2642
Yuri Yakovich,2641
Johann Hjartarson,2640
Eduardas Rozentalis,2639
Sergey Volkov,2638
Alexander Graf,2638
Peter Heine Nielsen,2638
Luke McShane,2637
Karen Asrian,2637
Vladimir Epishin,2636
Zoltan Almasi,2635
Bu Xiangzhi,2635
Smbat Lputian,2635
Ashot Anastasian,2635
Evgeny Vladimirov,2634
Mihail Kobalija,2634
Alexander Moiseenko,2633
Alexander Lastin,2632
Giovanni Vescovi,2632
Smbat G Lputian,2632
Vadim Milov,2632
Laurent Fressinet,2631
Pavel V. Tregubov,2630
Loek Van Wely,2629
Rustem Dautov,2626
Evgeniy Najer,2626
Matthew Sadler,2626
Sergei Tiviakov,2625
Shakhriyar Mamedyarov,2625
Jeroen Piket,2624
Curt Hansen,2624
Gabriel Sargissian,2623
Andrei Istratescu,2623
Pavel Tregubov,2623
Gregory S Kaidanov,2623
Julio E Granda Zuniga,2623
Rafael A Vaganian,2623
Alexander Shabalov,2623
Evgeny Alekseev,2622
Merab Gagunashvili,2622
