Name,Rating
Garry Kasparov,2812
Viswanathan Anand,2779
Vladimir Kramnik,2760
Peter Svidler,2742
Peter Leko,2738
Judit Polgar,2736
Ruslan Ponomariov,2734
Veselin Topalov,2734
Alexander Grischuk,2733
Michael Adams,2732
Alexei Shirov,2730
Judit (GM) Polgar,2728
Nigel Short,2726
Alexander Morozevich,2725
Vassily Ivanchuk,2722
Evgeny Bareev,2718
Boris Gelfand,2717
Nigel D. Short,2708
Vladimir Malakhov,2705
Ivan Sokolov,2698
Alexey Dreev,2695
Vladimir Akopian,2689
Anatoly Karpov,2686
Joel Lautier,2682
Jiangchuan Ye,2681
Mikhail Gurevich,2679
Loek van Wely,2678
Alexander Khalifman,2677
Zurab Azmaiparashvili,2677
Liviu-Dieter Nisipeanu,2677
Viktor Bologan,2676
Ye Jiangchuan,2676
Etienne Bacrot,2674
Alexander Beliavsky,2672
Ilia Smirin,2671
Konstantin Sakaev,2667
Rafael Vaganian,2667
Aleksej Aleksandrov,2667
Alexander G Beliavsky,2667
Emil Sutovsky,2666
Sergei Rublevsky,2664
Predrag Nikolic,2661
Teimour Radjabov,2661
Rustam Kasimdzhanov,2660
Francisco Vallejo Pons,2659
Krishnan Sasikiran,2658
Vadim Zvjaginsev,2656
Alexander Motylev,2655
Levon Aronian,2655
Sergei Movsesian,2654
Luke J. McShane,2654
Kiril Georgiev,2651
Alexander Graf,2651
Giovanni Vescovi,2650
Zhang Zhong,2650
Shakhriyar Mamedyarov,2648
Alexander Onischuk,2646
Shakhriyaz Mamedyarov,2646
Vladislav Tkachiev,2644
Luke McShane,2644
Vadim Milov,2640
Johann Hjartarson,2640
Vasily Yemelin,2639
Loek Van Wely,2639
Alexander Moiseenko,2638
Eduardas Rozentalis,2636
Evgeny Vladimirov,2636
Peter Heine Nielsen,2636
Zhong Zhang,2636
Zoltan Almasi,2635
Bartlomiej Macieja,2634
Mikhail Kobalia,2634
Smbat G Lputian,2634
Pavel V. Tregubov,2633
Rafael A Vaganian,2633
Andrei Kharlov,2632
Karen Asrian,2632
Sergey Volkov,2631
Bu Xiangzhi,2631
Yuri Yakovich,2629
Smbat Lputian,2629
Viorel Iordachescu,2629
Valerij Filippov,2629
Ashot Anastasian,2628
Curt Hansen,2628
Evgeniy Najer,2627
Laurent Fressinet,2627
Zdenko Kozul,2627
Matthew Sadler,2626
Evgeny Alekseev,2625
Rustem Dautov,2625
Mihail Kobalija,2624
Aleksander Delchev,2624
Alexander Shabalov,2623
Miguel Illescas Cordoba,2622
Gabriel Sargissian,2621
Vladimir Epishin,2621
Andrey Kharitonov,2621
Nguyen Anh Dung,2621
Jeroen Piket,2621
