Name,Rating
Garry Kasparov,2845
Vladimir Kramnik,2817
Viswanathan Anand,2771
Michael Adams,2748
Veselin Topalov,2742
Ruslan Ponomariov,2740
Alexander Morozevich,2737
Evgeny Bareev,2734
Peter Leko,2727
Vassily Ivanchuk,2724
Alexei Shirov,2723
Boris Gelfand,2720
Peter Svidler,2704
Alexander Grischuk,2698
Ilia Smirin,2697
Alexander Khalifman,2697
Judit Polgar,2696
Vladimir Akopian,2693
Anatoly Karpov,2692
Nigel Short,2691
Alexey Dreev,2688
Rustam Kasimdzhanov,2685
Zurab Azmaiparashvili,2682
Joel Lautier,2682
Loek van Wely,2682
Judit (GM) Polgar,2677
Jiangchuan Ye,2676
Alexander Beliavsky,2672
Ye Jiangchuan,2671
Rafael Vaganian,2671
Vladimir Malakhov,2670
Predrag Nikolic,2669
Nigel D. Short,2669
Kiril Georgiev,2668
Jeroen Piket,2664
Smbat Lputian,2663
Rafael A Vaganian,2663
Viktor Bologan,2662
Zhang Zhong,2662
Konstantin Sakaev,2661
Zoltan Almasi,2660
Loek Van Wely,2660
Vadim Zvjaginsev,2659
Aleksej Aleksandrov,2659
Emil Sutovsky,2658
Mikhail Gurevich,2657
Alexander G Beliavsky,2657
Vladislav Tkachiev,2654
Ivan Sokolov,2654
Jun Xu,2654
Etienne Bacrot,2653
Sergei Rublevsky,2653
Andrei Kharlov,2649
Alexander Onischuk,2648
Viktor Korchnoi,2647
Christopher Lutz,2647
Rustem Dautov,2646
Alexander Graf,2644
Michal Krasenkow,2644
Zhong Zhang,2644
Jan Timman,2641
Pavel Tregubov,2641
Xu Jun,2641
Alexander Lastin,2639
Francisco Vallejo Pons,2639
Peter Heine Nielsen,2639
Alexander Motylev,2637
Zurab Sturua,2637
Sergei Movsesian,2636
Robert Hübner,2636
Evgeniy Najer,2635
Igor Novikov,2634
Lev Psakhis,2634
Smbat G Lputian,2634
Johann Hjartarson,2634
Mihail Kobalija,2632
Igor Khenkin,2632
Gregory Kaidanov,2631
Sergei Tiviakov,2630
Evgeny Pigusov,2630
Iosif Dorfman,2629
Artur Jussupow,2628
Robert Dr. Huebner,2628
Karen Asrian,2627
Matthew Sadler,2627
Krishnan Sasikiran,2626
Yasser Seirawan,2626
Pavel V. Tregubov,2626
Evgeny Vladimirov,2624
Vladimir Baklan,2624
Andrey Sokolov,2624
Sergey Dolmatov,2624
Vadim Milov,2623
Ashot Anastasian,2623
Curt Hansen,2622
Konstantin Landa,2622
Joel Benjamin,2622
Murtas Kazhgaleyev,2622
Alexander Goldin,2622
Jaan Ehlvest,2621
