Name,Rating
Garry Kasparov,2826
Vladimir Kramnik,2775
Viswanathan Anand,2772
Evgeny Bareev,2740
Alexander Grischuk,2739
Judit Polgar,2738
Alexei Shirov,2736
Peter Svidler,2735
Veselin Topalov,2734
Ruslan Ponomariov,2733
Michael Adams,2732
Peter Leko,2726
Vassily Ivanchuk,2722
Judit (GM) Polgar,2722
Alexander Morozevich,2711
Boris Gelfand,2710
Vladimir Malakhov,2708
Alexey Dreev,2701
Nigel D. Short,2701
Anatoly Karpov,2700
Nigel Short,2696
Ivan Sokolov,2694
Zurab Azmaiparashvili,2693
Loek van Wely,2692
Alexander Khalifman,2691
Vladimir Akopian,2688
Viktor Bologan,2681
Jiangchuan Ye,2681
Ye Jiangchuan,2680
Rustam Kasimdzhanov,2674
Ilia Smirin,2673
Sergei Rublevsky,2673
Joel Lautier,2672
Aleksej Aleksandrov,2671
Krishnan Sasikiran,2671
Etienne Bacrot,2670
Mikhail Gurevich,2669
Liviu-Dieter Nisipeanu,2667
Alexander G Beliavsky,2667
Kiril Georgiev,2664
Vadim Zvjaginsev,2664
Zhang Zhong,2664
Konstantin Sakaev,2660
Alexander Beliavsky,2660
Alexander Onischuk,2660
Francisco Vallejo Pons,2659
Predrag Nikolic,2658
Emil Sutovsky,2656
Vladislav Tkachiev,2656
Mikhail Kobalia,2656
Sergei Movsesian,2654
Loek Van Wely,2654
Rafael Vaganian,2653
Levon Aronian,2652
Teimour Radjabov,2651
Alexander Graf,2650
Alexander Motylev,2649
Luke J. McShane,2649
Mihail Kobalija,2647
Andrei Kharlov,2645
Vladimir Epishin,2644
Sergey Volkov,2641
Alexander Lastin,2641
Karen Asrian,2640
Johann Hjartarson,2640
Eduardas Rozentalis,2639
Zhong Zhang,2639
Smbat Lputian,2638
Laurent Fressinet,2638
Alexander Goldin,2637
Vasily Yemelin,2636
Pavel V. Tregubov,2635
Evgeny Vladimirov,2634
Bu Xiangzhi,2634
Giovanni Vescovi,2633
Ashot Anastasian,2633
Zoltan Almasi,2632
Peter Heine Nielsen,2631
Alexander Moiseenko,2630
Luke McShane,2630
Bartlomiej Macieja,2630
Smbat G Lputian,2630
Valerij Filippov,2630
Pavel Smirnov,2629
Evgeny Alekseev,2628
Jeroen Piket,2628
Sergei Tiviakov,2628
Yuri Yakovich,2628
Vasilios Kotronias,2626
Evgenij Agrest,2626
Matthew Sadler,2626
Pavel Tregubov,2625
Andrei Istratescu,2625
Igor Khenkin,2624
Gregory S Kaidanov,2624
Rustem Dautov,2623
Gabriel Sargissian,2623
Julio E Granda Zuniga,2623
Rafael A Vaganian,2623
Evgeniy Najer,2622
