Name,Rating
Garry Kasparov,2831
Vladimir Kramnik,2792
Viswanathan Anand,2778
Peter Leko,2752
Veselin Topalov,2742
Alexei Shirov,2738
Evgeny Bareev,2737
Michael Adams,2732
Judit Polgar,2731
Ruslan Ponomariov,2730
Peter Svidler,2727
Alexander Grischuk,2720
Vassily Ivanchuk,2716
Judit (GM) Polgar,2715
Boris Gelfand,2709
Vladimir Akopian,2705
Alexander Khalifman,2701
Alexey Dreev,2700
Loek van Wely,2695
Nigel Short,2690
Nigel D. Short,2686
Alexander Morozevich,2684
Anatoly Karpov,2684
Jiangchuan Ye,2684
Vladimir Malakhov,2682
Ivan Sokolov,2682
Zhang Zhong,2681
Ye Jiangchuan,2678
Rustam Kasimdzhanov,2676
Zurab Azmaiparashvili,2675
Loek Van Wely,2675
Joel Lautier,2674
Ilia Smirin,2673
Vadim Zvjaginsev,2672
Alexander Beliavsky,2669
Zoltan Almasi,2669
Konstantin Sakaev,2667
Viktor Bologan,2666
Zhong Zhang,2666
Predrag Nikolic,2664
Sergei Rublevsky,2663
Kiril Georgiev,2660
Emil Sutovsky,2660
Smbat Lputian,2659
Francisco Vallejo Pons,2658
Aleksej Aleksandrov,2656
Etienne Bacrot,2656
Krishnan Sasikiran,2655
Sergei Movsesian,2655
Vladislav Tkachiev,2654
Rafael A Vaganian,2653
Merab Gagunashvili,2650
Mikhail Gurevich,2649
Alexander G Beliavsky,2649
Alexander Motylev,2647
Alexander Graf,2644
Teimour Radjabov,2644
Andrei Kharlov,2644
Rafael Vaganian,2644
Christopher Lutz,2643
Jeroen Piket,2643
Viktor Korchnoi,2642
Evgeny Pigusov,2642
Alexander Lastin,2641
Alexander Onischuk,2641
Gregory S Kaidanov,2640
Sergey Volkov,2639
Mikhail Kobalia,2639
Smbat G Lputian,2638
Mihail Kobalija,2636
Evgeny Vladimirov,2636
Sergei Tiviakov,2635
Igor Khenkin,2635
Bartlomiej Macieja,2634
Karen Asrian,2633
Konstantin Landa,2633
Pavel V. Tregubov,2632
Levon Aronian,2631
Yuri Yakovich,2631
Lev Psakhis,2630
Andrei Istratescu,2629
Vladimir Epishin,2628
Gregory Kaidanov,2628
Vasily Yemelin,2628
Jun Xu,2628
Julio E Granda Zuniga,2628
Pavel Tregubov,2627
Valerij Filippov,2627
Michal Krasenkow,2626
Yasser Seirawan,2626
Laurent Fressinet,2625
Peter Heine Nielsen,2625
Robert Dr. Huebner,2625
Matthew Sadler,2624
Eduardas Rozentalis,2623
Yannick Pelletier,2623
Zurab Sturua,2622
Alexey Kuzmin,2622
Alexander Moiseenko,2622
Alexander Goldin,2621
