Name,Rating
Magnus Carlsen,2826
Veselin Topalov,2803
Viswanathan Anand,2800
Vladimir Kramnik,2790
Levon Aronian,2783
Shakhriyar Mamedyarov,2761
Alexander Grischuk,2760
Pavel Eljanov,2755
Alexei Shirov,2749
Teimour Radjabov,2748
Sergey Karjakin,2747
Vassily Ivanchuk,2739
Boris Gelfand,2739
Ruslan Ponomariov,2734
Peter Svidler,2734
Peter Leko,2734
Vladimir Malakhov,2732
David Navara,2731
Hikaru Nakamura,2729
Dmitry Jakovenko,2726
Hao Wang,2724
Maxime Vachier-Lagrave,2723
Sergei Movsesian,2723
Nikita Vitiugov,2722
Etienne Bacrot,2720
Vugar Gashimov,2719
Zoltan Almasi,2717
Yue Wang,2716
Leinier Dominguez Perez,2716
Alexander Morozevich,2715
Gata Kamsky,2713
Baadur Jobava,2710
Evgeny Tomashevsky,2708
Ian Nepomniachtchi,2706
Michael Adams,2706
Alexander Onischuk,2701
Peter Heine Nielsen,2700
Rustam Kasimdzhanov,2699
Fabiano Caruana,2697
Laurent Fressinet,2697
Francisco Vallejo Pons,2697
Viktor Bologan,2695
Evgeny Alekseev,2691
Vladimir Akopian,2691
Artyom Timofeev,2690
Nigel D Short,2690
Zahar Efimenko,2689
Sergei Rublevsky,2688
Evgenij Miroshnichenko,2686
Alexander Motylev,2685
Arkadij Naiditsch,2684
Liviu-Dieter Nisipeanu,2683
Alexander Riazantsev,2682
Judit Polgar,2682
Quang Liem Le,2681
Krishnan Sasikiran,2679
Loek Van Wely,2677
Xiangzhi Bu,2676
Kiril Georgiev,2675
Wesley So,2674
Gabriel Sargissian,2673
Anish Giri,2672
Evgeniy Najer,2672
Ernesto Inarkiev,2671
Ferenc Berkes,2670
Jan Smeets,2669
Jianchao Zhou,2668
Boris Grachev,2668
Denis Khismatullin,2667
Alexander Moiseenko,2667
Sergey A. Fedorchuk,2665
Emil Sutovsky,2665
Alexander Areshchenko,2664
Evgeny Bareev,2663
Radoslaw Wojtaszek,2663
Igor Kurnosov,2662
Ivan Cheparinov,2661
Andrei Volokitin,2661
Alexey Dreev,2660
Rauf Mamedov,2660
Anton Korobov,2657
Sergei Zhigalko,2656
Vadim Zvjaginsev,2656
Surya Shekhar Ganguly,2655
Lazaro Bruzon Batista,2653
Dmitry Andreikin,2650
Tigran Gharamian,2650
Georg Meier,2648
Mikhail Kobalia,2648
P. Harikrishna,2646
Ilia Smirin,2646
Bartosz Socko,2646
Hua Ni,2645
Daniel Fridman,2645
Michael Roiz,2645
Vadim Milov,2644
Jan Gustafsson,2643
Aleksej Aleksandrov,2642
Ivan Sokolov,2641
Bartlomiej Macieja,2639
