Name,Rating
Viswanathan Anand,2803
Vladimir Kramnik,2788
Alexander Morozevich,2774
Veselin Topalov,2767
Magnus Carlsen,2765
Levon Aronian,2763
Shakhriyar Mamedyarov,2752
Teimour Radjabov,2751
Peter Svidler,2746
Peter Leko,2741
Vassily Ivanchuk,2740
Alexei Shirov,2740
Sergey Karjakin,2732
Michael Adams,2729
Gata Kamsky,2726
Boris Gelfand,2723
Ruslan Ponomariov,2719
Alexander Grischuk,2716
Dmitry Jakovenko,2711
Evgeny Alekseev,2711
Judit Polgar,2709
Xiangzhi Bu,2708
Etienne Bacrot,2705
Hua Ni,2703
Sergei Movsesian,2695
Lenier Dominguez Perez,2695
Ivan Cheparinov,2695
Sergei Rublevsky,2695
Ivan Sokolov,2690
Vadim Milov,2690
Yue Wang,2689
Vladimir Malakhov,2689
Pavel Eljanov,2687
Hikaru Nakamura,2686
Hao Wang,2684
Ernesto Inarkiev,2684
Andrei Volokitin,2684
Francisco Vallejo Pons,2684
Liviu-Dieter Nisipeanu,2684
Rustam Kasimdzhanov,2681
P. Harikrishna,2679
Vugar Gashimov,2679
Krishnan Sasikiran,2679
Evgeny Bareev,2677
Loek Van Wely,2676
Predrag Nikolic,2674
Zoltan Almasi,2674
Vadim Zvjaginsev,2674
Vladimir Akopian,2673
David Navara,2672
Sergey A. Fedorchuk,2671
Alexander Motylev,2666
Viktor Bologan,2665
Kiril Georgiev,2665
Artyom Timofeev,2664
Alexander Onischuk,2664
Zahar Efimenko,2660
Nigel D Short,2660
Michael Roiz,2659
Baadur Jobava,2658
Evgeny Tomashevsky,2658
Alexey Dreev,2657
Joel Lautier,2657
Vladislav Tkachiev,2657
Laurent Fressinet,2656
Anatoly Karpov,2655
Oleg Korneev,2651
Borki Predojevic,2651
Alexander Moiseenko,2650
Alexander Areshchenko,2650
Evgeny Postny,2649
Konstantin Sakaev,2649
Ivan Ivanisevic,2649
Vladimir Baklan,2647
Vladimir Afromeev,2646
Bartosz Socko,2644
Gabriel Sargissian,2643
Evgenij Miroshnichenko,2642
Alexander G Beliavsky,2641
Daniel Fridman,2640
Pengxiang Zhang,2640
Aleksander Delchev,2639
Alexander Riazantsev,2638
Mikheil Mchedlishvili,2635
Sergei Tiviakov,2634
Ian Nepomniachtchi,2634
Alexander Shabalov,2633
Konstantin Landa,2633
Sergey Volkov,2633
Boris Avrukh,2632
Maxime Vachier-Lagrave,2632
Karen Asrian,2630
Emil Sutovsky,2630
Ilia Smirin,2630
Dragan Solak,2630
Yasser Seirawan,2630
Pavel V. Tregubov,2629
Peter Heine Nielsen,2629
Darmen Sadvakasov,2629
Alexander Khalifman,2628
