Name,Rating
Garry Kasparov,2812
Viswanathan Anand,2788
Veselin Topalov,2788
Peter Leko,2763
Vassily Ivanchuk,2752
Vladimir Kramnik,2744
Peter Svidler,2738
Judit Polgar,2735
Etienne Bacrot,2729
Levon Aronian,2724
Boris Gelfand,2724
Alexander Grischuk,2720
Michael Adams,2719
Alexander Morozevich,2707
Alexei Shirov,2705
Vladimir Akopian,2705
Ruslan Ponomariov,2704
Viktor Bologan,2700
Gata Kamsky,2700
Alexey Dreev,2698
Ivan Sokolov,2691
Evgeny Bareev,2688
Teimour Radjabov,2682
Francisco Vallejo Pons,2681
Liviu-Dieter Nisipeanu,2679
Sergei Tiviakov,2678
Alexander Motylev,2675
Emil Sutovsky,2674
Vladimir Malakhov,2673
Nigel D. Short,2673
Joel Lautier,2672
Zurab Azmaiparashvili,2672
Anatoly Karpov,2672
Andrei Volokitin,2671
Rustam Kasimdzhanov,2670
Mikhail Gurevich,2669
Konstantin Sakaev,2669
Peter Heine Nielsen,2668
Kiril Georgiev,2666
Alexander Moiseenko,2664
David Navara,2663
Michal Krasenkow,2663
Lazaro Bruzon,2662
Artyom Timofeev,2661
Hikaru Nakamura,2660
Vadim Zvjaginsev,2659
Aleksander Delchev,2656
Loek Van Wely,2655
Alexander Khalifman,2653
Boris Avrukh,2652
Ilia Smirin,2652
Krishnan Sasikiran,2652
Jiangchuan Ye,2648
Shakhriyar Mamedyarov,2646
Sergei Movsesian,2645
Sergey Karjakin,2645
Vadim Milov,2645
Sergei Rublevsky,2645
P. Harikrishna,2645
Zahar Efimenko,2643
Christian Bauer,2641
Giovanni Vescovi,2640
Pavel Eljanov,2639
Lenier Dominguez,2639
Robert Dr. Huebner,2636
Pavel Smirnov,2635
Yasser Seirawan,2635
Evgenij Miroshnichenko,2634
Ivan Cheparinov,2634
Aleksej Aleksandrov,2633
Xiangzhi Bu,2632
Smbat G Lputian,2629
Hua Ni,2629
Zoltan Gyimesi,2628
Alexander Onischuk,2628
Laurent Fressinet,2627
Dmitry Jakovenko,2627
Evgeny Alekseev,2625
Alexander Areshchenko,2625
Vladislav Tkachiev,2625
Luke J. McShane,2625
Jan H Timman,2625
Miguel Illescas Cordoba,2624
Andrei Istratescu,2624
Sergey Volkov,2622
Baadur Jobava,2621
Valerij Filippov,2621
Johann Hjartarson,2621
Zoltan Almasi,2619
Robert Kempinski,2619
Ferenc Berkes,2619
Murtas Kazhgaleyev,2619
Andrei Kharlov,2619
Ruben Felgaer,2618
Ernesto Inarkiev,2618
Christopher Lutz,2616
Pengxiang Zhang,2616
Evgeny Vladimirov,2616
Bartosz Socko,2615
Viktor Korchnoi,2615
