Name,Rating
Magnus Carlsen,2845
Fabiano Caruana,2828
Liren Ding,2812
Anish Giri,2797
Shakhriyar Mamedyarov,2790
Viswanathan Anand,2779
Maxime Vachier-Lagrave,2775
Alexander Grischuk,2771
Ian Nepomniachtchi,2771
Wesley So,2762
Yangyi Yu,2761
Levon Aronian,2761
Teimour Radjabov,2756
Sergey Karjakin,2753
Vladimir Kramnik,2753
Hikaru Nakamura,2746
Veselin Topalov,2740
David Navara,2739
Richard Rapport,2738
Peter Svidler,2737
Vladislav Artemiev,2736
Yi Wei,2733
Xiangzhi Bu,2731
Jan-Krzysztof Duda,2731
Samuel Shankland,2731
Pentala Harikrishna,2730
Nikita Vitiugov,2726
Dmitry Andreikin,2725
Radoslaw Wojtaszek,2722
Dmitry Jakovenko,2719
Hao Wang,2718
Quang Liem Le,2715
Vladimir Fedoseev,2715
Santosh Gujrathi Vidit,2711
Arkadij Naiditsch,2710
Bassem Amin,2709
Michael Adams,2708
Evgeny Tomashevsky,2705
Ivan Saric,2703
Daniil Dubov,2703
Vladislav Kovalev,2703
Rauf Mamedov,2701
Chao b Li,2699
Vassily Ivanchuk,2698
Francisco Vallejo Pons,2698
Tamir Nabaty,2697
Markus Ragger,2696
Nils Grandelius,2694
David W L Howell,2693
Maxim Matlakov,2692
Ernesto Inarkiev,2692
Gabriel Sargissian,2689
Matthew D Sadler,2688
Anton Korobov,2686
Jorge Cori,2686
Yue Wang,2684
Ivan Cheparinov,2683
B. Adhiban,2683
Hua Ni,2683
Pavel Eljanov,2682
Gawain C B Jones,2681
Etienne Bacrot,2681
Yuriy Kryvoruchko,2680
Zoltan Almasi,2680
Anton Demchenko,2678
Krishnan Sasikiran,2678
Parham Maghsoodloo,2673
Maxim Rodshtein,2673
A.R. Saleh Salem,2672
Liviu-Dieter Nisipeanu,2670
Viktor Laznicka,2670
Sanan Sjugirov,2667
Vladimir Malakhov,2667
Alexei Shirov,2667
Evgeniy Najer,2667
Ruslan Ponomariov,2667
Ray Robson,2667
Sandro Mareco,2666
Ferenc Berkes,2666
Lazaro Bruzon Batista,2666
Gata Kamsky,2666
Gadir Guseinov,2664
Jeffery Xiong,2663
Rustam Kasimdzhanov,2663
Eltaj Safarli,2662
Aleksey Dreev,2662
Yifan Hou,2662
Hrant Melkumyan,2661
Luke J McShane,2661
Alexander Areshchenko,2661
Peter Leko,2660
Romain Edouard,2658
Igor Kovalenko,2658
Robin Van Kampen,2658
Alireza Firouzja,2657
Igors Rausis,2657
Mircea-Emilian Parligras,2657
Alexander Morozevich,2656
Boris Gelfand,2655
Dariusz Swiercz,2655
