Name,Rating
Veselin Topalov,2796
Viswanathan Anand,2791
Vassily Ivanchuk,2779
Magnus Carlsen,2776
Alexander Morozevich,2771
Teimour Radjabov,2761
Dmitry Jakovenko,2760
Vladimir Kramnik,2759
Peter Leko,2751
Sergei Movsesian,2751
Levon Aronian,2750
Alexei Shirov,2745
Yue Wang,2739
Alexander Grischuk,2733
Boris Gelfand,2733
Ruslan Ponomariov,2726
Gata Kamsky,2725
Shakhriyar Mamedyarov,2724
Vugar Gashimov,2723
Peter Svidler,2723
Etienne Bacrot,2722
Evgeny Alekseev,2718
Leinier Dominguez Perez,2717
Michael Adams,2712
Krishnan Sasikiran,2711
Hua Ni,2709
Sergey Karjakin,2706
Francisco Vallejo Pons,2702
Xiangzhi Bu,2702
Sergei Rublevsky,2702
Vladimir Akopian,2700
Hikaru Nakamura,2699
Maxime Vachier-Lagrave,2696
Pavel Eljanov,2693
Arkadij Naiditsch,2693
Judit Polgar,2693
Vladimir Malakhov,2692
Hao Wang,2691
Alexey Dreev,2688
Zahar Efimenko,2688
Nikita Vitiugov,2687
Rustam Kasimdzhanov,2687
Viktor Bologan,2687
Sergei Tiviakov,2685
Zoltan Almasi,2681
Ivan Cheparinov,2679
Gabriel Sargissian,2677
Alexander Moiseenko,2676
Alexander Motylev,2676
Liviu-Dieter Nisipeanu,2675
P. Harikrishna,2673
Alexander Areshchenko,2673
Artyom Timofeev,2671
Andrei Volokitin,2671
Baadur Jobava,2669
Evgeniy Najer,2669
Vadim Milov,2669
Evgenij Miroshnichenko,2667
Laurent Fressinet,2666
Evgeny Tomashevsky,2664
Nigel D Short,2663
Gadir Guseinov,2661
Peter Heine Nielsen,2660
Emil Sutovsky,2660
Alexander Onischuk,2659
Ivan Sokolov,2657
Vladislav Tkachiev,2657
Ernesto Inarkiev,2656
Zhong Zhang,2656
Boris Grachev,2655
Boris Savchenko,2654
Evgeny Postny,2652
Ferenc Berkes,2651
Borki Predojevic,2650
Daniel Fridman,2650
Maxim Rodshtein,2650
Dmitry Bocharov,2647
Farrukh Amonatov,2647
Michael Roiz,2647
Ilia Smirin,2647
Aleksander Delchev,2647
Pavel V. Tregubov,2647
Alexander G Beliavsky,2646
Fabiano Caruana,2646
Boris Avrukh,2645
Evgeny Bareev,2645
Tomi Nyback,2644
Igor Khenkin,2644
Alexander Graf,2644
Anatoly Karpov,2644
Pengxiang Zhang,2644
Alexander Lastin,2643
Yuri Shulman,2639
Rauf Mamedov,2638
David Navara,2638
Aleksej Aleksandrov,2636
Vadim Zvjaginsev,2636
Giovanni Vescovi,2635
Kiril Georgiev,2634
Alexander Riazantsev,2634
