Name,Rating
Magnus Carlsen,2876
Fabiano Caruana,2805
Viswanathan Anand,2804
Hikaru Nakamura,2802
Veselin Topalov,2798
Vladimir Kramnik,2783
Alexander Grischuk,2781
Levon Aronian,2780
Wesley So,2778
Anish Giri,2773
Dmitry Jakovenko,2759
Sergey Karjakin,2753
Boris Gelfand,2751
David Navara,2751
Liren Ding,2749
Radoslaw Wojtaszek,2749
Chao b Li,2748
Leinier Dominguez Perez,2746
Evgeny Tomashevsky,2745
Peter Svidler,2740
Michael Adams,2740
Teimour Radjabov,2738
Shakhriyar Mamedyarov,2735
Nikita Vitiugov,2734
P. Harikrishna,2733
Vassily Ivanchuk,2733
Yue Wang,2726
Maxime Vachier-Lagrave,2723
Arkadij Naiditsch,2722
Yi Wei,2721
Ian Nepomniachtchi,2720
Laurent Fressinet,2720
Dmitry Andreikin,2718
Pavel Eljanov,2718
Yangyi Yu,2715
Peter Leko,2714
Alexander Morozevich,2711
Ruslan Ponomariov,2711
Alexander Moiseenko,2707
Hao Wang,2704
Rustam Kasimdzhanov,2704
Sergei Rublevsky,2702
Hua Ni,2701
Zoltan Almasi,2700
Alexei Shirov,2699
Vladimir Malakhov,2699
Anton Korobov,2698
David W L Howell,2698
Maxim Matlakov,2696
Xiangzhi Bu,2696
Etienne Bacrot,2695
Yuriy Kryvoruchko,2695
Baadur Jobava,2693
Quang Liem Le,2693
Francisco Vallejo Pons,2686
Luke J McShane,2685
Nigel D Short,2683
Ivan Cheparinov,2681
Maxim Rodshtein,2678
Lazaro Bruzon Batista,2677
Jon Ludvig Hammer,2677
Yifan Hou,2676
Markus Ragger,2676
Judit Polgar,2675
Igor Lysyj,2674
Vladimir Fedoseev,2674
Ray Robson,2674
Gabriel Sargissian,2673
Richard Rapport,2671
Gata Kamsky,2669
Ernesto Inarkiev,2668
Ferenc Berkes,2664
Parimarjan Negi,2664
Ilia Smirin,2663
Sanan Sjugirov,2662
Ivan Ivanisevic,2662
Ngoc Truong Son Nguyen,2662
Alexander Onischuk,2662
Daniil Dubov,2661
Evgeniy Najer,2661
Vladislav Artemiev,2660
Matthew D Sadler,2659
Csaba Balogh,2659
Alexander Riazantsev,2658
Igor Kovalenko,2657
Boris Grachev,2657
Viktor Laznicka,2657
Vladislav Tkachiev,2657
Alexander Areshchenko,2656
Samuel L Shankland,2656
Sergei Movsesian,2655
Peter Heine Nielsen,2655
Liviu-Dieter Nisipeanu,2654
Georg Meier,2654
Andrei Volokitin,2654
Sergei Zhigalko,2654
Ildar Khairullin,2653
Loek Van Wely,2653
Julio E Granda Zuniga,2652
Evgeny Alekseev,2651
