Name,Rating
Garry Kasparov,2838
Vladimir Kramnik,2809
Viswanathan Anand,2752
Veselin Topalov,2745
Michael Adams,2744
Ruslan Ponomariov,2743
Evgeny Bareev,2724
Alexander Morozevich,2718
Vassily Ivanchuk,2711
Boris Gelfand,2710
Peter Leko,2707
Alexei Shirov,2704
Alexander Grischuk,2702
Alexander Khalifman,2698
Anatoly Karpov,2690
Peter Svidler,2688
Ilia Smirin,2685
Vladimir Akopian,2678
Alexey Dreev,2677
Judit (GM) Polgar,2677
Zurab Azmaiparashvili,2676
Jiangchuan Ye,2676
Joel Lautier,2675
Rustam Kasimdzhanov,2674
Nigel D. Short,2673
Rafael A Vaganian,2664
Vladimir Malakhov,2663
Alexander G Beliavsky,2661
Emil Sutovsky,2660
Jeroen Piket,2659
Sergei Rublevsky,2657
Aleksej Aleksandrov,2654
Kiril Georgiev,2654
Jun Xu,2654
Etienne Bacrot,2653
Predrag Nikolic,2653
Viktor Bologan,2652
Zoltan Almasi,2650
Konstantin Sakaev,2649
Ivan Sokolov,2647
Vadim Zvjaginsev,2645
Christopher Lutz,2644
Loek Van Wely,2642
Alexander Onischuk,2641
Mikhail Gurevich,2641
Michal Krasenkow,2641
Zhong Zhang,2639
Francisco Vallejo Pons,2638
Peter Heine Nielsen,2636
Rustem Dautov,2636
Viktor Korchnoi,2635
Johann Hjartarson,2634
Smbat G Lputian,2634
Krishnan Sasikiran,2633
Andrei Kharlov,2633
Vladislav Tkachiev,2633
Yasser Seirawan,2631
Matthew Sadler,2631
Robert Dr. Huebner,2628
Pavel V. Tregubov,2627
Sergei Tiviakov,2625
Sergei Movsesian,2624
Alexander Graf,2623
Konstantin Landa,2623
Evgeny Pigusov,2623
Alexander Shabalov,2622
Alexander Motylev,2622
Alexander Lastin,2619
Alexander Goldin,2618
Vladimir Baklan,2618
Artur Jussupow,2618
Gregory S Kaidanov,2616
Jan H Timman,2616
Sergei Shipov,2613
Josif D Dorfman,2613
Curt Hansen,2613
Valerij Filippov,2612
Giovanni Vescovi,2611
Xiaomin Peng,2611
Liviu-Dieter Nisipeanu,2610
Teimour Radjabov,2610
Sergey Volkov,2609
Vladimir Epishin,2606
Andrei Istratescu,2606
Laurent Fressinet,2606
Vadim Milov,2606
Igor V. Glek,2605
Evgeny Vladimirov,2605
Zoltan Gyimesi,2605
Andrei Sokolov,2604
Ulf Andersson,2604
Igor A Novikov,2603
Joerg Hickl,2602
Mikhail Kobalia,2602
Xiangzhi Bu,2601
Lenier Dominguez,2601
Drazen Sermek,2601
Oleg Korneev,2599
Hannes Stefansson,2598
Alexander Rustemov,2598
