Name,Rating
Veselin Topalov,2804
Viswanathan Anand,2803
Levon Aronian,2756
Peter Svidler,2743
Peter Leko,2738
Ruslan Ponomariov,2738
Vassily Ivanchuk,2731
Alexander Morozevich,2730
Vladimir Kramnik,2729
Boris Gelfand,2727
Michael Adams,2720
Alexander Grischuk,2719
Teimour Radjabov,2717
Judit Polgar,2711
Etienne Bacrot,2708
Vladimir Akopian,2706
Evgeny Bareev,2701
Alexei Shirov,2699
Shakhriyar Mamedyarov,2699
Liviu-Dieter Nisipeanu,2695
Krishnan Sasikiran,2692
Vladimir Malakhov,2691
Sergei Rublevsky,2687
Joel Lautier,2682
P. Harikrishna,2680
Kiril Georgiev,2677
Nigel D. Short,2677
Ivan Sokolov,2676
Dmitry Jakovenko,2675
Rustam Kasimdzhanov,2673
Alexey Dreev,2673
Anatoly Karpov,2672
Gata Kamsky,2671
Oleg Korneev,2671
Vadim Zvjaginsev,2670
Zurab Azmaiparashvili,2669
Sergei Tiviakov,2669
Viktor Bologan,2666
Francisco Vallejo Pons,2666
Pavel Eljanov,2665
Arkadij Naiditsch,2664
Hikaru Nakamura,2664
Ilia Smirin,2662
Alexander Moiseenko,2662
Sergey Karjakin,2661
Alexander Areshchenko,2660
Alexander Motylev,2660
Andrei Volokitin,2660
Vugar Gashimov,2659
David Navara,2658
Zoltan Almasi,2657
Loek Van Wely,2655
Mikhail Kobalia,2654
Evgeniy Najer,2653
Lazaro Bruzon,2652
Michal Krasenkow,2650
Alexander Onischuk,2650
Zahar Efimenko,2648
Zviad Izoria,2647
Lenier Dominguez,2647
Peter Heine Nielsen,2646
Karen Asrian,2646
Magnus Carlsen,2646
Artyom Timofeev,2646
Kamil Miton,2646
Baadur Jobava,2646
Mikhail Gurevich,2643
Vladislav Tkachiev,2643
Alexander Khalifman,2640
Aleksander Delchev,2640
Evgeny Alekseev,2640
Xiangzhi Bu,2640
Zhong Zhang,2640
Christian Bauer,2638
Ildar Ibragimov,2637
Konstantin Sakaev,2637
Yasser Seirawan,2635
Ivan Cheparinov,2635
Aleksej Aleksandrov,2634
Laurent Fressinet,2633
Boris Avrukh,2633
Suat Atalik,2632
Robert Dr. Huebner,2632
Julio E Granda Zuniga,2631
Emil Sutovsky,2628
Andrei Sokolov,2628
Vadim Milov,2625
Pengxiang Zhang,2623
Alexander G Beliavsky,2622
Giovanni Vescovi,2622
Andrei Istratescu,2621
Sergey Volkov,2620
Darmen Sadvakasov,2619
Smbat G Lputian,2619
Johann Hjartarson,2619
Alexander Galkin,2618
Alexey Korotylev,2618
Sergei Movsesian,2618
Mark Paragua,2617
Jan H Timman,2616
