Name,Rating
Magnus Carlsen,2832
Wesley So,2812
Vladimir Kramnik,2808
Fabiano Caruana,2808
Shakhriyar Mamedyarov,2800
Maxime Vachier-Lagrave,2796
Levon Aronian,2793
Viswanathan Anand,2786
Hikaru Nakamura,2785
Liren Ding,2783
Sergey Karjakin,2781
Anish Giri,2771
Alexander Grischuk,2761
Peter Svidler,2756
Yangyi Yu,2749
Veselin Topalov,2749
Pavel Eljanov,2739
Leinier Dominguez Perez,2739
Vassily Ivanchuk,2738
P. Harikrishna,2737
David Navara,2737
Michael Adams,2736
Ian Nepomniachtchi,2732
Radoslaw Wojtaszek,2730
Yi Wei,2728
Boris Gelfand,2728
Quang Liem Le,2726
Teimour Radjabov,2724
Vladimir Malakhov,2722
Chao b Li,2720
Dmitry Andreikin,2720
Nikita Vitiugov,2720
Francisco Vallejo Pons,2717
Arkadij Naiditsch,2712
Xiangzhi Bu,2712
Ruslan Ponomariov,2712
Anton Korobov,2711
Yuriy Kryvoruchko,2709
Etienne Bacrot,2708
Dmitry Jakovenko,2708
Ernesto Inarkiev,2707
Baadur Jobava,2707
Maxim Matlakov,2707
Zoltan Almasi,2707
Evgeniy Najer,2706
Evgeny Tomashevsky,2706
Vladimir Fedoseev,2703
Yue Wang,2699
Jan-Krzysztof Duda,2697
Hao Wang,2696
Richard Rapport,2694
Santosh Gujrathi Vidit,2692
David W L Howell,2692
Vladislav Artemiev,2691
Peter Leko,2691
Ivan Cheparinov,2690
Maxim Rodshtein,2689
Rauf Mamedov,2689
Nigel D Short,2688
Alexander Onischuk,2685
Matthew D Sadler,2684
Liviu-Dieter Nisipeanu,2683
Sergei Rublevsky,2683
Gata Kamsky,2678
Markus Ragger,2677
Rustam Kasimdzhanov,2676
Alexander Moiseenko,2676
Sergei Movsesian,2676
Aleksandr Rakhmanov,2676
Samuel L Shankland,2676
Ilia Smirin,2676
Loek Van Wely,2675
Emil Sutovsky,2675
Alexander Morozevich,2675
Hua Ni,2674
Varuzhan Akobian,2673
Robert Markus,2672
Bassem Amin,2672
Alexander Motylev,2672
B. Adhiban,2670
Parimarjan Negi,2670
Viktor Laznicka,2669
Krishnan Sasikiran,2669
Vladimir Akopian,2667
Yifan Hou,2666
Evgeny Bareev,2666
Eduardo Iturrizaga Bonelli,2663
Vladislav Tkachiev,2660
Sandro Mareco,2659
David Anton Guijarro,2659
Alexander Ipatov,2659
Jeffery Xiong,2658
Surya Shekhar Ganguly,2658
Vadim Zvjaginsev,2658
Igor Kovalenko,2656
Eltaj Safarli,2656
Alexei Shirov,2656
Julio E Granda Zuniga,2656
Ray Robson,2656
Nils Grandelius,2655
