Name,Rating
Magnus Carlsen,2862
Levon Aronian,2813
Fabiano Caruana,2796
Vladimir Kramnik,2784
Alexander Grischuk,2780
Sergey Karjakin,2776
Hikaru Nakamura,2775
Viswanathan Anand,2775
Boris Gelfand,2773
Veselin Topalov,2767
Gata Kamsky,2763
Shakhriyar Mamedyarov,2761
Leinier Dominguez Perez,2757
Ruslan Ponomariov,2756
Hao Wang,2752
Peter Svidler,2746
Michael Adams,2740
Peter Leko,2737
Alexander Morozevich,2736
Anish Giri,2734
Nikita Vitiugov,2734
Vassily Ivanchuk,2733
Teimour Radjabov,2733
Dmitry Andreikin,2727
Anton Korobov,2720
Maxime Vachier-Lagrave,2719
Ian Nepomniachtchi,2717
David Navara,2715
Etienne Bacrot,2714
Liren Ding,2714
Evgeny Alekseev,2714
Dmitry Jakovenko,2713
Quang Liem Le,2712
Arkadij Naiditsch,2710
Alexander Areshchenko,2709
Vladimir Malakhov,2709
Evgeny Tomashevsky,2709
Wesley So,2708
Laurent Fressinet,2708
Alexander Riazantsev,2708
Zoltan Almasi,2707
Francisco Vallejo Pons,2706
Yue Wang,2705
Pavel Eljanov,2702
Loek Van Wely,2701
Radoslaw Wojtaszek,2701
Alexander Moiseenko,2699
Rustam Kasimdzhanov,2699
Sergei Movsesian,2699
Luke J McShane,2697
Alexei Shirov,2696
Judit Polgar,2696
Sergei Rublevsky,2695
Richard Rapport,2693
Baadur Jobava,2693
Vladimir Akopian,2691
Lazaro Bruzon Batista,2689
Andrei Volokitin,2688
Nigel D Short,2688
Ferenc Berkes,2687
Chao b Li,2686
Viktor Laznicka,2684
Boris Grachev,2683
Markus Ragger,2680
P. Harikrishna,2680
Ernesto Inarkiev,2680
Julio E Granda Zuniga,2679
Yuriy Kryvoruchko,2678
Ivan Cheparinov,2678
Timur Gareev,2676
Viktor Bologan,2672
Gabriel Sargissian,2671
Liviu-Dieter Nisipeanu,2670
Aleksey Dreev,2668
Sergey A. Fedorchuk,2667
Alexander Onischuk,2667
Maxim Matlakov,2665
Xiangzhi Bu,2664
Aleksandr Shimanov,2664
Ilia Smirin,2663
Romain Edouard,2662
Evgeny Romanov,2662
Hua Ni,2661
Sergei Zhigalko,2661
Tigran L. Petrosian,2660
Eltaj Safarli,2660
Krishnan Sasikiran,2660
Emil Sutovsky,2660
Vadim Zvjaginsev,2659
Ildar Khairullin,2658
Denis Khismatullin,2658
Peter Heine Nielsen,2658
Yangyi Yu,2657
Zahar Efimenko,2657
Igor Kurnosov,2657
Igor Lysyj,2656
Tigran Gharamian,2655
Alexander Motylev,2655
Sergei Tiviakov,2654
Grzegorz Gajewski,2653
