Name,Rating
Viswanathan Anand,2817
Magnus Carlsen,2815
Levon Aronian,2808
Vladimir Kramnik,2785
Vassily Ivanchuk,2779
Sergey Karjakin,2776
Veselin Topalov,2775
Hikaru Nakamura,2774
Shakhriyar Mamedyarov,2772
Alexander Grischuk,2747
Vugar Gashimov,2746
Teimour Radjabov,2744
Ruslan Ponomariov,2743
Yue Wang,2734
Gata Kamsky,2733
Boris Gelfand,2733
Peter Svidler,2730
Ian Nepomniachtchi,2729
Maxime Vachier-Lagrave,2728
Hao Wang,2728
Pavel Eljanov,2724
David Navara,2722
Nikita Vitiugov,2720
Zoltan Almasi,2719
Etienne Bacrot,2718
Dmitry Jakovenko,2718
Peter Leko,2717
Fabiano Caruana,2716
Sergei Movsesian,2716
Michael Adams,2716
Leinier Dominguez Perez,2716
Vladimir Malakhov,2714
Radoslaw Wojtaszek,2711
Zahar Efimenko,2708
Francisco Vallejo Pons,2707
Evgeny Tomashevsky,2707
Baadur Jobava,2707
Alexei Shirov,2701
Aleksey Dreev,2697
Alexander Morozevich,2694
Laurent Fressinet,2693
Emil Sutovsky,2692
Anish Giri,2690
Quang Liem Le,2689
Evgeny Alekseev,2688
Viktor Laznicka,2688
Alexander Areshchenko,2687
Rustam Kasimdzhanov,2687
Dmitry Andreikin,2686
Lazaro Bruzon Batista,2686
Judit Polgar,2686
Arkadij Naiditsch,2684
Luke J McShane,2683
Krishnan Sasikiran,2682
Sergei Zhigalko,2680
Alexander Riazantsev,2679
Alexander Onischuk,2678
Ferenc Berkes,2678
Sergei Rublevsky,2678
Loek Van Wely,2677
Alexander Motylev,2677
Andrei Volokitin,2677
Xiangzhi Bu,2677
Nigel D Short,2676
Gabriel Sargissian,2676
Boris Grachev,2675
Vladimir Akopian,2675
Ernesto Inarkiev,2674
Liviu-Dieter Nisipeanu,2673
Alexander Moiseenko,2673
Mikhail Kobalia,2672
Viktor Bologan,2671
Evgenij Miroshnichenko,2670
Peter Heine Nielsen,2670
Georg Meier,2669
Wesley So,2667
Rauf Mamedov,2667
Kiril Georgiev,2666
Artyom Timofeev,2665
P. Harikrishna,2665
Ivan Cheparinov,2664
Vadim Zvjaginsev,2663
Evgeny Bareev,2663
Denis Khismatullin,2662
Sergey A. Fedorchuk,2662
Daniel Fridman,2661
Michael Roiz,2661
Bartosz Socko,2660
Jan Smeets,2660
Jianchao Zhou,2660
Ilia Smirin,2658
Sebastien Feller,2657
Tomi Nyback,2656
Igor Kurnosov,2653
Vladimir Potkin,2653
Vadim Milov,2653
Yangyi Yu,2652
Tigran Gharamian,2650
Anton Korobov,2647
Jan Gustafsson,2647
