Name,Rating
Magnus Carlsen,2877
Levon Aronian,2805
Fabiano Caruana,2801
Alexander Grischuk,2795
Hikaru Nakamura,2787
Sergey Karjakin,2786
Viswanathan Anand,2785
Veselin Topalov,2772
Maxime Vachier-Lagrave,2768
Vladimir Kramnik,2760
Leinier Dominguez Perez,2760
Wesley So,2755
Boris Gelfand,2753
Peter Svidler,2751
Dmitry Jakovenko,2747
Anish Giri,2745
Vassily Ivanchuk,2744
Shakhriyar Mamedyarov,2743
Liren Ding,2742
Nikita Vitiugov,2742
Michael Adams,2740
Peter Leko,2740
Radoslaw Wojtaszek,2735
Alexander Morozevich,2731
Hao Wang,2730
P. Harikrishna,2725
Teimour Radjabov,2724
Pavel Eljanov,2723
Dmitry Andreikin,2722
Etienne Bacrot,2720
Yue Wang,2718
Ruslan Ponomariov,2717
David Navara,2716
Ian Nepomniachtchi,2714
Baadur Jobava,2713
Chao b Li,2711
Quang Liem Le,2710
Arkadij Naiditsch,2709
Alexei Shirov,2709
Yuriy Kryvoruchko,2708
Laurent Fressinet,2708
Xiangzhi Bu,2707
Alexander Moiseenko,2707
Gata Kamsky,2706
Richard Rapport,2704
Evgeny Tomashevsky,2701
Rustam Kasimdzhanov,2700
Sergei Rublevsky,2698
Francisco Vallejo Pons,2698
Vladimir Malakhov,2696
Zoltan Almasi,2690
Liviu-Dieter Nisipeanu,2689
Alexander Motylev,2686
Igor Lysyj,2686
Gabriel Sargissian,2686
Maxim Matlakov,2685
Alexander Areshchenko,2684
Denis Khismatullin,2681
Ivan Cheparinov,2681
Romain Edouard,2680
Anton Korobov,2680
Alexander Riazantsev,2678
Sergei Zhigalko,2678
Viktor Laznicka,2676
Judit Polgar,2676
Evgeny Alekseev,2675
Vladimir Fedoseev,2672
Boris Grachev,2672
Sergei Movsesian,2672
Maxim Rodshtein,2671
Ivan Saric,2671
Konstantin Landa,2670
Luke J McShane,2670
Krishnan Sasikiran,2669
Yangyi Yu,2668
Yuriy Kuzubov,2667
Hua Ni,2666
Ernesto Inarkiev,2666
Sergey A. Fedorchuk,2665
Gawain C B Jones,2665
Nigel D Short,2665
Lazaro Bruzon Batista,2664
Sergei Tiviakov,2664
Julio E Granda Zuniga,2663
Loek Van Wely,2662
Aleksey Dreev,2662
Yifan Hou,2661
Vadim Zvjaginsev,2659
Grzegorz Gajewski,2659
Luka Lenic,2659
Rauf Mamedov,2659
Alexander Onischuk,2659
Sanan Sjugirov,2658
Christian Bauer,2658
Ferenc Berkes,2658
Tigran Gharamian,2657
Andrei Istratescu,2656
Ilia Smirin,2656
Hrant Melkumyan,2655
Aleksander Delchev,2655
