Name,Rating
Magnus Carlsen,2863
Fabiano Caruana,2844
Veselin Topalov,2800
Alexander Grischuk,2797
Levon Aronian,2793
Viswanathan Anand,2785
Anish Giri,2768
Sergey Karjakin,2767
Hikaru Nakamura,2764
Shakhriyar Mamedyarov,2764
Vladimir Kramnik,2760
Michael Adams,2758
Maxime Vachier-Lagrave,2757
Wesley So,2755
Leinier Dominguez Perez,2751
Boris Gelfand,2748
Dmitry Jakovenko,2747
Radoslaw Wojtaszek,2742
Nikita Vitiugov,2738
Peter Svidler,2732
Peter Leko,2731
Liren Ding,2730
P. Harikrishna,2727
Vassily Ivanchuk,2726
Teimour Radjabov,2726
Alexander Morozevich,2724
Dmitry Andreikin,2722
Richard Rapport,2720
Etienne Bacrot,2719
Pavel Eljanov,2719
David Navara,2718
Baadur Jobava,2717
Ruslan Ponomariov,2717
Francisco Vallejo Pons,2716
Ian Nepomniachtchi,2714
Laurent Fressinet,2713
Yue Wang,2711
Chao b Li,2711
Yuriy Kryvoruchko,2710
Hao Wang,2710
Arkadij Naiditsch,2710
Xiangzhi Bu,2710
Rustam Kasimdzhanov,2706
Quang Liem Le,2706
Evgeny Tomashevsky,2701
Vladimir Malakhov,2699
Alexander Moiseenko,2698
Sergei Rublevsky,2698
Yangyi Yu,2697
Zoltan Almasi,2695
Maxim Matlakov,2692
Alexei Shirov,2691
Gabriel Sargissian,2690
Igor Lysyj,2686
Evgeny Alekseev,2682
Krishnan Sasikiran,2682
Alexander Motylev,2682
Sergei Zhigalko,2681
Ivan Cheparinov,2681
Denis Khismatullin,2681
Anton Korobov,2679
Lazaro Bruzon Batista,2679
Maxim Rodshtein,2678
Hrant Melkumyan,2678
Alexander Riazantsev,2678
Ivan Saric,2678
Gata Kamsky,2677
Hua Ni,2677
Judit Polgar,2675
Julio E Granda Zuniga,2674
Boris Grachev,2673
Yifan Hou,2673
Sergey A. Fedorchuk,2673
Yuriy Kuzubov,2672
Ernesto Inarkiev,2672
Luke J McShane,2670
Parimarjan Negi,2669
Ferenc Berkes,2668
Sergei Tiviakov,2668
Rauf Mamedov,2667
Vladislav Artemiev,2666
Viktor Laznicka,2666
Liviu-Dieter Nisipeanu,2665
Alexander Onischuk,2665
Loek Van Wely,2664
Gawain C B Jones,2664
Sanan Sjugirov,2664
Vladimir Fedoseev,2661
Csaba Balogh,2660
Romain Edouard,2659
Ngoc Truong Son Nguyen,2659
Markus Ragger,2658
Sergei Movsesian,2657
Vladimir Akopian,2657
Tigran Gharamian,2657
David W L Howell,2657
Vladimir Baklan,2656
Vadim Zvjaginsev,2655
Ilia Smirin,2655
Alexander Areshchenko,2654
