Player Name,Rating
Tigran Petrosian,2789
Efim Geller,2762
Viktor Korchnoi,2760
Mikhail Botvinnik,2759
Boris Spassky,2758
Bobby Fischer,2757
Paul Keres,2757
Lev Polugaevsky,2737
Mikhail Tal,2728
Vassily Smyslov,2725
Svetozar Gligoric,2707
Evgeny Vasiukov,2700
Miguel Najdorf,2693
Leonid Stein,2692
Yury Averbakh,2692
Mark Taimanov,2691
David Bronstein,2685
Ratmir Kholmov,2672
Samuel Reshevsky,2669
Raúl Sanguinetti,2663
Fridrik Olafsson,2661
Borislav Ivkov,2659
Lajos Portisch,2655
Isaak Boleslavsky,2653
Aivars Gipslis,2649
Lothar Schmid,2645
Pal Benko,2645
Larry Evans,2643
William Lombardy,2635
Arturo Pomar Salamanca,2631
Wolfgang Uhlmann,2631
Aleksandar Matanovic,2630
Klaus Darga,2626
Miroslav Filip,2625
Vladimir Antoshin,2625
Robert Byrne,2620
Alexander Kotov,2619
László Szabó,2619
Wolfgang Unzicker,2618
Georgy Tringov,2616
Petar Trifunovic,2616
Bruno Parma,2613
Donald Byrne,2611
Eduard Gufeld,2609
Yury Kots,2606
Milan Matulovic,2606
Anatoly Bannik,2605
Leonid Shamkovich,2605
Ludek Pachmann,2604
István Bilek,2602
Vladimir Simagin,2601
Semen Furman,2601
Julio Bolbochán,2598
Oscar Panno,2597
Arthur Bisguier,2595
Herman Pilnik,2594
Bent Larsen,2593
Lev Aronin,2592
Johannes Donner,2592
Janis Klovans,2591
Nikola Padevsky,2589
Theodor Ghitescu,2589
Victor Ciocaltea,2588
Vladimir Bagirov,2586
Alexey Suetin,2581
Dragoljub Minic,2581
Milko Bobotsov,2581
Alexander Zaitsev,2579
Rashid Nezhmetdinov,2579
Héctor Rossetto,2578
Gedeon Barcza,2578
Anatoly Lutikov,2578
Dragoljub Ciric,2576
Boris Vladimirov,2576
Levente Lengyel,2575
Nikolay Krogius,2575
William Addison,2574
Felix Ignatiev,2573
Abram Khasin,2573
Andor Lilienthal,2573
Jonathan Penrose,2571
Vitaly Tarasov,2571
Gavriil Veresov,2570
Iivo Nei,2569
Mijo Udovcic,2568
Vlastimil Hort,2568
Albéric O'Kelly de Galway,2567
Florin Gheorghiu,2564
Charles Kalme,2563
Božidar Djuraševic,2563
Igor Bondarevsky,2562
Alexander Cherepkov,2560
Anatoly Bikhovsky,2560
Burkhard Malich,2560
Wolfgang Pietzsch,2558
Vladislav Shianovsky,2555
Alexander Tolush,2555
Anatoly Lein,2554
Mato Damjanovic,2553
Vitaly Korzin,2552
