Player Name,Rating
Garry Kasparov,2861
Viswanathan Anand,2828
Vladimir Kramnik,2817
Vassily Ivanchuk,2774
Anatoly Karpov,2762
Veselin Topalov,2761
Alexei Shirov,2731
Gata Kamsky,2728
Evgeny Bareev,2723
Peter Svidler,2723
Michael Adams,2721
Boris Gelfand,2721
Sergei Rublevsky,2714
Nigel Short,2712
Alexey Dreev,2702
Alexander Beliavsky,2701
Valery Salov,2698
Alexander Khalifman,2698
Judit Polgar,2694
Michal Krasenkow,2692
Kiril Georgiev,2689
Vladimir Akopian,2686
Sergei Tiviakov,2685
Ivan Sokolov,2683
Joel Lautier,2678
Peter Leko,2677
Matthew Sadler,2677
Ulf Andersson,2677
Zoltan Almasi,2676
Vadim Zvjaginsev,2676
Predrag Nikolic,2675
Lembit Oll,2674
Artur Jussupow,2672
Jaan Ehlvest,2666
Jan Timman,2665
Alex Yermolinsky,2665
Konstantin Sakaev,2665
Viktor Korchnoi,2660
Alexander Onischuk,2658
Alexander Chernin,2657
Zurab Azmaiparashvili,2655
Vladislav Tkachiev,2654
Loek van Wely,2653
Ferdinand Hellers,2651
Vladimir Malaniuk,2650
Eduardas Rozentalis,2650
Mikhail Gurevich,2650
Julio Granda Zuñiga,2649
Yasser Seirawan,2649
Aleksej Aleksandrov,2648
Jonathan Speelman,2647
Utut Adianto,2644
Rustem Dautov,2643
Gregory Kaidanov,2643
Giorgi Giorgadze,2643
Miguel Illescas Cordoba,2640
Zbynek Hracek,2639
Alexander Baburin,2638
Jeroen Piket,2638
Jóhann Hjartarson,2637
Semen Dvoiris,2636
Viacheslav Eingorn,2636
Boris Alterman,2633
Alexander Morozevich,2632
Rafael Vaganian,2630
Vladimir Tukmakov,2630
Rustam Kasimdzhanov,2629
Boris Gulko,2628
Joel Benjamin,2627
Alexei Fedorov,2627
Ian Rogers,2626
Sergei Shipov,2626
Christopher Lutz,2624
Sergei Movsesian,2624
Smbat Lputian,2624
Curt Hansen,2624
Anthony Miles,2623
Yuri Yakovich,2623
Stanislav Savchenko,2622
Vadim Milov,2620
Alexander Graf,2620
Aleksander Wojtkiewicz,2619
Vladimir Epishin,2619
Lajos Portisch,2619
Pavel Kotsur,2618
Lev Psakhis,2618
Alexander Huzman,2617
Ilia Smirin,2616
Julian Hodgson,2615
Larry Christiansen,2615
Emil Sutovsky,2615
Oleg Korneev,2614
Lars Bo Hansen,2614
Anatoli Vaisser,2613
Ildar Ibragimov,2611
Evgeny Sveshnikov,2610
Matthias Wahls,2610
Zdenko Kožul,2610
Dimitri Komarov,2610
Lubomír Ftácnik,2609
