Player Name,Rating
Garry Kasparov,2859
Viswanathan Anand,2811
Vladimir Kramnik,2805
Anatoly Karpov,2791
Vassily Ivanchuk,2778
Veselin Topalov,2768
Gata Kamsky,2755
Alexei Shirov,2730
Valery Salov,2725
Boris Gelfand,2724
Evgeny Bareev,2708
Alexey Dreev,2707
Michael Adams,2705
Alexander Khalifman,2697
Judit Polgar,2695
Nigel Short,2695
Alexander Beliavsky,2693
Ivan Sokolov,2689
Sergei Rublevsky,2689
Joel Lautier,2686
Ulf Andersson,2685
Kiril Georgiev,2679
Yasser Seirawan,2678
Peter Svidler,2677
Vladimir Akopian,2676
Jaan Ehlvest,2676
Predrag Nikolic,2671
Artur Jussupow,2670
Jonathan Speelman,2667
Sergei Tiviakov,2666
Alex Yermolinsky,2663
Matthew Sadler,2660
Jeroen Piket,2660
Lembit Oll,2660
Eduardas Rozentalis,2659
Zoltan Almasi,2658
Peter Leko,2657
Alexander Chernin,2656
Michal Krasenkow,2655
Jan Timman,2655
Viktor Korchnoi,2655
Julio Granda Zuñiga,2654
Vladimir Malaniuk,2653
Alexander Onischuk,2652
Giorgi Giorgadze,2651
Vadim Zvjaginsev,2648
Aleksej Aleksandrov,2648
Zbynek Hracek,2648
Loek van Wely,2645
Semen Dvoiris,2644
Vladislav Tkachiev,2642
Konstantin Sakaev,2641
Miguel Illescas Cordoba,2639
Alexander Morozevich,2638
Vladimir Epishin,2637
John Nunn,2637
Mikhail Gurevich,2635
Lajos Portisch,2634
Zurab Azmaiparashvili,2634
Yuri Yakovich,2632
Curt Hansen,2632
Boris Gulko,2632
Lubomír Ftácnik,2632
Utut Adianto,2630
Aleksander Wojtkiewicz,2627
Bogdan Lalic,2626
Vladimir Tukmakov,2625
Sergei Movsesian,2625
Lev Psakhis,2625
Zdenko Kožul,2625
Emil Sutovsky,2625
Viacheslav Eingorn,2622
Rustem Dautov,2622
Leonid Yudasin,2622
Oleg Korneev,2620
Stanislav Savchenko,2619
Eugenio Torre,2619
Gregory Kaidanov,2619
Robert Hübner,2617
Zurab Sturua,2616
Boris Alterman,2615
Yury Razuvaev,2614
Maxim Sorokin,2614
Jóhann Hjartarson,2613
Vadim Milov,2611
Andrey Sokolov,2611
Ilia Smirin,2610
Rafael Vaganian,2610
Anthony Miles,2610
Igor Novikov,2610
Margeir Pétursson,2609
Joel Benjamin,2609
Julian Hodgson,2609
Smbat Lputian,2608
Christopher Lutz,2608
Stefan Kindermann,2607
Sergei Shipov,2607
Anatoli Vaisser,2606
Ljubomir Ljubojevic,2606
Dimitri Komarov,2604
