Player Name,Rating
Garry Kasparov,2859
Viswanathan Anand,2805
Vladimir Kramnik,2801
Anatoly Karpov,2793
Vassily Ivanchuk,2779
Veselin Topalov,2766
Gata Kamsky,2757
Alexei Shirov,2727
Boris Gelfand,2724
Valery Salov,2718
Evgeny Bareev,2712
Alexey Dreev,2709
Michael Adams,2706
Nigel Short,2702
Judit Polgar,2693
Ivan Sokolov,2692
Alexander Khalifman,2691
Peter Svidler,2691
Sergei Rublevsky,2691
Alexander Beliavsky,2690
Joel Lautier,2690
Jaan Ehlvest,2683
Ulf Andersson,2683
Yasser Seirawan,2680
Artur Jussupow,2678
Vladimir Akopian,2677
Kiril Georgiev,2676
Predrag Nikolic,2674
Jonathan Speelman,2672
Sergei Tiviakov,2672
Alex Yermolinsky,2669
Julio Granda Zuñiga,2665
Viktor Korchnoi,2664
Eduardas Rozentalis,2664
Zoltan Almasi,2663
Jeroen Piket,2662
Zbynek Hracek,2658
Jan Timman,2657
Peter Leko,2656
Lembit Oll,2654
Matthew Sadler,2653
Vladimir Malaniuk,2653
Alexander Chernin,2651
Alexander Onischuk,2651
Michal Krasenkow,2651
Miguel Illescas Cordoba,2649
Giorgi Giorgadze,2647
Viacheslav Eingorn,2646
Vadim Zvjaginsev,2646
Loek van Wely,2644
Curt Hansen,2644
Vladislav Tkachiev,2642
Zurab Azmaiparashvili,2642
Vladimir Epishin,2640
John Nunn,2639
Boris Gulko,2639
Semen Dvoiris,2639
Mikhail Gurevich,2639
Alexander Morozevich,2638
Leonid Yudasin,2638
Lev Psakhis,2637
Aleksej Aleksandrov,2637
Yuri Yakovich,2636
Lajos Portisch,2636
Alexander Huzman,2633
Zdenko Kožul,2633
Lubomír Ftácnik,2632
Robert Hübner,2631
Konstantin Sakaev,2630
Utut Adianto,2630
Vladimir Tukmakov,2629
Oleg Korneev,2628
Ilia Smirin,2626
Aleksander Wojtkiewicz,2626
Eugenio Torre,2625
Stanislav Savchenko,2625
Zurab Sturua,2625
Gregory Kaidanov,2624
Rustem Dautov,2621
Sergei Movsesian,2621
Bogdan Lalic,2621
Anthony Miles,2621
Yury Razuvaev,2620
Boris Alterman,2619
Julian Hodgson,2619
Rafael Vaganian,2619
Dimitri Komarov,2619
Margeir Pétursson,2619
Jóhann Hjartarson,2618
Smbat Lputian,2617
Ian Rogers,2617
Emil Sutovsky,2614
Vasil Spasov,2613
Andrey Sokolov,2613
Vadim Milov,2612
Christopher Lutz,2611
Hannes Stefansson,2610
Igor Novikov,2608
Vasilios Kotronias,2608
Anatoli Vaisser,2606
