Player Name,Rating
Anatoly Karpov,2819
Viktor Korchnoi,2788
Garry Kasparov,2752
Lajos Portisch,2750
Lev Polugaevsky,2740
Boris Spassky,2732
Mikhail Tal,2732
Alexander Beliavsky,2727
Jan Timman,2722
Bent Larsen,2716
Tigran Petrosian,2712
Robert Hübner,2711
Yury Balashov,2701
Ulf Andersson,2700
Oleg Romanishin,2696
Vlastimil Hort,2694
Rafael Vaganian,2693
Zoltán Ribli,2690
Efim Geller,2690
Ljubomir Ljubojevic,2687
Florin Gheorghiu,2686
Sergey Dolmatov,2682
Vladimir Tukmakov,2682
Sergey Makarichev,2681
Gyula Sax,2679
Anthony Miles,2676
Boris Gulko,2673
Jan Smejkal,2673
Evgeny Sveshnikov,2672
Artur Jussupow,2671
Tamaz Georgadze,2671
Vitaly Tseshkovsky,2670
Nukhim Rashkovsky,2660
Roman Dzindzichashvili,2659
Viktor Kupreichik,2657
Yury Razuvaev,2657
Gennady Kuzmin,2657
Konstantin Lerner,2656
Vassily Smyslov,2654
Iosif Dorfman,2653
Gennadi Sosonko,2651
Adrian Mikhalchishin,2649
Yasser Seirawan,2649
Walter Browne,2649
Lubomir Kavalek,2648
Yehuda Gruenfeld,2647
Vladimir Bagirov,2646
Svetozar Gligoric,2646
Borislav Ivkov,2644
József Pintér,2642
Alexander Kochiev,2640
András Adorján,2638
John Nunn,2638
Evgeny Vasiukov,2638
Alexander Ivanov,2634
Eduard Gufeld,2634
Michael Stean,2633
Karen Grigorian,2630
Elizbar Ubilava,2628
David Bronstein,2628
Bojan Kurajica,2626
István Csom,2624
Vladimir Savon,2623
Vereslav Didishko,2622
Wolfgang Unzicker,2621
James Tarjan,2620
Jonathan Speelman,2620
Zurab Sturua,2620
Vladimir Liberzon,2620
Lev Alburt,2620
Rainer Knaak,2619
Lubomír Ftácnik,2618
Oscar Panno,2614
Anatoly Lein,2613
Henrique Mecking,2613
Gennady Timoshchenko,2613
Alexander Chernin,2613
Mikhail Tseitlin,2611
Lev Psakhis,2611
Fridrik Olafsson,2611
Alexey Suetin,2610
Ivan Nemet,2610
Ratmir Kholmov,2609
Robert Byrne,2609
Andrey Kharitonov,2606
Miguel Quinteros,2605
Iván Faragó,2605
Aleksander Veingold,2604
Helmut Pfleger,2604
Miguel Najdorf,2604
Georgy Tringov,2603
Elmar Magerramov,2601
Bruno Parma,2600
Alexander Panchenko,2599
Igor Ivanov,2599
Georgios Makropoulos,2599
Alexey Kosikov,2597
Hans Ree,2597
Slavoljub Marjanovic,2595
Lars Karlsson,2594
