Player Name,Rating
Garry Kasparov,2843
Anatoly Karpov,2805
Rafael Vaganian,2746
Lajos Portisch,2739
Alexander Beliavsky,2738
Ulf Andersson,2734
Jan Timman,2731
Ljubomir Ljubojevic,2730
Viktor Korchnoi,2725
Vassily Smyslov,2724
Boris Spassky,2719
Lev Polugaevsky,2713
Mikhail Tal,2711
Vlastimil Hort,2709
Zoltán Ribli,2709
Oleg Romanishin,2700
Artur Jussupow,2700
Lev Psakhis,2698
Tigran Petrosian,2698
Sergey Dolmatov,2698
Georgy Agzamov,2698
Iosif Dorfman,2696
Anthony Miles,2695
Robert Hübner,2692
Smbat Lputian,2687
John Nunn,2684
Predrag Nikolic,2684
Gennadi Sosonko,2679
Vladimir Tukmakov,2678
Lubomír Ftácnik,2675
Yasser Seirawan,2674
Valery Chekhov,2671
Evgeny Sveshnikov,2671
Yury Razuvaev,2671
Andrey Sokolov,2669
Efim Geller,2668
Viacheslav Eingorn,2668
Bent Larsen,2664
Walter Browne,2664
Vladimir Malaniuk,2664
András Adorján,2662
Viktor Kupreichik,2661
Yury Balashov,2660
Victor Gavrikov,2660
Lubomir Kavalek,2658
Larry Christiansen,2657
Gyula Sax,2656
Leonid Yudasin,2656
Vitaly Tseshkovsky,2656
Jan Smejkal,2654
Anatoli Vaisser,2647
Jonathan Mestel,2647
Konstantin Lerner,2645
Boris Gulko,2643
Jonathan Speelman,2642
Evgeny Vladimirov,2642
Rainer Knaak,2640
Jaan Ehlvest,2638
Gennady Zaichik,2637
Tamaz Georgadze,2634
Andrey Kharitonov,2632
Mihai Suba,2632
Nigel Short,2632
Eugenio Torre,2629
Evgeny Vasiukov,2629
Elizbar Ubilava,2629
Igor Novikov,2629
Vereslav Didishko,2628
Aleksandr Shneider,2628
Bojan Kurajica,2627
Nick deFirmian,2627
Vladimir Kovacevic,2627
John van der Wiel,2627
Gennady Kuzmin,2626
Sergey Kudrin,2625
Murray Chandler,2624
Peter Korzubov,2624
Florin Gheorghiu,2624
James Tarjan,2624
Adrian Mikhalchishin,2622
Michael Stean,2622
Aivars Gipslis,2622
Kevin Spraggett,2621
Lars Karlsson,2621
Valery Salov,2619
Wolfgang Uhlmann,2619
Slavoljub Marjanovic,2617
Alexander Chernin,2616
Alexey Vyzmanavin,2616
Dragoljub Velimirovic,2616
Evgeny Pigusov,2616
Semen Dvoiris,2616
Lothar Vogt,2615
Tom Wedberg,2614
David Bronstein,2613
Iván Faragó,2612
Zurab Azmaiparashvili,2612
Attila Groszpeter,2611
Sergey Makarichev,2611
Božidar Ivanovic,2610
