Player Name,Rating
Mikhail Tal,2775
Vassily Smyslov,2772
Mikhail Botvinnik,2764
Paul Keres,2757
David Bronstein,2751
Svetozar Gligoric,2743
Tigran Petrosian,2741
Viktor Korchnoi,2721
Mark Taimanov,2718
Efim Geller,2717
Boris Spassky,2713
Yury Averbakh,2705
Fridrik Olafsson,2692
Miguel Najdorf,2689
Samuel Reshevsky,2689
László Szabó,2688
Ludek Pachmann,2687
Pal Benko,2684
Aleksandar Matanovic,2683
Ratmir Kholmov,2683
Bent Larsen,2682
Lev Polugaevsky,2678
Oscar Panno,2678
Bobby Fischer,2664
Alexander Kotov,2663
Max Euwe,2663
Miroslav Filip,2659
Wolfgang Unzicker,2654
Borislav Ivkov,2652
Nikolay Krogius,2645
Semen Furman,2644
Raúl Sanguinetti,2638
Evgeny Vasiukov,2637
Isaak Boleslavsky,2637
Alexander Tolush,2635
William Lombardy,2633
Gedeon Barcza,2632
Larry Evans,2631
Wolfgang Uhlmann,2630
Gideon Ståhlberg,2629
Lothar Schmid,2627
Bukhuti Gurgenidze,2627
Aivars Gipslis,2626
Lev Aronin,2625
Vladimir Antoshin,2623
Lajos Portisch,2623
Klaus Darga,2618
Albéric O'Kelly de Galway,2614
Frank Anderson,2612
Petar Trifunovic,2612
Rashid Nezhmetdinov,2611
Alexey Suetin,2611
Herman Pilnik,2610
Salo Flohr,2609
Johannes Donner,2607
Andrija Fuderer,2607
Alexander Cherepkov,2605
Georgy Ilivitsky,2605
Aleksander Nikitin,2603
Arturo Pomar Salamanca,2601
Anatoly Bannik,2599
Julio Bolbochán,2599
István Bilek,2598
Erich Eliskases,2593
Vladislav Shianovsky,2590
Daniel Yanofsky,2587
Georgy Tringov,2585
Milan Matulovic,2585
Yury Sakharov,2585
Borislav Milic,2584
Vladimir Simagin,2583
Vladas Mikenas,2581
Srecko Nedeljkovic,2580
Grigory Goldberg,2578
Oleg Neikirkh,2577
Mario Bertok,2576
Eduard Gufeld,2575
Nikola Karaklajic,2573
Jacob Yukhtman,2572
Anthony Saidy,2572
Jonathan Penrose,2571
Mikhail Bonch-Osmolovsky,2570
Andreas Dueckstein,2569
Božidar Djuraševic,2569
Arthur Bisguier,2568
Samuil Zhukhovitsky,2568
James Sherwin,2567
Josef Kupper,2566
Rafail Gorenstein,2565
György Szilágyi,2564
Yury Kots,2564
Braslav Rabar,2564
Vasily Bivshev,2563
Nicolas Rossolimo,2562
Rajko Bogdanovic,2561
Zdravko Milev,2560
Aron Reshko,2559
Milko Bobotsov,2558
Nikolay Minev,2557
Iivo Nei,2556
