Player Name,Rating
Bobby Fischer,2867
Boris Spassky,2766
Bent Larsen,2752
Viktor Korchnoi,2749
Lev Polugaevsky,2742
Paul Keres,2741
Tigran Petrosian,2735
Lajos Portisch,2733
Leonid Stein,2723
Mark Taimanov,2719
Efim Geller,2718
Vassily Smyslov,2716
Vlastimil Hort,2715
Mikhail Tal,2707
Robert Hübner,2701
Svetozar Gligoric,2697
David Bronstein,2695
Wolfgang Uhlmann,2695
Alexey Suetin,2690
Vladimir Savon,2690
Mikhail Botvinnik,2683
Anatoly Karpov,2679
Jan Smejkal,2676
Gennady Kuzmin,2672
Borislav Ivkov,2663
Oscar Panno,2659
Evgeny Vasiukov,2657
Aivars Gipslis,2656
Vladimir Tukmakov,2655
Florin Gheorghiu,2655
Yury Balashov,2651
Fridrik Olafsson,2647
Lothar Schmid,2644
Henrique Mecking,2644
Nikolay Krogius,2643
Samuel Reshevsky,2641
Pal Benko,2637
Ratmir Kholmov,2637
Miguel Najdorf,2635
Alexander Zaitsev Jr,2633
Vladimir Liberzon,2632
Wolfgang Unzicker,2631
Milan Matulovic,2631
Lubomir Kavalek,2628
Klaus Darga,2628
Viacheslav Osnos,2625
Mikhail Podgaets,2624
Semen Furman,2623
Albin Planinc,2621
Helmut Pfleger,2621
Dragoljub Velimirovic,2620
Gudmundur Sigurjónsson,2619
Rafael Vaganian,2618
Bojan Kurajica,2618
Alexander Zaitsev,2616
Aleksandar Matanovic,2614
Bruno Parma,2614
Georgy Tringov,2614
Yury Averbakh,2614
László Szabó,2611
Eduard Gufeld,2609
Robert Byrne,2605
Dražen Marovic,2604
Oleg Dementiev,2602
Gyözö Forintos,2602
Ulf Andersson,2601
Walter Browne,2601
Bukhuti Gurgenidze,2601
Miroslav Filip,2600
Dragoljub Minic,2599
Vladimir Antoshin,2598
Igor Zaitsev,2596
Viktor Kupreichik,2595
Duncan Suttles,2594
Dragoljub Ciric,2592
Peter Markland,2592
Levente Lengyel,2590
Arturo Pomar Salamanca,2590
István Bilek,2589
Raymond Keene,2589
Johannes Donner,2588
Vlastimil Jansa,2586
Anatoly Lutikov,2586
Gedeon Barcza,2586
Janis Klovans,2585
Milko Bobotsov,2585
Orest Averkin,2584
Bruce Amos,2584
Julio Kaplan,2584
Ivan Radulov,2584
Burkhard Malich,2584
Vladimir Bagirov,2582
Mato Damjanovic,2582
William Lombardy,2581
Rudolf Maric,2581
András Adorján,2580
István Csom,2580
Ljubomir Ljubojevic,2580
Iivo Nei,2578
Raúl Sanguinetti,2577
