Name,Rating
Emanuel Lasker,2829
Akiba Rubinstein,2773
Jos\xe9 Capablanca,2764
Carl Schlechter,2755
Richard Teichmann,2734
Aron Nimzowitsch,2718
Milan Vidmar Sr,2713
Frank Marshall,2713
Rudolf Spielmann,2696
Siegbert Tarrasch,2694
Oldrich Duras,2691
Ossip Bernstein,2679
G Rotlewi,2661
G\xe9za Mar\xf3czy,2659
Alexander Alekhine,2651
Dawid Janowsky,2620
Saviely Tartakower,2616
Georg Salwe,2609
Paul Leonhardt,2606
Julius Perlis,2604
Fedor Dus-Chotimirsky,2602
L\xe9o Forg\xe1cs,2599
Erich Cohn,2587
Amos Burn,2586
Jacques Mieses,2584
Hugo S\xfcchting,2576
Friedrich K\xf6hnlein,2574
Grigory Levenfish,2572
Boris Kostic,2549
Jackson Showalter,2543
Charles Jaffe,2540
Paul Johner,2538
Abraham Speijer,2538
Abram Rabinovich,2533
Walter John,2526
Johannes Esser,2522
Hans Fahrni,2521
Oscar Chajes,2521
Semyon Alapin,2518
Richard R\xe9ti,2512
Sergey Freiman,2511
Eugene Znosko-Borovsky,2509
Heinrich Wolf,2499
Ladislav Proke\x9a,2499
Frederick Yates,2498
Edward Tennenwurzel,2475
William Morris,2445
Alfred Kreymbourg,2419
David Baird,2415
Roy Black,2415
George Walcott,2415
Murray Smith,2415
