Name,Rating
Daniel Harrwitz,2643
Tassilo von der Lasa,2612
Adolf Anderssen,2605
Lionel Kieseritzky,2602
Henry Buckle,2531
Johann L\xf6wenthal,2526
Howard Staunton,2525
\xf3sef  Sz\xe9n,2523
Frederic Deacon,2476
Elijah Williams,2475
Charles Stanley,2459
Marmaduke Wyvill,2457
Pierre Saint-Amant,2433
Carl von Jaenisch,2432
Carl Mayet,2431
John Schulten,2430
Bernhard Horwitz,2411
F Dudley,2395
Hugh Kennedy,2385
George Medley,2382
Henry Bird,2369
Augustus Mongr\xe9dien,2368
Moheschunder Bannerjee,2360
Edward L\xf6we,2302
