Player Name,Rating
Garry Kasparov,2864
Anatoly Karpov,2822
Viswanathan Anand,2783
Vassily Ivanchuk,2778
Vladimir Kramnik,2767
Valery Salov,2754
Gata Kamsky,2752
Alexei Shirov,2749
Boris Gelfand,2742
Nigel Short,2734
Evgeny Bareev,2717
Artur Jussupow,2707
Predrag Nikolic,2706
Michael Adams,2703
Rafael Vaganian,2698
Alexander Beliavsky,2696
Vladimir Epishin,2695
Alexey Dreev,2690
Ivan Sokolov,2688
Joel Lautier,2686
Judit Polgar,2685
Jan Timman,2684
Alexander Khalifman,2682
Jaan Ehlvest,2678
Alexey Vyzmanavin,2678
Robert Hübner,2678
Alexander Chernin,2676
Lembit Oll,2676
Sergei Tiviakov,2676
Sergey Dolmatov,2675
Vladimir Akopian,2675
Veselin Topalov,2674
Jeroen Piket,2672
Viktor Korchnoi,2671
Kiril Georgiev,2670
Gregory Kaidanov,2668
Zurab Azmaiparashvili,2664
Ilia Smirin,2664
Leonid Yudasin,2662
Lev Psakhis,2662
Alexander Graf,2659
Boris Gulko,2659
Mikhail Gurevich,2657
Oleg Romanishin,2657
Michal Krasenkow,2657
Ulf Andersson,2653
John Nunn,2653
Miguel Illescas Cordoba,2652
Vladimir Malaniuk,2652
Lajos Portisch,2651
Jonathan Speelman,2650
Alexander Shabalov,2648
Alex Yermolinsky,2648
Joel Benjamin,2647
Julio Granda Zuñiga,2646
Gerald Hertneck,2646
Alon Greenfeld,2645
Evgeny Sveshnikov,2645
Vadim Zvjaginsev,2644
Eric Lobron,2643
Evgeny Pigusov,2643
Boris Alterman,2643
Anthony Miles,2639
Eduardas Rozentalis,2638
Grigory Serper,2636
Curt Hansen,2635
Smbat Lputian,2635
Jóhann Hjartarson,2634
Ognjen Cvitan,2633
Iván Morovic Fernández,2633
Ljubomir Ljubojevic,2633
Rustem Dautov,2632
Valery Neverov,2630
Vasil Spasov,2630
Yasser Seirawan,2629
Iosif Dorfman,2627
Anatoli Vaisser,2627
Zoltán Ribli,2627
Sergei Rublevsky,2626
Elmar Magerramov,2625
Yury Razuvaev,2624
Igor Khenkin,2624
Alexander Goldin,2623
Alexander Huzman,2623
András Adorján,2623
Krunoslav Hulak,2622
Stanislav Savchenko,2621
Vladimir Tukmakov,2621
Patrick Wolff,2620
Ashot Anastasian,2620
Lev Polugaevsky,2620
Julian Hodgson,2619
Evgeny Vladimirov,2619
Lubomír Ftácnik,2618
Christopher Lutz,2618
Ye Jiangchuan,2618
Paul Van der Sterren,2617
Larry Christiansen,2617
Zdenko Kožul,2616
Igor Novikov,2615
