Name,Rating
Magnus Carlsen,2832
Wesley So,2815
Vladimir Kramnik,2811
Fabiano Caruana,2802
Maxime Vachier-Lagrave,2795
Levon Aronian,2789
Hikaru Nakamura,2786
Viswanathan Anand,2786
Anish Giri,2785
Sergey Karjakin,2783
Liren Ding,2773
Shakhriyar Mamedyarov,2772
Peter Svidler,2755
Pavel Eljanov,2755
Ian Nepomniachtchi,2751
P. Harikrishna,2750
Alexander Grischuk,2750
Michael Adams,2747
Yangyi Yu,2743
Veselin Topalov,2741
David Navara,2739
Leinier Dominguez Perez,2739
Vassily Ivanchuk,2738
Radoslaw Wojtaszek,2734
Yi Wei,2732
Nikita Vitiugov,2731
Ernesto Inarkiev,2727
Quang Liem Le,2726
Boris Gelfand,2724
Dmitry Andreikin,2723
Chao b Li,2722
Dmitry Jakovenko,2718
Yuriy Kryvoruchko,2714
Maxim Matlakov,2714
Baadur Jobava,2713
Vladimir Malakhov,2712
Ruslan Ponomariov,2712
Francisco Vallejo Pons,2710
Teimour Radjabov,2710
Zoltan Almasi,2703
Peter Leko,2703
Yue Wang,2701
Arkadij Naiditsch,2700
Richard Rapport,2698
Maxim Rodshtein,2698
Rustam Kasimdzhanov,2698
Xiangzhi Bu,2697
Etienne Bacrot,2696
Evgeny Tomashevsky,2696
Jan-Krzysztof Duda,2693
Vladimir Fedoseev,2690
Rauf Mamedov,2689
Anton Korobov,2688
Nigel D Short,2688
Ivan Cheparinov,2688
Santosh Gujrathi Vidit,2687
Liviu-Dieter Nisipeanu,2686
Alexander Onischuk,2685
David W L Howell,2684
Vladislav Artemiev,2682
Evgeniy Najer,2682
Sergei Rublevsky,2682
Hao Wang,2680
Sergei Movsesian,2680
Markus Ragger,2680
Matthew D Sadler,2680
Alexander Areshchenko,2677
Alexander Moiseenko,2677
Gata Kamsky,2676
Aleksandr Rakhmanov,2676
Samuel L Shankland,2676
Ilia Smirin,2676
Hua Ni,2675
Alexander Morozevich,2675
Robert Markus,2673
B. Adhiban,2672
Viktor Laznicka,2672
Parimarjan Negi,2670
Krishnan Sasikiran,2669
Eltaj Safarli,2668
Bassem Amin,2668
Laurent Fressinet,2668
Vladimir Akopian,2667
Evgeny Bareev,2666
Nils Grandelius,2665
Alexander Motylev,2665
Alexei Shirov,2664
Eduardo Iturrizaga Bonelli,2663
Loek Van Wely,2663
Alexander Ipatov,2662
Varuzhan Akobian,2661
Vadim Zvjaginsev,2661
David Anton Guijarro,2660
Daniil Dubov,2660
Vladislav Tkachiev,2660
Alexander Riazantsev,2659
Boris Grachev,2658
Igor Kovalenko,2657
Ray Robson,2656
Gawain C B Jones,2654
