Player Name,Rating
Anatoly Karpov,2822
Viktor Korchnoi,2808
Boris Spassky,2755
Lev Polugaevsky,2744
Mikhail Tal,2737
Bent Larsen,2735
Tigran Petrosian,2733
Lajos Portisch,2727
Vlastimil Hort,2717
Jan Timman,2716
Boris Gulko,2714
Oleg Romanishin,2711
Yury Balashov,2708
Rafael Vaganian,2704
Zoltán Ribli,2703
Vladimir Tukmakov,2698
Vitaly Tseshkovsky,2695
Roman Dzindzichashvili,2690
Henrique Mecking,2689
Ljubomir Ljubojevic,2688
Garry Kasparov,2688
Vassily Smyslov,2688
Iosif Dorfman,2687
Gennady Kuzmin,2686
Efim Geller,2685
Alexander Beliavsky,2679
Robert Hübner,2675
Vladimir Savon,2675
Vladimir Bagirov,2674
Anthony Miles,2670
Gyula Sax,2667
Ratmir Kholmov,2665
Bojan Kurajica,2665
Evgeny Vasiukov,2664
Jan Smejkal,2662
Evgeny Sveshnikov,2661
David Bronstein,2660
Svetozar Gligoric,2659
Ulf Andersson,2658
Lubomir Kavalek,2656
Alexander Kochiev,2651
Yury Razuvaev,2647
Gennadi Sosonko,2645
Wolfgang Uhlmann,2643
Walter Browne,2641
Igor Ivanov,2638
Viktor Kupreichik,2638
Semen Palatnik,2637
Fridrik Olafsson,2636
Mark Taimanov,2636
Aivars Gipslis,2635
Helmut Pfleger,2633
Sergey Makarichev,2633
Bruno Parma,2632
Konstantin Lerner,2631
Lev Alburt,2630
Tamaz Georgadze,2629
Borislav Ivkov,2629
Vladimir Liberzon,2628
Robert Byrne,2627
Oscar Panno,2626
Adrian Mikhalchishin,2625
Michael Stean,2624
Gennady Timoshchenko,2623
Burkhard Malich,2623
Lothar Vogt,2621
Lev Gutman,2620
Florin Gheorghiu,2620
Georgy Tringov,2620
Nukhim Rashkovsky,2618
Eugenio Torre,2617
Nikolay Krogius,2616
Sergey Dolmatov,2616
William Lombardy,2616
Alexander Zakharov,2616
András Adorján,2615
Rainer Knaak,2614
Karen Grigorian,2613
Alexander Panchenko,2613
A Sakharov,2612
Gudmundur Sigurjónsson,2612
Srdjan Marangunic,2611
Alexey Kosikov,2610
Enver Bukic,2609
Igor Zaitsev,2608
Alexey Suetin,2608
Alvis Vitolinš,2607
Ventzislav Inkiov,2606
Raúl Sanguinetti,2606
Aleksandar Matanovic,2606
Hans Ree,2601
Kenneth Rogoff,2598
István Csom,2598
Dragoljub Velimirovic,2597
Mark Dvoretsky,2596
Boris Katalimov,2596
Wolfgang Unzicker,2596
Artur Jussupow,2595
Miguel Quinteros,2594
Milorad Knezevic,2594
