Player Name,Rating
Bobby Fischer,2796
Viktor Korchnoi,2778
Boris Spassky,2770
Tigran Petrosian,2750
Vassily Smyslov,2746
Lev Polugaevsky,2744
Bent Larsen,2743
Mikhail Botvinnik,2739
Leonid Stein,2738
Lajos Portisch,2725
Efim Geller,2725
Paul Keres,2717
Mikhail Tal,2709
Vlastimil Hort,2700
Ratmir Kholmov,2699
Mark Taimanov,2692
Svetozar Gligoric,2682
David Bronstein,2681
Alexey Suetin,2677
Nikolay Krogius,2670
Alexander Zaitsev,2669
Semen Furman,2667
Aivars Gipslis,2663
Milan Matulovic,2659
Samuel Reshevsky,2659
Miguel Najdorf,2654
Wolfgang Uhlmann,2650
Evgeny Vasiukov,2649
Fridrik Olafsson,2647
Klaus Darga,2646
Vladimir Liberzon,2645
Viacheslav Osnos,2645
Florin Gheorghiu,2643
Anatoly Lutikov,2643
Borislav Ivkov,2640
Pal Benko,2639
Eduard Gufeld,2639
Dragoljub Ciric,2637
Vladimir Savon,2632
Anatoly Lein,2631
Larry Evans,2629
Lubomir Kavalek,2627
Lothar Schmid,2624
Janis Klovans,2624
Abram Khasin,2622
Wolfgang Unzicker,2622
Aleksandar Matanovic,2621
Oscar Panno,2620
Yury Sakharov,2619
Bruno Parma,2618
Bojan Kurajica,2616
Georgy Tringov,2615
Vladimir Tukmakov,2614
Vladimir Antoshin,2613
Yury Averbakh,2613
Robert Hübner,2610
Vitaly Tseshkovsky,2609
Isaak Boleslavsky,2607
Leonid Shamkovich,2607
Henrique Mecking,2606
Raúl Sanguinetti,2605
Jonathan Penrose,2604
Mikhail Podgaets,2603
Robert Byrne,2597
Igor Zaitsev,2596
Bukhuti Gurgenidze,2596
Helmut Pfleger,2595
Milko Bobotsov,2593
Ludek Pachmann,2591
Jan Smejkal,2591
Victor Zheliandinov,2591
Gedeon Barcza,2590
Miroslav Filip,2589
Gyözö Forintos,2588
Arturo Pomar Salamanca,2581
Nikola Padevsky,2580
Rudolf Teschner,2579
Enver Bukic,2578
Laszlo Barczay,2578
Boris Vladimirov,2578
Duncan Suttles,2577
Gennady Ageichenko,2576
László Szabó,2573
Alexander Kotov,2572
William Lombardy,2570
Johannes Donner,2570
Anatoly Bikhovsky,2568
James Sherwin,2567
Levente Lengyel,2567
István Bilek,2567
Ivan Radulov,2567
Donald Byrne,2563
Hrvoje Messing,2563
Vladimir Bagirov,2563
Rein Etruk,2563
Yury Nikolaevsky,2562
Iivo Nei,2560
Ervin Haag,2559
Vladimir Sergievsky,2558
Peter Dely,2558
