Player Name,Rating
Garry Kasparov,2877
Anatoly Karpov,2809
Vassily Ivanchuk,2793
Boris Gelfand,2760
Viswanathan Anand,2752
Evgeny Bareev,2742
Vladimir Kramnik,2737
Valery Salov,2736
Alexei Shirov,2732
Nigel Short,2731
Artur Jussupow,2721
Jan Timman,2718
Lev Polugaevsky,2717
Alexander Graf,2715
Jaan Ehlvest,2715
Alexander Khalifman,2713
Smbat Lputian,2711
Mikhail Gurevich,2707
Zurab Azmaiparashvili,2700
Predrag Nikolic,2699
Alexander Chernin,2699
Alexander Beliavsky,2699
Vladimir Epishin,2697
Gata Kamsky,2697
Curt Hansen,2695
Kiril Georgiev,2694
Leonid Yudasin,2693
Simen Agdestein,2691
Vladimir Akopian,2690
Sergey Dolmatov,2689
Ivan Sokolov,2688
Robert Hübner,2685
Jonathan Speelman,2684
Anthony Miles,2684
Michael Adams,2683
Ulf Andersson,2681
Viktor Korchnoi,2677
Elmar Magerramov,2676
John Nunn,2676
Larry Christiansen,2676
Rafael Vaganian,2675
Eric Lobron,2675
Zoltán Ribli,2674
Lembit Oll,2674
Evgeny Vladimirov,2672
Judit Polgar,2672
Zurab Sturua,2671
Boris Gulko,2669
Oleg Romanishin,2668
Lev Psakhis,2668
Yasser Seirawan,2667
Jóhann Hjartarson,2666
Alexey Vyzmanavin,2666
Ljubomir Ljubojevic,2666
Joel Lautier,2664
Eduardas Rozentalis,2661
Rustem Dautov,2660
Edvins Kengis,2659
Miguel Illescas Cordoba,2659
Iosif Dorfman,2658
Grigory Serper,2658
Gyula Sax,2657
Lin Weiguo,2657
Lajos Portisch,2653
Joel Benjamin,2652
Artashes Minasian,2651
Sergey Gorelov,2651
Yury Balashov,2650
Michal Krasenkow,2650
Jeroen Piket,2650
Evgeny Gleizerov,2649
Semen Dvoiris,2649
Alexey Dreev,2648
Sergey Makarichev,2647
Vidmantas Malisauskas,2646
Viacheslav Eingorn,2646
Vladimir Tukmakov,2644
Bobby Fischer,2644
Nick deFirmian,2644
Alexander Shabalov,2643
Iván Morovic Fernández,2642
Andrei Kharlov,2641
Julian Hodgson,2641
Evgeny Sveshnikov,2640
Victor Gavrikov,2640
Gregory Kaidanov,2638
Alex Yermolinsky,2638
József Pintér,2638
Boris Alterman,2638
Murray Chandler,2637
Yury Razuvaev,2636
Vlastimil Hort,2634
Mikhail Ulibin,2634
Vadim Ruban,2634
Ilia Smirin,2633
Anatoli Vaisser,2633
Julio Granda Zuñiga,2632
John van der Wiel,2632
Matthias Wahls,2631
Igor Khenkin,2631
