Player Name,Rating
Anatoly Karpov,2806
Viktor Korchnoi,2764
Lev Polugaevsky,2754
Tigran Petrosian,2753
Mikhail Tal,2735
Henrique Mecking,2728
Ljubomir Ljubojevic,2723
Vlastimil Hort,2720
Lajos Portisch,2720
Boris Spassky,2719
Efim Geller,2716
Bent Larsen,2713
Oleg Romanishin,2711
Vitaly Tseshkovsky,2708
Yury Balashov,2707
Rafael Vaganian,2704
Boris Gulko,2696
Vassily Smyslov,2694
Jan Timman,2691
Robert Hübner,2689
Ulf Andersson,2685
Iosif Dorfman,2685
Ratmir Kholmov,2683
Svetozar Gligoric,2683
Zoltán Ribli,2682
Jan Smejkal,2681
Evgeny Sveshnikov,2681
Gennady Kuzmin,2676
Alexander Beliavsky,2676
Gyula Sax,2673
Srdjan Marangunic,2669
Wolfgang Uhlmann,2664
Eduard Gufeld,2664
Vladimir Savon,2663
Evgeny Vasiukov,2662
Aivars Gipslis,2662
Florin Gheorghiu,2660
Yury Razuvaev,2656
Fridrik Olafsson,2655
Igor Zaitsev,2654
Mark Taimanov,2653
David Bronstein,2652
Walter Browne,2649
Robert Byrne,2649
Vladimir Liberzon,2647
Mark Dvoretsky,2647
Gennadi Sosonko,2646
Enver Bukic,2646
Helmut Pfleger,2645
Bojan Kurajica,2644
Gennady Timoshchenko,2644
Larry Evans,2643
Dragoljub Velimirovic,2641
Burkhard Malich,2641
Alexey Suetin,2639
István Csom,2638
Vladimir Tukmakov,2638
Oscar Panno,2637
András Adorján,2637
Lev Alburt,2637
Vladimir Bagirov,2635
Lubomir Kavalek,2634
Bruno Parma,2633
Sergey Makarichev,2631
Anthony Miles,2627
Milan Vukic,2626
László Szabó,2626
Viktor Kupreichik,2618
Lothar Vogt,2617
Wolfgang Unzicker,2617
Semen Furman,2615
Aleksandar Matanovic,2615
Yury Averbakh,2613
Gudmundur Sigurjónsson,2613
A Sakharov,2612
William Lombardy,2612
Milan Matulovic,2611
Borislav Ivkov,2611
Georgy Tringov,2610
Milorad Knezevic,2610
Rainer Knaak,2607
Vladimir Peresipkin,2604
Miguel Quinteros,2602
Wlodzimierz Schmidt,2602
Vlastimil Jansa,2602
Eugenio Torre,2601
Laszlo Vadasz,2601
Karen Grigorian,2600
Tamaz Georgadze,2598
Nukhim Rashkovsky,2598
Kenneth Rogoff,2598
Ivan Radulov,2597
Andrei Lukin,2597
Alexander Kochiev,2595
Miguel Najdorf,2595
Klaus Darga,2595
Dusan Rajkovic,2593
James Tarjan,2593
Raúl Sanguinetti,2592
Vladimir Karasev,2591
