Player Name,Rating
Garry Kasparov,2883
Anatoly Karpov,2834
Vassily Ivanchuk,2763
Jan Timman,2756
Valery Salov,2748
Nigel Short,2736
Alexander Beliavsky,2730
Jaan Ehlvest,2730
Mikhail Gurevich,2730
Viktor Korchnoi,2727
Boris Gelfand,2726
Ulf Andersson,2720
Jonathan Speelman,2713
Alexey Dreev,2712
Sergey Dolmatov,2709
Ljubomir Ljubojevic,2705
Konstantin Aseev,2703
Rafael Vaganian,2703
Artur Jussupow,2701
Lajos Portisch,2701
Zoltán Ribli,2701
John Nunn,2701
Rustem Dautov,2699
Evgeny Vladimirov,2698
Alexey Vyzmanavin,2698
Smbat Lputian,2696
Robert Hübner,2695
Leonid Yudasin,2695
Semen Dvoiris,2695
Simen Agdestein,2694
Evgeny Bareev,2694
Yasser Seirawan,2694
Alexander Khalifman,2694
Predrag Nikolic,2692
Mikhail Tal,2690
Vladimir Tukmakov,2690
Lev Polugaevsky,2687
Lev Psakhis,2685
Zurab Azmaiparashvili,2685
Boris Gulko,2684
Gyula Sax,2682
Viacheslav Eingorn,2681
Victor Gavrikov,2677
Alexander Chernin,2677
Andrey Sokolov,2674
Yury Dokhoian,2671
Kiril Georgiev,2668
Viswanathan Anand,2668
Leonid Yurtaev,2667
Eduardas Rozentalis,2667
Anthony Miles,2666
Curt Hansen,2665
Iosif Dorfman,2665
Vladimir Akopian,2664
Yury Balashov,2664
Ilia Smirin,2662
Oleg Romanishin,2661
Alexei Shirov,2661
Lembit Oll,2660
Vladimir Epishin,2660
Boris Spassky,2659
Michal Krasenkow,2658
Alexander Goldin,2658
Vladimir Malaniuk,2657
Evgeny Pigusov,2656
Gennady Timoshchenko,2654
Nick deFirmian,2653
Yury Razuvaev,2652
Vassily Smyslov,2650
Konstantin Lerner,2650
Valery Neverov,2649
Mikhail Umansky,2649
Evgeny Sveshnikov,2649
Sergey Makarichev,2649
Vlastimil Hort,2649
John van der Wiel,2648
Andrey Kharitonov,2646
Jóhann Hjartarson,2646
Eugenio Torre,2644
Gennady Kuzmin,2643
Igor Novikov,2642
Kevin Spraggett,2641
Larry Christiansen,2640
Lubomír Ftácnik,2639
Andrei Kovalev,2639
Alexander Ivanov,2638
Ivan Sokolov,2638
John Fedorowicz,2638
Yuri Kruppa,2637
Alex Yermolinsky,2637
Bent Larsen,2637
Murray Chandler,2636
Margeir Pétursson,2636
Ye Rongguang,2634
Lars Karlsson,2632
József Pintér,2632
Jesus Nogueiras,2631
Joel Benjamin,2631
Sergey Smagin,2631
Anatoli Vaisser,2629
