Player Name,Rating
Garry Kasparov,2883
Anatoly Karpov,2831
Vassily Ivanchuk,2766
Valery Salov,2755
Jan Timman,2752
Boris Gelfand,2738
Nigel Short,2730
Jaan Ehlvest,2730
Alexander Beliavsky,2725
Mikhail Gurevich,2724
Viktor Korchnoi,2723
Ulf Andersson,2718
Alexey Dreev,2715
Jonathan Speelman,2710
Leonid Yudasin,2709
Sergey Dolmatov,2708
Alexey Vyzmanavin,2705
John Nunn,2705
Konstantin Aseev,2704
Alexander Khalifman,2704
Smbat Lputian,2704
Rafael Vaganian,2703
Evgeny Bareev,2701
Artur Jussupow,2700
Zoltán Ribli,2699
Rustem Dautov,2695
Lajos Portisch,2695
Zurab Azmaiparashvili,2695
Evgeny Vladimirov,2694
Ljubomir Ljubojevic,2691
Robert Hübner,2691
Yasser Seirawan,2690
Predrag Nikolic,2690
Simen Agdestein,2689
Mikhail Tal,2689
Semen Dvoiris,2689
Lev Psakhis,2689
Boris Gulko,2687
Lev Polugaevsky,2686
Gyula Sax,2680
Victor Gavrikov,2679
Alexei Shirov,2678
Vladimir Tukmakov,2677
Viacheslav Eingorn,2673
Andrey Sokolov,2672
Anthony Miles,2672
Leonid Yurtaev,2670
Yury Balashov,2670
Alexander Chernin,2669
Vladimir Akopian,2668
Viswanathan Anand,2667
Kiril Georgiev,2666
Eduardas Rozentalis,2666
Yury Dokhoian,2665
Vladimir Epishin,2662
Iosif Dorfman,2662
Ilia Smirin,2660
Alexander Goldin,2659
Lembit Oll,2658
Vladimir Malaniuk,2657
Vassily Smyslov,2657
Evgeny Pigusov,2656
Nick deFirmian,2656
Oleg Romanishin,2656
Yury Razuvaev,2655
Michal Krasenkow,2653
John van der Wiel,2653
Sergey Makarichev,2652
Boris Spassky,2651
John Fedorowicz,2651
Curt Hansen,2651
Evgeny Sveshnikov,2651
Gennady Timoshchenko,2649
Andrey Kharitonov,2649
Konstantin Lerner,2648
Vlastimil Hort,2648
Mikhail Umansky,2647
Valery Neverov,2645
Alexander Ivanov,2644
Igor Novikov,2644
Kevin Spraggett,2644
Lubomír Ftácnik,2643
Jóhann Hjartarson,2643
Margeir Pétursson,2641
Eugenio Torre,2639
Ye Rongguang,2638
Sergey Smagin,2637
Larry Christiansen,2636
Andrei Kovalev,2636
Alex Yermolinsky,2635
Maxim Sorokin,2634
Maxim Dlugy,2633
Dimitar Donchev,2633
Ivan Sokolov,2633
Bent Larsen,2631
Joel Benjamin,2630
József Pintér,2630
Jesus Nogueiras,2629
Murray Chandler,2629
Mikhail Ulibin,2629
