Player Name,Rating
Bobby Fischer,2776
Mikhail Tal,2765
Tigran Petrosian,2764
Mikhail Botvinnik,2755
Boris Spassky,2750
Vassily Smyslov,2745
Efim Geller,2732
Viktor Korchnoi,2731
Leonid Stein,2730
Paul Keres,2730
Lev Polugaevsky,2727
David Bronstein,2711
Lajos Portisch,2699
Svetozar Gligoric,2697
Bent Larsen,2695
Borislav Ivkov,2694
Mark Taimanov,2692
Miguel Najdorf,2689
Raúl Sanguinetti,2673
Evgeny Vasiukov,2673
Isaak Boleslavsky,2670
Iivo Nei,2667
Aivars Gipslis,2666
Ratmir Kholmov,2659
Samuel Reshevsky,2658
Anatoly Lutikov,2655
Wolfgang Uhlmann,2654
Fridrik Olafsson,2651
Vladimir Antoshin,2649
Wolfgang Unzicker,2645
Pal Benko,2641
Ludek Pachmann,2640
Alexey Suetin,2637
Rashid Nezhmetdinov,2635
Yury Averbakh,2635
Levente Lengyel,2628
Klaus Darga,2627
Eduard Gufeld,2626
Boris Vladimirov,2623
Aleksandar Matanovic,2619
Arturo Pomar Salamanca,2618
László Szabó,2618
Larry Evans,2618
Lothar Schmid,2609
Alexander Kotov,2609
Vladimir Bagirov,2607
Nikolay Krogius,2606
Miroslav Filip,2604
Bruno Parma,2604
Anatoly Lein,2604
Anatoly Bannik,2601
Robert Byrne,2601
Victor Ciocaltea,2601
Vlastimil Hort,2599
Milan Matulovic,2599
Abram Khasin,2597
Herman Pilnik,2597
Vladimir Liberzon,2596
Petar Trifunovic,2596
Johannes Donner,2595
Julio Bolbochán,2593
Alexander Zaitsev,2593
Leonid Shamkovich,2592
Yury Kots,2589
Oscar Panno,2589
István Bilek,2589
Nikola Padevsky,2589
Florin Gheorghiu,2588
Dragoljub Ciric,2588
Daniel Yanofsky,2586
Lubomir Kavalek,2584
Gedeon Barcza,2583
Georgy Tringov,2580
Peter Dely,2580
Dragoljub Minic,2579
Erich Eliskases,2579
Helmut Pfleger,2579
Andor Lilienthal,2578
Vladimir Simagin,2578
Jonathan Penrose,2578
Lev Aronin,2578
Nikolac Bakulin,2576
Milko Bobotsov,2575
Naum Levin,2574
Rajko Bogdanovic,2570
Vladislav Shianovsky,2570
Janis Klovans,2563
William Lombardy,2562
Aleksandar Bradvarevic,2562
Dragoljub Janoševic,2561
Mijo Udovcic,2560
Nikola Karaklajic,2560
Gideon Ståhlberg,2559
Heinz Lehmann,2559
Theodor Ghitescu,2558
Arthur Bisguier,2558
Wolfgang Pietzsch,2555
Igor Bondarevsky,2555
Josef Kupper,2554
Gyözö Forintos,2554
