Player Name,Rating
Bobby Fischer,2800
Viktor Korchnoi,2773
Boris Spassky,2753
Mikhail Tal,2749
Tigran Petrosian,2747
Vassily Smyslov,2741
Lev Polugaevsky,2741
Bent Larsen,2737
Mikhail Botvinnik,2737
Leonid Stein,2735
Efim Geller,2730
Lajos Portisch,2721
Ratmir Kholmov,2704
Mark Taimanov,2701
David Bronstein,2700
Vlastimil Hort,2696
Paul Keres,2681
Nikolay Krogius,2681
Svetozar Gligoric,2678
Miguel Najdorf,2669
Milan Matulovic,2667
Samuel Reshevsky,2662
Aivars Gipslis,2660
Anatoly Lutikov,2659
Florin Gheorghiu,2659
Wolfgang Uhlmann,2659
Wolfgang Unzicker,2658
Pal Benko,2656
Larry Evans,2655
Borislav Ivkov,2649
Leonid Shamkovich,2648
Semen Furman,2648
Alexey Suetin,2646
Alexander Zaitsev,2646
Igor Platonov,2645
Anatoly Lein,2644
Oscar Panno,2638
Aleksandar Matanovic,2638
Dragoljub Ciric,2637
Bruno Parma,2637
Vladimir Antoshin,2636
Isaak Boleslavsky,2634
Klaus Darga,2632
Evgeny Vasiukov,2631
Vladimir Liberzon,2629
Vladimir Savon,2628
Eduard Gufeld,2627
Victor Zheliandinov,2626
Fridrik Olafsson,2626
Viacheslav Osnos,2622
István Bilek,2622
Vladimir Tukmakov,2620
Vladimir Simagin,2619
Yury Sakharov,2616
Boris Vladimirov,2614
László Szabó,2614
Helmut Pfleger,2612
Johannes Donner,2610
Yury Averbakh,2610
Ludek Pachmann,2605
Bukhuti Gurgenidze,2603
Roman Dzindzichashvili,2599
Gedeon Barcza,2598
Janesz Stupica,2597
Hrvoje Messing,2596
Georgy Tringov,2594
Enver Bukic,2594
Albert Kapengut,2593
Aleksander Nikitin,2593
Miroslav Filip,2593
Vladimir Bagirov,2592
Lubomir Kavalek,2591
Alexander Kotov,2591
Anatoly Bikhovsky,2590
Milko Bobotsov,2588
Levon Grigorian,2587
Nikola Padevsky,2586
Henrique Mecking,2585
Julio Bolbochán,2583
Dusan Ivkovic,2583
Dragoljub Velimirovic,2583
Rashid Nezhmetdinov,2583
Oleg Chernikov,2582
Salo Flohr,2580
Anthony Saidy,2580
Jesús Díez del Corral,2579
Robert Byrne,2578
Raúl Sanguinetti,2578
Abram Khasin,2577
Arturo Pomar Salamanca,2577
Iivo Nei,2575
Laszlo Barczay,2574
Lothar Zinn,2571
Bojan Kurajica,2569
Samuil Zhukhovitsky,2567
Gyözö Forintos,2565
Jonathan Penrose,2563
Albéric O'Kelly de Galway,2562
Vladimir Sergievsky,2562
Lothar Schmid,2561
