Name,Rating
G\xe9za Mar\xf3czy,2790
Siegbert Tarrasch,2771
Dawid Janowsky,2766
Carl Schlechter,2735
Emanuel Lasker,2732
Harry Pillsbury,2728
Frank Marshall,2718
Richard Teichmann,2706
Mikhail Chigorin,2688
William Napier,2659
Ossip Bernstein,2656
Henry Atkins,2651
Jackson Showalter,2648
Jacques Mieses,2640
Georg Marco,2638
Heinrich Wolf,2628
Rudolf Swiderski,2614
Joseph Blackburne,2613
Curt von Bardeleben,2612
Paul Leonhardt,2598
Johann Berger,2598
Semyon Alapin,2593
Amos Burn,2593
Albert Fox,2587
Julius Perlis,2587
Reginald Michell,2579
Isidor Gunsberg,2576
Thomas Lawrence,2566
Hector Shoosmith,2565
Hugo S\xfcchting,2563
Louis van Vliet,2553
Augustin Neumann,2553
John Barry,2551
George Bellingham,2549
Albert Hodges,2541
Wilhelm Cohn,2541
Jean Taubenhaus,2536
Adolf Albin,2527
Theodor von Scheve,2525
Francis Lee,2519
Eugene Delmar,2515
Walter John,2509
Benjamin Leussen,2505
Georg Schories,2503
L\xe9o Forg\xe1cs,2502
Hermann von Gottschall,2497
Creassey Tattersall,2482
Horatio Caro,2478
Herbert Jacobs,2478
L Eisenberg,2473
Arthur Mackenzie,2469
Rudolf Loman,2468
Samuel Passmore,2466
Oscar M\xfcller,2448
Wilfred Palmer,2447
RC. MacDonald,2447
Arturo Reggio,2446
Leopold L\xf6wy,2445
Milan Vidmar Sr,2425
Rosenbaum,2418
Fred Brown,2416
Arthur John Curnock,2400
William Gunston,2399
WT. Dickinson,2398
ED. Fawcett,2382
WP. Mc Bean,2382
CH. Chepmell,2342
C. Moreau,2326
James Mortimer,2315
