Player Name,Rating
Garry Kasparov,2862
Anatoly Karpov,2836
Vassily Ivanchuk,2760
Jan Timman,2752
Valery Salov,2749
Nigel Short,2747
Alexander Beliavsky,2743
Viktor Korchnoi,2723
Jaan Ehlvest,2719
Zurab Azmaiparashvili,2719
Jonathan Speelman,2717
Evgeny Vladimirov,2717
Ulf Andersson,2716
Mikhail Gurevich,2714
Alexey Dreev,2714
Boris Gelfand,2713
Simen Agdestein,2710
Lajos Portisch,2708
Ljubomir Ljubojevic,2704
Artur Jussupow,2702
John Nunn,2701
Predrag Nikolic,2699
Sergey Dolmatov,2699
Zoltán Ribli,2697
Smbat Lputian,2696
Lev Polugaevsky,2696
Robert Hübner,2695
Alexey Vyzmanavin,2694
Rafael Vaganian,2693
Mikhail Tal,2692
Yasser Seirawan,2692
Vladimir Tukmakov,2692
Rustem Dautov,2691
Lev Psakhis,2689
Alexander Khalifman,2689
Boris Gulko,2687
Konstantin Aseev,2684
Vladimir Akopian,2682
Leonid Yudasin,2682
Iosif Dorfman,2681
Alexander Chernin,2680
Gyula Sax,2680
Evgeny Bareev,2680
Andrey Sokolov,2679
Leonid Yurtaev,2674
Evgeny Pigusov,2672
Yury Dokhoian,2671
Victor Gavrikov,2669
Semen Dvoiris,2668
Viacheslav Eingorn,2667
Alexander Ivanov,2666
Boris Spassky,2665
Kiril Georgiev,2664
Yury Balashov,2664
Bent Larsen,2664
Gennady Timoshchenko,2663
Evgeny Sveshnikov,2663
Vladimir Epishin,2662
Georgy Timoshenko,2661
Vlastimil Hort,2659
Oleg Romanishin,2659
Elizbar Ubilava,2658
Konstantin Lerner,2657
Gennady Kuzmin,2657
Alexander Goldin,2655
Lembit Oll,2655
Michal Krasenkow,2654
Jóhann Hjartarson,2654
Andrey Kharitonov,2654
John van der Wiel,2652
Vladimir Malaniuk,2650
Ilia Smirin,2649
Vassily Smyslov,2648
Curt Hansen,2647
Alexei Shirov,2647
József Pintér,2646
Viswanathan Anand,2646
Yury Razuvaev,2646
Eugenio Torre,2644
John Fedorowicz,2644
Gregory Kaidanov,2643
Murray Chandler,2642
Valery Neverov,2642
Eduardas Rozentalis,2641
Andrei Kovalev,2641
Anatoli Vaisser,2641
Sergey Smagin,2641
Nick deFirmian,2640
Anthony Miles,2640
Alex Yermolinsky,2639
Larry Christiansen,2638
Yuri Kruppa,2638
Sergey Kudrin,2636
Viktor Kupreichik,2635
Joel Benjamin,2634
Margeir Pétursson,2633
Lars Karlsson,2633
Kevin Spraggett,2632
Nukhim Rashkovsky,2632
Igor Novikov,2630
