Player Name,Rating
Bobby Fischer,2797
Viktor Korchnoi,2760
Mikhail Tal,2754
Tigran Petrosian,2753
Boris Spassky,2752
Leonid Stein,2749
Mikhail Botvinnik,2743
Vassily Smyslov,2739
Efim Geller,2731
Lev Polugaevsky,2730
Bent Larsen,2724
Lajos Portisch,2720
David Bronstein,2701
Ratmir Kholmov,2700
Mark Taimanov,2698
Paul Keres,2690
Vlastimil Hort,2689
Nikolay Krogius,2685
Anatoly Lutikov,2684
Miguel Najdorf,2676
Aivars Gipslis,2675
Milan Matulovic,2671
Borislav Ivkov,2668
Wolfgang Unzicker,2664
Svetozar Gligoric,2664
Wolfgang Uhlmann,2660
Rein Etruk,2658
Florin Gheorghiu,2655
Pal Benko,2653
Samuel Reshevsky,2653
Semen Furman,2652
Isaak Boleslavsky,2651
Larry Evans,2650
Oscar Panno,2647
Vladimir Antoshin,2644
Alexey Suetin,2643
Anatoly Lein,2641
Leonid Shamkovich,2641
Victor Zheliandinov,2640
Vladimir Savon,2638
Bruno Parma,2636
Vladimir Liberzon,2636
Alexander Zaitsev,2631
Aleksandar Matanovic,2631
István Bilek,2631
Eduard Gufeld,2629
Dragoljub Ciric,2625
Evgeny Vasiukov,2624
Fridrik Olafsson,2623
László Szabó,2622
Yury Averbakh,2621
Boris Vladimirov,2620
Klaus Darga,2620
Vladimir Simagin,2617
Bukhuti Gurgenidze,2616
Viacheslav Osnos,2614
Johannes Donner,2614
Robert Byrne,2614
Ludek Pachmann,2614
Helmut Pfleger,2611
Roman Dzindzichashvili,2611
Iivo Nei,2609
Rashid Nezhmetdinov,2598
Albert Kapengut,2596
Georgy Tringov,2595
Milko Bobotsov,2595
Gedeon Barcza,2594
Miroslav Filip,2593
Anatoly Bikhovsky,2593
Yury Sakharov,2592
Julio Bolbochán,2590
Nikola Padevsky,2589
Vladimir Tukmakov,2589
Levon Grigorian,2587
Enver Bukic,2586
Salo Flohr,2584
Lubomir Kavalek,2584
Raúl Sanguinetti,2583
Arturo Pomar Salamanca,2583
Oleg Chernikov,2582
Alexander Kotov,2576
William Addison,2575
Abram Khasin,2575
Laszlo Barczay,2573
Jesús Díez del Corral,2573
Dragoljub Velimirovic,2571
Lothar Schmid,2569
Petar Trifunovic,2569
Georgy Ilivitsky,2569
Bernard Zuckerman,2566
Aleksander Nikitin,2566
Albéric O'Kelly de Galway,2566
Anthony Saidy,2565
Reinhart Fuchs,2564
Gennady Kuzmin,2560
Daniel Yanofsky,2559
Janos Flesch,2559
James Sherwin,2559
Yury Nikolaevsky,2559
William Lombardy,2558
