Player Name,Rating
Garry Kasparov,2858
Anatoly Karpov,2824
Alexander Beliavsky,2749
Jan Timman,2747
Artur Jussupow,2747
Mikhail Tal,2741
Viktor Korchnoi,2738
Rafael Vaganian,2730
Ljubomir Ljubojevic,2726
Lajos Portisch,2725
Predrag Nikolic,2722
Robert Hübner,2719
Nigel Short,2716
Andrey Sokolov,2712
Jonathan Speelman,2708
Zoltán Ribli,2707
Lev Psakhis,2707
Simen Agdestein,2706
Yasser Seirawan,2705
Vladimir Tukmakov,2705
Boris Spassky,2704
Ulf Andersson,2704
Lev Polugaevsky,2703
John Nunn,2700
Viacheslav Eingorn,2697
Valery Salov,2697
Evgeny Vladimirov,2695
Alexander Chernin,2693
Anthony Miles,2693
Oleg Romanishin,2690
Gyula Sax,2690
Sergey Dolmatov,2687
Smbat Lputian,2687
Mikhail Gurevich,2684
József Pintér,2679
Victor Gavrikov,2679
Yury Balashov,2678
Bent Larsen,2678
Vassily Ivanchuk,2677
John van der Wiel,2674
Konstantin Lerner,2671
Larry Christiansen,2671
Murray Chandler,2670
Iosif Dorfman,2666
Boris Gulko,2663
Miodrag Todorcevic,2663
Vladimir Malaniuk,2661
András Adorján,2660
Kiril Georgiev,2659
Jaan Ehlvest,2658
Vassily Smyslov,2657
Eugenio Torre,2656
Sergey Smagin,2654
Zurab Azmaiparashvili,2654
Evgeny Bareev,2653
Alexey Vyzmanavin,2653
Jesus Nogueiras,2652
Lubomir Kavalek,2651
Alexander Khalifman,2650
Vlastimil Hort,2650
Curt Hansen,2649
Utut Adianto,2648
Yury Razuvaev,2647
Petar Popovic,2646
Andrey Kharitonov,2644
Ivan Sokolov,2643
Alexander Huzman,2642
Gregory Kaidanov,2642
Joel Benjamin,2641
Lubomír Ftácnik,2641
Alex Yermolinsky,2640
Adrian Mikhalchishin,2640
Boris Kantsler,2637
Evgeny Pigusov,2637
Mihai Suba,2637
Slavoljub Marjanovic,2637
Jon Arnason,2636
Carlos Garcia Palermo,2635
Valery Neverov,2634
Igor Novikov,2633
Evgeny Sveshnikov,2633
John Fedorowicz,2632
Yehuda Gruenfeld,2632
Florin Gheorghiu,2632
Helgi Olafsson,2631
Leonid Yurtaev,2631
Elizbar Ubilava,2630
Gennadi Sosonko,2630
Elmar Magerramov,2630
Maia Chiburdanidze,2629
Alexey Dreev,2628
Jóhann Hjartarson,2628
Daniel Cámpora,2628
Boris Gelfand,2628
Alonso Zapata,2628
Kevin Spraggett,2627
Eduard Gufeld,2626
Viktor Kupreichik,2626
Nukhim Rashkovsky,2626
Roman Dzindzichashvili,2625
