,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years Forward five years,,,,
Monthly List: September 1987 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2851,24y5m,(#1 all-time among players aged 24y5m)
#2,Anatoly Karpov,2818,36y4m,(#3 all-time among players aged 36y4m)
#3,Alexander Beliavsky,2747,33y9m,(#16 all-time among players aged 33y9m)
#4,Artur Jussupow,2746,27y7m,(#20 all-time among players aged 27y7m)
#5,Jan Timman,2743,35y9m,(#18 all-time among players aged 35y9m)
#6,Viktor Korchnoi,2740,56y6m,(#3 all-time among players aged 56y6m)
#7,Mikhail Tal,2739,50y10m,(#7 all-time among players aged 50y10m)
#8,Rafael Vaganian,2734,35y11m,(#32 all-time among players aged 35y11m)
#9,Lajos Portisch,2729,50y5m,(#8 all-time among players aged 50y5m)
#10,Nigel Short,2721,22y3m,(#21 all-time among players aged 22y3m)
#11,Valery Salov,2721,23y4m,(#25 all-time among players aged 23y4m)
#12,Ljubomir Ljubojevic,2720,36y10m,(#34 all-time among players aged 36y10m)
#13,Predrag Nikolic,2719,27y0m,(#43 all-time among players aged 27y0m)
#14,Yasser Seirawan,2711,27y6m,(#53 all-time among players aged 27y6m)
#15,Andrey Sokolov,2709,24y6m,(#38 all-time among players aged 24y6m)
#16,John Nunn,2709,32y5m,(#52 all-time among players aged 32y5m)
#17,Evgeny Vladimirov,2708,30y8m,(#49 all-time among players aged 30y8m)
#18,Ulf Andersson,2706,36y3m,(#42 all-time among players aged 36y3m)
#19,Lev Psakhis,2704,28y10m,(#53 all-time among players aged 28y10m)
#20,Vladimir Tukmakov,2704,41y6m,(#32 all-time among players aged 41y6m)
#21,Boris Spassky,2702,50y8m,(#16 all-time among players aged 50y8m)
#22,Zoltán Ribli,2702,36y0m,(#47 all-time among players aged 36y0m)
#23,Simen Agdestein,2701,20y4m,(#18 all-time among players aged 20y4m)
#24,Jonathan Speelman,2700,30y11m,(#60 all-time among players aged 30y11m)
#25,Lev Polugaevsky,2695,52y10m,(#15 all-time among players aged 52y10m)
#26,Oleg Romanishin,2694,35y8m,(#56 all-time among players aged 35y8m)
#27,Viacheslav Eingorn,2693,30y10m,(#73 all-time among players aged 30y10m)
#28,Robert Hübner,2690,38y10m,(#46 all-time among players aged 38y10m)
#29,Mikhail Gurevich,2690,28y7m,(#71 all-time among players aged 28y7m)
#30,Alexander Chernin,2687,27y6m,(#83 all-time among players aged 27y6m)
#31,Gyula Sax,2687,36y3m,(#63 all-time among players aged 36y3m)
#32,Sergey Dolmatov,2687,28y7m,(#75 all-time among players aged 28y7m)
#33,Boris Gulko,2686,40y7m,(#52 all-time among players aged 40y7m)
#34,Smbat Lputian,2686,29y7m,(#81 all-time among players aged 29y7m)
#35,Victor Gavrikov,2683,30y2m,(#89 all-time among players aged 30y2m)
#36,Murray Chandler,2681,27y5m,(#87 all-time among players aged 27y5m)
#37,Bent Larsen,2679,52y6m,(#23 all-time among players aged 52y6m)
#38,Anthony Miles,2679,32y5m,(#90 all-time among players aged 32y5m)
#39,Yury Balashov,2679,38y6m,(#56 all-time among players aged 38y6m)
#40,József Pintér,2677,33y10m,(#78 all-time among players aged 33y10m)
#41,John van der Wiel,2676,28y1m,(#88 all-time among players aged 28y1m)
#42,Jaan Ehlvest,2676,24y11m,(#75 all-time among players aged 24y11m)
#43,Vassily Ivanchuk,2676,18y6m,(#12 all-time among players aged 18y6m)
#44,Larry Christiansen,2670,31y3m,(#112 all-time among players aged 31y3m)
#45,Vlastimil Hort,2670,43y8m,(#43 all-time among players aged 43y8m)
#46,Boris Gelfand,2669,19y3m,(#17 all-time among players aged 19y3m)
#47,Konstantin Lerner,2667,37y7m,(#80 all-time among players aged 37y7m)
#48,Alexey Vyzmanavin,2667,27y8m,(#103 all-time among players aged 27y8m)
#49,Eugenio Torre,2662,35y10m,(#97 all-time among players aged 35y10m)
#50,Vladimir Malaniuk,2662,30y2m,(#121 all-time among players aged 30y2m)
#51,Iosif Dorfman,2661,35y4m,(#97 all-time among players aged 35y4m)
#52,Evgeny Bareev,2659,20y10m,(#47 all-time among players aged 20y10m)
#53,Jesus Nogueiras,2658,28y2m,(#121 all-time among players aged 28y2m)
#54,Jóhann Hjartarson,2657,24y7m,(#103 all-time among players aged 24y7m)
#55,Kiril Georgiev,2657,21y10m,(#61 all-time among players aged 21y10m)
#56,Zurab Azmaiparashvili,2655,27y6m,(#130 all-time among players aged 27y6m)
#57,Vassily Smyslov,2653,66y6m,(#3 all-time among players aged 66y6m)
#58,Curt Hansen,2651,23y0m,(#89 all-time among players aged 23y0m)
#59,Lubomir Kavalek,2651,44y1m,(#59 all-time among players aged 44y1m)
#60,Andrey Kharitonov,2650,28y5m,(#145 all-time among players aged 28y5m)
#61,Utut Adianto,2650,22y6m,(#79 all-time among players aged 22y6m)
#62,Sergey Smagin,2650,29y0m,(#140 all-time among players aged 29y0m)
#63,Alexey Dreev,2647,18y8m,(#22 all-time among players aged 18y8m)
#64,Yury Razuvaev,2647,41y11m,(#86 all-time among players aged 41y11m)
#65,Boris Kantsler,2644,25y5m,(#135 all-time among players aged 25y5m)
#66,Alexander Khalifman,2644,21y8m,(#70 all-time among players aged 21y8m)
#67,Daniel Cámpora,2644,30y3m,(#155 all-time among players aged 30y3m)
#68,Joel Benjamin,2644,23y6m,(#104 all-time among players aged 23y6m)
#69,Evgeny Pigusov,2643,26y6m,(#143 all-time among players aged 26y6m)
#70,Gregory Kaidanov,2643,27y11m,(#152 all-time among players aged 27y11m)
#71,Yakov Murey,2642,46y1m,(#55 all-time among players aged 46y1m)
#72,András Adorján,2641,37y6m,(#112 all-time among players aged 37y6m)
#73,Alex Yermolinsky,2640,29y5m,(#169 all-time among players aged 29y5m)
#74,Nukhim Rashkovsky,2639,41y5m,(#107 all-time among players aged 41y5m)
#75,Lubomír Ftácnik,2638,29y11m,(#168 all-time among players aged 29y11m)
#76,Yehuda Gruenfeld,2638,31y7m,(#167 all-time among players aged 31y7m)
#77,Adrian Mikhalchishin,2636,32y10m,(#168 all-time among players aged 32y10m)
#78,Roberto Cifuentes Parada,2636,29y9m,(#183 all-time among players aged 29y9m)
#79,Petar Popovic,2636,28y7m,(#178 all-time among players aged 28y7m)
#80,Alexander Huzman,2635,25y5m,(#147 all-time among players aged 25y5m)
#81,Helgi Olafsson,2634,31y1m,(#183 all-time among players aged 31y1m)
#82,Viswanathan Anand,2634,17y9m,(#20 all-time among players aged 17y9m)
#83,John Fedorowicz,2633,29y0m,(#181 all-time among players aged 29y0m)
#84,Valery Neverov,2633,23y3m,(#116 all-time among players aged 23y3m)
#85,Igor Novikov,2633,25y4m,(#157 all-time among players aged 25y4m)
#86,Maxim Dlugy,2632,21y8m,(#89 all-time among players aged 21y8m)
#87,Mihai Suba,2632,40y3m,(#115 all-time among players aged 40y3m)
#88,Carlos Garcia Palermo,2629,33y9m,(#176 all-time among players aged 33y9m)
#89,Florin Gheorghiu,2629,43y5m,(#99 all-time among players aged 43y5m)
#90,Elizbar Ubilava,2629,37y1m,(#150 all-time among players aged 37y1m)
#91,Viktor Kupreichik,2628,38y2m,(#134 all-time among players aged 38y2m)
#92,Leonid Yurtaev,2628,28y4m,(#194 all-time among players aged 28y4m)
#93,Margeir Pétursson,2628,27y7m,(#178 all-time among players aged 27y7m)
#94,Maia Chiburdanidze,2628,26y8m,(#185 all-time among players aged 26y8m)
#95,Eduard Gufeld,2628,51y6m,(#43 all-time among players aged 51y6m)
#96,Slavoljub Marjanovic,2627,32y8m,(#205 all-time among players aged 32y8m)
#97,Yury Dokhoian,2627,22y11m,(#124 all-time among players aged 22y11m)
#98,Uwe Bönsch,2627,28y11m,(#201 all-time among players aged 28y11m)
#99,Eduardas Rozentalis,2626,24y4m,(#151 all-time among players aged 24y4m)
#100,Lev Alburt,2625,42y1m,(#127 all-time among players aged 42y1m)
