,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years Forward five years,,,,
Monthly List: October 1953 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Samuel Reshevsky,2785,41y11m,(#5 all-time among players aged 41y11m)
#2,Vassily Smyslov,2780,32y7m,(#9 all-time among players aged 32y7m)
#3,Mikhail Botvinnik,2779,42y2m,(#6 all-time among players aged 42y2m)
#4,Miguel Najdorf,2759,43y6m,(#10 all-time among players aged 43y6m)
#5,David Bronstein,2741,29y8m,(#22 all-time among players aged 29y8m)
#6,Isaak Boleslavsky,2731,34y4m,(#30 all-time among players aged 34y4m)
#7,Efim Geller,2729,28y7m,(#34 all-time among players aged 28y7m)
#8,Alexander Kotov,2727,40y2m,(#25 all-time among players aged 40y2m)
#9,Tigran Petrosian,2726,24y4m,(#23 all-time among players aged 24y4m)
#10,Paul Keres,2725,37y9m,(#28 all-time among players aged 37y9m)
#11,Mark Taimanov,2715,27y8m,(#47 all-time among players aged 27y8m)
#12,László Szabó,2710,36y7m,(#41 all-time among players aged 36y7m)
#13,Svetozar Gligoric,2708,30y8m,(#48 all-time among players aged 30y8m)
#14,Max Euwe,2699,52y5m,(#18 all-time among players aged 52y5m)
#15,Alexander Tolush,2696,43y5m,(#31 all-time among players aged 43y5m)
#16,Gideon Ståhlberg,2677,45y9m,(#35 all-time among players aged 45y9m)
#17,Julio Bolbochán,2673,33y7m,(#86 all-time among players aged 33y7m)
#18,Wolfgang Unzicker,2664,28y4m,(#112 all-time among players aged 28y4m)
#19,Oleg Moiseev,2663,28y5m,(#115 all-time among players aged 28y5m)
#20,Lev Aronin,2657,33y3m,(#115 all-time among players aged 33y3m)
#21,Yury Averbakh,2655,31y8m,(#138 all-time among players aged 31y8m)
#22,Erich Eliskases,2653,40y8m,(#84 all-time among players aged 40y8m)
#23,Andrija Fuderer,2653,22y5m,(#71 all-time among players aged 22y5m)
#24,Viktor Korchnoi,2650,22y7m,(#81 all-time among players aged 22y7m)
#25,Petar Trifunovic,2646,43y2m,(#74 all-time among players aged 43y2m)
#26,Herman Pilnik,2638,39y9m,(#105 all-time among players aged 39y9m)
#27,Ludek Pachmann,2637,29y5m,(#182 all-time among players aged 29y5m)
#28,Gedeon Barcza,2635,42y2m,(#111 all-time among players aged 42y2m)
#29,Nicolas Rossolimo,2635,43y8m,(#87 all-time among players aged 43y8m)
#30,Larry Evans,2635,21y7m,(#79 all-time among players aged 21y7m)
#31,Albéric O'Kelly de Galway,2634,42y5m,(#105 all-time among players aged 42y5m)
#32,Salo Flohr,2632,44y11m,(#73 all-time among players aged 44y11m)
#33,Vladimir Simagin,2631,34y4m,(#180 all-time among players aged 34y4m)
#34,Boris Spassky,2629,16y9m,(#11 all-time among players aged 16y9m)
#35,Robert Byrne,2626,25y6m,(#168 all-time among players aged 25y6m)
#36,Braslav Rabar,2622,34y1m,(#196 all-time among players aged 34y1m)
#37,Héctor Rossetto,2621,31y1m,(#226 all-time among players aged 31y1m)
#38,Borislav Milic,2620,28y0m,(#209 all-time among players aged 28y0m)
#39,Vasja Pirc,2619,45y10m,(#84 all-time among players aged 45y10m)
#40,Alexander Chistiakov,2618,39y9m,(#150 all-time among players aged 39y9m)
#41,Miguel Cuéllar Gacharná,2618,36y11m,(#177 all-time among players aged 36y11m)
#42,Ratmir Kholmov,2617,28y5m,(#228 all-time among players aged 28y5m)
#43,Isaak Lipnitsky,2614,30y9m,(#248 all-time among players aged 30y9m)
#44,Oscar Panno,2613,18y7m,(#44 all-time among players aged 18y7m)
#45,Vladimir Zagorovsky,2613,28y4m,(#246 all-time among players aged 28y4m)
#46,Miroslav Filip,2612,25y0m,(#205 all-time among players aged 25y0m)
#47,Aleksandar Matanovic,2608,23y5m,(#182 all-time among players aged 23y5m)
#48,Cenek Kottnauer,2604,43y8m,(#137 all-time among players aged 43y8m)
#49,Lothar Schmid,2602,25y5m,(#247 all-time among players aged 25y5m)
#50,Erik Lundin,2600,49y3m,(#76 all-time among players aged 49y3m)
#51,Alexey Suetin,2600,26y11m,(#267 all-time among players aged 26y11m)
#52,Reuben Fine,2599,39y0m,(#207 all-time among players aged 39y0m)
#53,Aleksandar Nedeljkovic,2599,,
#54,Moshe Czerniak,2591,43y8m,(#160 all-time among players aged 43y8m)
#55,Nikolay Kopilov,2588,34y0m,(#314 all-time among players aged 34y0m)
#56,Georgy Ilivitsky,2587,32y6m,(#345 all-time among players aged 32y6m)
#57,Pal Benko,2587,25y3m,(#308 all-time among players aged 25y3m)
#58,József Szily,2586,40y0m,(#219 all-time among players aged 40y0m)
#59,Zdravko Milev,2585,24y0m,(#277 all-time among players aged 24y0m)
#60,Mijo Udovcic,2582,33y1m,(#374 all-time among players aged 33y1m)
#61,Ilia Kan,2581,44y5m,(#174 all-time among players aged 44y5m)
#62,Srecko Nedeljkovic,2580,29y10m,(#403 all-time among players aged 29y10m)
#63,Eero Böök,2580,43y8m,(#189 all-time among players aged 43y8m)
#64,Dragoljub Janoševic,2579,30y3m,(#406 all-time among players aged 30y3m)
#65,Juan Carlos Gonzalez,2579,36y6m,(#315 all-time among players aged 36y6m)
#66,Vladimir Antoshin,2577,24y5m,(#309 all-time among players aged 24y5m)
#67,Yacov Estrin,2577,30y6m,(#418 all-time among players aged 30y6m)
#68,Andor Lilienthal,2574,42y5m,(#220 all-time among players aged 42y5m)
#69,Igor Bondarevsky,2571,40y5m,(#262 all-time among players aged 40y5m)
#70,Semen Furman,2568,32y10m,(#431 all-time among players aged 32y10m)
#71,Vladimir Alatortsev,2564,44y5m,(#224 all-time among players aged 44y5m)
#72,Borislav Ivkov,2564,19y11m,(#135 all-time among players aged 19y11m)
#73,Ernö Gereben,2560,46y4m,(#197 all-time among players aged 46y4m)
#74,Victor Ciocaltea,2560,21y9m,(#268 all-time among players aged 21y9m)
#75,Nikola Karaklajic,2560,27y8m,(#490 all-time among players aged 27y8m)
#76,Daniel Yanofsky,2559,28y7m,(#497 all-time among players aged 28y7m)
#77,Rashid Nezhmetdinov,2558,40y10m,(#309 all-time among players aged 40y10m)
#78,Mikhail Yudovich,2557,42y4m,(#282 all-time among players aged 42y4m)
#79,Carlos Guimard,2557,40y6m,(#312 all-time among players aged 40y6m)
#80,Boris Baranov,2556,30y4m,(#526 all-time among players aged 30y4m)
