,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years,,,,
Monthly List: November 2000 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2854,37y7m,(#1 all-time among players aged 37y7m)
#2,Vladimir Kramnik,2815,25y5m,(#3 all-time among players aged 25y5m)
#3,Viswanathan Anand,2806,30y11m,(#5 all-time among players aged 30y11m)
#4,Peter Leko,2767,21y2m,(#6 all-time among players aged 21y2m)
#5,Alexei Shirov,2756,28y4m,(#16 all-time among players aged 28y4m)
#6,Vassily Ivanchuk,2747,31y8m,(#20 all-time among players aged 31y8m)
#7,Alexander Morozevich,2747,23y4m,(#15 all-time among players aged 23y4m)
#8,Michael Adams,2744,29y0m,(#21 all-time among players aged 29y0m)
#9,Peter Svidler,2743,24y5m,(#16 all-time among players aged 24y5m)
#10,Evgeny Bareev,2737,34y0m,(#19 all-time among players aged 34y0m)
#11,Boris Gelfand,2729,32y5m,(#30 all-time among players aged 32y5m)
#12,Mikhail Gurevich,2711,41y9m,(#31 all-time among players aged 41y9m)
#13,Veselin Topalov,2711,25y8m,(#39 all-time among players aged 25y8m)
#14,Vladimir Akopian,2709,28y11m,(#47 all-time among players aged 28y11m)
#15,Nigel Short,2702,35y5m,(#48 all-time among players aged 35y5m)
#16,Michal Krasenkow,2702,37y0m,(#47 all-time among players aged 37y0m)
#17,Ruslan Ponomariov,2693,17y1m,(#4 all-time among players aged 17y1m)
#18,Kiril Georgiev,2692,35y0m,(#68 all-time among players aged 35y0m)
#19,Ilia Smirin,2691,32y10m,(#71 all-time among players aged 32y10m)
#20,Alexey Dreev,2691,31y10m,(#80 all-time among players aged 31y10m)
#21,Alexander Khalifman,2690,34y10m,(#67 all-time among players aged 34y10m)
#22,Zurab Azmaiparashvili,2681,40y8m,(#53 all-time among players aged 40y8m)
#23,Anatoly Karpov,2681,49y6m,(#19 all-time among players aged 49y6m)
#24,Loek van Wely,2680,28y1m,(#82 all-time among players aged 28y1m)
#25,Predrag Nikolic,2677,40y2m,(#50 all-time among players aged 40y2m)
#26,Alexander Onischuk,2677,25y2m,(#74 all-time among players aged 25y2m)
#27,Rustam Kasimdzhanov,2674,20y11m,(#35 all-time among players aged 20y11m)
#28,Konstantin Sakaev,2673,26y7m,(#90 all-time among players aged 26y7m)
#29,Vladislav Tkachiev,2672,27y0m,(#98 all-time among players aged 27y0m)
