,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years,,,,
Monthly List: July 2000 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2876,37y3m,(#1 all-time among players aged 37y3m)
#2,Viswanathan Anand,2804,30y7m,(#6 all-time among players aged 30y7m)
#3,Vladimir Kramnik,2801,25y1m,(#4 all-time among players aged 25y1m)
#4,Alexander Morozevich,2767,23y0m,(#8 all-time among players aged 23y0m)
#5,Alexei Shirov,2763,28y0m,(#14 all-time among players aged 28y0m)
#6,Peter Leko,2763,20y10m,(#7 all-time among players aged 20y10m)
#7,Michael Adams,2751,28y8m,(#17 all-time among players aged 28y8m)
#8,Vassily Ivanchuk,2750,31y4m,(#22 all-time among players aged 31y4m)
#9,Peter Svidler,2738,24y1m,(#16 all-time among players aged 24y1m)
#10,Evgeny Bareev,2729,33y8m,(#25 all-time among players aged 33y8m)
#11,Veselin Topalov,2728,25y4m,(#26 all-time among players aged 25y4m)
#12,Michal Krasenkow,2713,36y8m,(#37 all-time among players aged 36y8m)
#13,Boris Gelfand,2711,32y1m,(#48 all-time among players aged 32y1m)
#14,Nigel Short,2703,35y1m,(#52 all-time among players aged 35y1m)
#15,Alexey Dreev,2696,31y6m,(#73 all-time among players aged 31y6m)
#16,Vladimir Akopian,2695,28y7m,(#65 all-time among players aged 28y7m)
#17,Mikhail Gurevich,2693,41y5m,(#38 all-time among players aged 41y5m)
#18,Anatoly Karpov,2690,49y2m,(#17 all-time among players aged 49y2m)
#19,Sergei Rublevsky,2687,25y9m,(#66 all-time among players aged 25y9m)
#20,Alexander Khalifman,2687,34y6m,(#74 all-time among players aged 34y6m)
#21,Kiril Georgiev,2686,34y8m,(#76 all-time among players aged 34y8m)
#22,Judit Polgar,2685,24y0m,(#52 all-time among players aged 24y0m)
#23,Zoltan Almasi,2684,23y11m,(#54 all-time among players aged 23y11m)
#24,Predrag Nikolic,2679,39y10m,(#51 all-time among players aged 39y10m)
#25,Konstantin Sakaev,2679,26y3m,(#78 all-time among players aged 26y3m)
#26,Alexander Beliavsky,2678,46y7m,(#35 all-time among players aged 46y7m)
#27,Alexander Onischuk,2675,24y10m,(#79 all-time among players aged 24y10m)
#28,Vladislav Tkachiev,2672,26y8m,(#93 all-time among players aged 26y8m)
#29,Viktor Korchnoi,2671,69y4m,(#1 all-time among players aged 69y4m)
#30,Vadim Zvjaginsev,2671,23y11m,(#71 all-time among players aged 23y11m)
#31,Jan Timman,2670,48y7m,(#24 all-time among players aged 48y7m)
#32,Sergei Movsesian,2669,21y8m,(#48 all-time among players aged 21y8m)
#33,Matthew Sadler,2669,26y2m,(#94 all-time among players aged 26y2m)
#34,Loek van Wely,2668,27y9m,(#101 all-time among players aged 27y9m)
#35,Rustam Kasimdzhanov,2667,20y7m,(#34 all-time among players aged 20y7m)
#36,Ilia Smirin,2665,32y6m,(#109 all-time among players aged 32y6m)
#37,Zurab Azmaiparashvili,2665,40y4m,(#64 all-time among players aged 40y4m)
#38,Alexei Fedorov,2665,27y10m,(#110 all-time among players aged 27y10m)
#39,Jeroen Piket,2661,31y6m,(#125 all-time among players aged 31y6m)
#40,Joel Lautier,2661,27y3m,(#117 all-time among players aged 27y3m)
#41,Igor Khenkin,2658,32y4m,(#126 all-time among players aged 32y4m)
#42,Yasser Seirawan,2657,40y4m,(#79 all-time among players aged 40y4m)
#43,Rafael Leitao,2656,20y7m,(#43 all-time among players aged 20y7m)
#44,Smbat Lputian,2655,42y5m,(#70 all-time among players aged 42y5m)
#45,Evgenij Ermenkov,2653,50y10m,(#32 all-time among players aged 50y10m)
#46,Ivan Sokolov,2650,32y1m,(#144 all-time among players aged 32y1m)
#47,Viktor Bologan,2650,28y7m,(#140 all-time among players aged 28y7m)
#48,Vadim Milov,2650,27y11m,(#133 all-time among players aged 27y11m)
#49,Ruslan Ponomariov,2649,16y9m,(#6 all-time among players aged 16y9m)
#50,Alexander Grischuk,2648,16y9m,(#7 all-time among players aged 16y9m)
