,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years Forward five years,,,,
Monthly List: January 2000 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2868,36y9m,(#1 all-time among players aged 36y9m)
#2,Viswanathan Anand,2810,30y1m,(#6 all-time among players aged 30y1m)
#3,Vladimir Kramnik,2796,24y7m,(#5 all-time among players aged 24y7m)
#4,Alexei Shirov,2761,27y6m,(#14 all-time among players aged 27y6m)
#5,Alexander Morozevich,2748,22y6m,(#13 all-time among players aged 22y6m)
#6,Vassily Ivanchuk,2746,30y10m,(#24 all-time among players aged 30y10m)
#7,Peter Leko,2739,20y4m,(#8 all-time among players aged 20y4m)
#8,Evgeny Bareev,2738,33y2m,(#22 all-time among players aged 33y2m)
#9,Michael Adams,2736,28y2m,(#29 all-time among players aged 28y2m)
#10,Veselin Topalov,2731,24y10m,(#25 all-time among players aged 24y10m)
#11,Peter Svidler,2729,23y7m,(#25 all-time among players aged 23y7m)
#12,Nigel Short,2724,34y7m,(#35 all-time among players aged 34y7m)
#13,Boris Gelfand,2720,31y7m,(#43 all-time among players aged 31y7m)
#14,Vladimir Akopian,2708,28y1m,(#52 all-time among players aged 28y1m)
#15,Kiril Georgiev,2699,34y2m,(#55 all-time among players aged 34y2m)
#16,Predrag Nikolic,2699,39y4m,(#40 all-time among players aged 39y4m)
#17,Michal Krasenkow,2699,36y2m,(#50 all-time among players aged 36y2m)
#18,Alexey Dreev,2699,31y0m,(#61 all-time among players aged 31y0m)
#19,Alexander Beliavsky,2697,46y1m,(#30 all-time among players aged 46y1m)
#20,Anatoly Karpov,2697,48y8m,(#18 all-time among players aged 48y8m)
#21,Mikhail Gurevich,2694,40y11m,(#42 all-time among players aged 40y11m)
#22,Sergei Rublevsky,2690,25y3m,(#55 all-time among players aged 25y3m)
#23,Konstantin Sakaev,2687,25y9m,(#65 all-time among players aged 25y9m)
#24,Alexei Fedorov,2686,27y4m,(#79 all-time among players aged 27y4m)
#25,Alexander Khalifman,2686,34y0m,(#71 all-time among players aged 34y0m)
#26,Zoltan Almasi,2683,23y5m,(#50 all-time among players aged 23y5m)
#27,Vladislav Tkachiev,2681,26y2m,(#75 all-time among players aged 26y2m)
#28,Viktor Korchnoi,2681,68y10m,(#1 all-time among players aged 68y10m)
#29,Judit Polgar,2680,23y6m,(#59 all-time among players aged 23y6m)
#30,Jan Timman,2679,48y1m,(#23 all-time among players aged 48y1m)
#31,Zurab Azmaiparashvili,2678,39y10m,(#53 all-time among players aged 39y10m)
#32,Alexander Onischuk,2676,24y4m,(#63 all-time among players aged 24y4m)
#33,Vadim Zvjaginsev,2676,23y5m,(#61 all-time among players aged 23y5m)
#34,Sergei Movsesian,2675,21y2m,(#37 all-time among players aged 21y2m)
#35,Matthew Sadler,2673,25y8m,(#78 all-time among players aged 25y8m)
#36,Ivan Sokolov,2672,31y7m,(#107 all-time among players aged 31y7m)
#37,Loek van Wely,2668,27y3m,(#99 all-time among players aged 27y3m)
#38,Yasser Seirawan,2662,39y10m,(#70 all-time among players aged 39y10m)
#39,Zurab Sturua,2660,40y7m,(#71 all-time among players aged 40y7m)
#40,Rustam Kasimdzhanov,2659,20y1m,(#32 all-time among players aged 20y1m)
#41,Joel Lautier,2659,26y9m,(#111 all-time among players aged 26y9m)
#42,Artur Jussupow,2659,39y11m,(#77 all-time among players aged 39y11m)
#43,Vadim Milov,2658,27y5m,(#120 all-time among players aged 27y5m)
#44,Igor Khenkin,2658,31y10m,(#129 all-time among players aged 31y10m)
#45,Ruslan Ponomariov,2652,16y3m,(#5 all-time among players aged 16y3m)
#46,Sergei Shipov,2652,33y9m,(#128 all-time among players aged 33y9m)
#47,Ilia Smirin,2651,32y0m,(#139 all-time among players aged 32y0m)
#48,Curt Hansen,2650,35y4m,(#119 all-time among players aged 35y4m)
#49,Viktor Bologan,2649,28y1m,(#140 all-time among players aged 28y1m)
#50,Jeroen Piket,2649,31y0m,(#144 all-time among players aged 31y0m)
#51,Jóhann Hjartarson,2646,36y11m,(#111 all-time among players aged 36y11m)
#52,Rustem Dautov,2643,34y2m,(#154 all-time among players aged 34y2m)
#53,Boris Gulko,2642,52y11m,(#32 all-time among players aged 52y11m)
#54,Julian Hodgson,2642,36y6m,(#125 all-time among players aged 36y6m)
#55,Sergey Dolmatov,2641,40y11m,(#103 all-time among players aged 40y11m)
#56,Rafael Vaganian,2640,48y3m,(#42 all-time among players aged 48y3m)
#57,Oleg Korneev,2639,30y6m,(#168 all-time among players aged 30y6m)
#58,Giorgi Giorgadze,2638,35y3m,(#150 all-time among players aged 35y3m)
#59,Ulf Andersson,2638,48y7m,(#45 all-time among players aged 48y7m)
#60,Smbat Lputian,2638,41y11m,(#108 all-time among players aged 41y11m)
#61,Valery Salov,2638,35y8m,(#146 all-time among players aged 35y8m)
#62,Vladimir Malakhov,2637,19y2m,(#35 all-time among players aged 19y2m)
#63,Alexey Kuzmin,2637,36y10m,(#136 all-time among players aged 36y10m)
#64,Jonathan Speelman,2636,43y3m,(#85 all-time among players aged 43y3m)
#65,Sergey Volkov,2635,25y11m,(#150 all-time among players aged 25y11m)
#66,Ildar Ibragimov,2634,32y5m,(#182 all-time among players aged 32y5m)
#67,Vladimir Epishin,2633,34y6m,(#176 all-time among players aged 34y6m)
#68,Alexander Goldin,2633,34y11m,(#162 all-time among players aged 34y11m)
#69,Anthony Miles,2633,44y9m,(#79 all-time among players aged 44y9m)
#70,Lev Psakhis,2633,41y2m,(#122 all-time among players aged 41y2m)
#71,Zdenko Kožul,2632,33y8m,(#169 all-time among players aged 33y8m)
#72,Rafael Leitao,2632,20y1m,(#51 all-time among players aged 20y1m)
#73,Zbynek Hracek,2632,29y4m,(#191 all-time among players aged 29y4m)
#74,Andrei Kharlov,2632,31y2m,(#186 all-time among players aged 31y2m)
#75,Alexander Chernin,2631,39y10m,(#120 all-time among players aged 39y10m)
#76,Aleksej Aleksandrov,2631,26y8m,(#179 all-time among players aged 26y8m)
#77,Sergei Tiviakov,2630,26y11m,(#186 all-time among players aged 26y11m)
#78,Alex Yermolinsky,2629,41y9m,(#124 all-time among players aged 41y9m)
#79,Zhang Zhong,2628,21y4m,(#79 all-time among players aged 21y4m)
#80,Artashes Minasian,2628,33y0m,(#189 all-time among players aged 33y0m)
#81,Liviu-Dieter Nisipeanu,2626,23y5m,(#130 all-time among players aged 23y5m)
