,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years,,,,
Monthly List: September 2000 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2871,37y5m,(#1 all-time among players aged 37y5m)
#2,Viswanathan Anand,2804,30y9m,(#6 all-time among players aged 30y9m)
#3,Vladimir Kramnik,2802,25y3m,(#3 all-time among players aged 25y3m)
#4,Alexander Morozevich,2764,23y2m,(#8 all-time among players aged 23y2m)
#5,Peter Leko,2763,21y0m,(#7 all-time among players aged 21y0m)
#6,Alexei Shirov,2757,28y2m,(#16 all-time among players aged 28y2m)
#7,Vassily Ivanchuk,2752,31y6m,(#18 all-time among players aged 31y6m)
#8,Michael Adams,2751,28y10m,(#19 all-time among players aged 28y10m)
#9,Peter Svidler,2738,24y3m,(#18 all-time among players aged 24y3m)
#10,Evgeny Bareev,2729,33y10m,(#28 all-time among players aged 33y10m)
#11,Veselin Topalov,2724,25y6m,(#30 all-time among players aged 25y6m)
#12,Boris Gelfand,2718,32y3m,(#42 all-time among players aged 32y3m)
#13,Michal Krasenkow,2709,36y10m,(#42 all-time among players aged 36y10m)
#14,Vladimir Akopian,2706,28y9m,(#51 all-time among players aged 28y9m)
#15,Mikhail Gurevich,2704,41y7m,(#32 all-time among players aged 41y7m)
#16,Nigel Short,2702,35y3m,(#50 all-time among players aged 35y3m)
#17,Alexey Dreev,2694,31y8m,(#73 all-time among players aged 31y8m)
#18,Kiril Georgiev,2685,34y10m,(#77 all-time among players aged 34y10m)
#19,Anatoly Karpov,2685,49y4m,(#18 all-time among players aged 49y4m)
#20,Alexander Khalifman,2683,34y8m,(#78 all-time among players aged 34y8m)
#21,Judit Polgar,2679,24y2m,(#61 all-time among players aged 24y2m)
#22,Alexander Onischuk,2677,25y0m,(#73 all-time among players aged 25y0m)
#23,Predrag Nikolic,2676,40y0m,(#52 all-time among players aged 40y0m)
#24,Loek van Wely,2675,27y11m,(#91 all-time among players aged 27y11m)
#25,Zoltan Almasi,2675,24y1m,(#65 all-time among players aged 24y1m)
#26,Konstantin Sakaev,2674,26y5m,(#82 all-time among players aged 26y5m)
#27,Alexander Beliavsky,2671,46y9m,(#36 all-time among players aged 46y9m)
#28,Rustam Kasimdzhanov,2671,20y9m,(#33 all-time among players aged 20y9m)
#29,Sergei Rublevsky,2670,25y11m,(#89 all-time among players aged 25y11m)
#30,Vadim Zvjaginsev,2668,24y1m,(#80 all-time among players aged 24y1m)
#31,Ilia Smirin,2668,32y8m,(#102 all-time among players aged 32y8m)
#32,Vladislav Tkachiev,2667,26y10m,(#99 all-time among players aged 26y10m)
#33,Zurab Azmaiparashvili,2666,40y6m,(#65 all-time among players aged 40y6m)
#34,Viktor Korchnoi,2666,69y6m,(#1 all-time among players aged 69y6m)
#35,Matthew Sadler,2666,26y4m,(#97 all-time among players aged 26y4m)
#36,Sergei Movsesian,2665,21y10m,(#52 all-time among players aged 21y10m)
#37,Jan Timman,2662,48y9m,(#27 all-time among players aged 48y9m)
#38,Ruslan Ponomariov,2660,16y11m,(#5 all-time among players aged 16y11m)
#39,Igor Khenkin,2660,32y6m,(#122 all-time among players aged 32y6m)
#40,Ivan Sokolov,2659,32y3m,(#125 all-time among players aged 32y3m)
#41,Jeroen Piket,2658,31y8m,(#130 all-time among players aged 31y8m)
#42,Viktor Bologan,2656,28y9m,(#122 all-time among players aged 28y9m)
#43,Yasser Seirawan,2656,40y6m,(#77 all-time among players aged 40y6m)
#44,Vadim Milov,2654,28y1m,(#125 all-time among players aged 28y1m)
#45,Joel Lautier,2654,27y5m,(#131 all-time among players aged 27y5m)
#46,Rafael Leitao,2653,20y9m,(#52 all-time among players aged 20y9m)
#47,Alexander Grischuk,2650,16y11m,(#8 all-time among players aged 16y11m)
#48,Evgeny Vladimirov,2647,43y8m,(#69 all-time among players aged 43y8m)
#49,Zhang Zhong,2645,22y0m,(#78 all-time among players aged 22y0m)
#50,Andrei Kharlov,2642,31y10m,(#154 all-time among players aged 31y10m)
#51,Alexei Fedorov,2640,28y0m,(#161 all-time among players aged 28y0m)
#52,Ye Jiangchuan,2639,39y10m,(#106 all-time among players aged 39y10m)
#53,Rafael Vaganian,2639,48y11m,(#45 all-time among players aged 48y11m)
#54,Sergei Tiviakov,2638,27y7m,(#166 all-time among players aged 27y7m)
#55,Rustem Dautov,2638,34y10m,(#153 all-time among players aged 34y10m)
#56,Boris Gulko,2637,53y7m,(#30 all-time among players aged 53y7m)
#57,Ulf Andersson,2637,49y3m,(#39 all-time among players aged 49y3m)
#58,Sergei Shipov,2637,34y5m,(#168 all-time among players aged 34y5m)
#59,Zurab Sturua,2637,41y3m,(#109 all-time among players aged 41y3m)
#60,Lev Psakhis,2637,41y10m,(#112 all-time among players aged 41y10m)
#61,Artur Jussupow,2637,40y7m,(#112 all-time among players aged 40y7m)
#62,Smbat Lputian,2636,42y7m,(#93 all-time among players aged 42y7m)
#63,Curt Hansen,2636,36y0m,(#145 all-time among players aged 36y0m)
#64,Julian Hodgson,2635,37y2m,(#132 all-time among players aged 37y2m)
