,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years Forward five years,,,,
Monthly List: December 1979 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Anatoly Karpov,2826,28y7m,(#5 all-time among players aged 28y7m)
#2,Viktor Korchnoi,2798,48y9m,(#2 all-time among players aged 48y9m)
#3,Mikhail Tal,2772,43y1m,(#5 all-time among players aged 43y1m)
#4,Lajos Portisch,2757,42y8m,(#12 all-time among players aged 42y8m)
#5,Lev Polugaevsky,2737,45y1m,(#12 all-time among players aged 45y1m)
#6,Boris Spassky,2732,42y11m,(#19 all-time among players aged 42y11m)
#7,Jan Timman,2727,28y0m,(#36 all-time among players aged 28y0m)
#8,Bent Larsen,2721,44y9m,(#19 all-time among players aged 44y9m)
#9,Robert Hübner,2718,31y1m,(#40 all-time among players aged 31y1m)
#10,Tigran Petrosian,2717,50y6m,(#10 all-time among players aged 50y6m)
#11,Garry Kasparov,2712,16y8m,(#1 all-time among players aged 16y8m)
#12,Alexander Beliavsky,2708,26y0m,(#42 all-time among players aged 26y0m)
#13,Zoltán Ribli,2704,28y3m,(#53 all-time among players aged 28y3m)
#14,Vlastimil Hort,2702,35y11m,(#47 all-time among players aged 35y11m)
#15,Oleg Romanishin,2701,27y11m,(#62 all-time among players aged 27y11m)
#16,Vitaly Tseshkovsky,2692,35y3m,(#64 all-time among players aged 35y3m)
#17,Rafael Vaganian,2690,28y2m,(#70 all-time among players aged 28y2m)
#18,Sergey Dolmatov,2689,20y10m,(#24 all-time among players aged 20y10m)
#19,Yury Balashov,2687,30y9m,(#84 all-time among players aged 30y9m)
#20,Florin Gheorghiu,2685,35y8m,(#70 all-time among players aged 35y8m)
#21,Ljubomir Ljubojevic,2685,29y1m,(#81 all-time among players aged 29y1m)
#22,Ulf Andersson,2684,28y6m,(#80 all-time among players aged 28y6m)
#23,Gyula Sax,2684,28y6m,(#81 all-time among players aged 28y6m)
#24,Vladimir Tukmakov,2683,33y9m,(#73 all-time among players aged 33y9m)
#25,Evgeny Sveshnikov,2677,29y10m,(#93 all-time among players aged 29y10m)
#26,Boris Gulko,2675,32y10m,(#91 all-time among players aged 32y10m)
#27,Jan Smejkal,2671,33y9m,(#88 all-time among players aged 33y9m)
#28,Lubomir Kavalek,2664,36y4m,(#88 all-time among players aged 36y4m)
#29,Gennady Kuzmin,2663,33y11m,(#101 all-time among players aged 33y11m)
#30,Sergey Makarichev,2663,26y1m,(#103 all-time among players aged 26y1m)
#31,Vassily Smyslov,2662,58y9m,(#9 all-time among players aged 58y9m)
#32,Yury Razuvaev,2662,34y2m,(#101 all-time among players aged 34y2m)
#33,Roman Dzindzichashvili,2662,35y7m,(#95 all-time among players aged 35y7m)
#34,Anthony Miles,2659,24y8m,(#100 all-time among players aged 24y8m)
#35,Iosif Dorfman,2657,27y7m,(#124 all-time among players aged 27y7m)
#36,Svetozar Gligoric,2657,56y10m,(#14 all-time among players aged 56y10m)
#37,Vladimir Bagirov,2655,43y4m,(#58 all-time among players aged 43y4m)
#38,Gennadi Sosonko,2652,36y7m,(#102 all-time among players aged 36y7m)
#39,Efim Geller,2652,54y9m,(#22 all-time among players aged 54y9m)
#40,Tamaz Georgadze,2651,,
#41,Nukhim Rashkovsky,2651,33y8m,(#128 all-time among players aged 33y8m)
#42,Michael Stean,2650,26y3m,(#124 all-time among players aged 26y3m)
#43,Vladimir Savon,2649,39y3m,(#92 all-time among players aged 39y3m)
#44,David Bronstein,2647,55y10m,(#17 all-time among players aged 55y10m)
#45,Borislav Ivkov,2643,46y1m,(#54 all-time among players aged 46y1m)
#46,Alexander Kochiev,2641,23y9m,(#111 all-time among players aged 23y9m)
#47,Henrique Mecking,2641,27y11m,(#156 all-time among players aged 27y11m)
#48,Wolfgang Unzicker,2640,54y6m,(#25 all-time among players aged 54y6m)
#49,Walter Browne,2638,30y11m,(#168 all-time among players aged 30y11m)
#50,Elizbar Ubilava,2636,29y4m,(#181 all-time among players aged 29y4m)
#51,Konstantin Lerner,2636,29y10m,(#181 all-time among players aged 29y10m)
#52,András Adorján,2634,29y9m,(#186 all-time among players aged 29y9m)
#53,Yehuda Gruenfeld,2633,23y10m,(#129 all-time among players aged 23y10m)
#54,József Pintér,2630,26y1m,(#167 all-time among players aged 26y1m)
#55,Adrian Mikhalchishin,2629,25y1m,(#161 all-time among players aged 25y1m)
#56,Ratmir Kholmov,2627,54y7m,(#26 all-time among players aged 54y7m)
#57,Artur Jussupow,2622,19y10m,(#60 all-time among players aged 19y10m)
#58,Evgeny Vasiukov,2621,46y9m,(#74 all-time among players aged 46y9m)
#59,Lev Psakhis,2620,21y1m,(#86 all-time among players aged 21y1m)
#60,Viktor Kupreichik,2620,30y5m,(#223 all-time among players aged 30y5m)
#61,Oscar Panno,2620,44y9m,(#100 all-time among players aged 44y9m)
#62,Vladimir Liberzon,2618,42y9m,(#123 all-time among players aged 42y9m)
#63,Karen Grigorian,2617,32y3m,(#239 all-time among players aged 32y3m)
#64,Robert Byrne,2617,51y8m,(#48 all-time among players aged 51y8m)
#65,John Nunn,2617,24y8m,(#186 all-time among players aged 24y8m)
#66,Alexander Ivanov,2617,23y7m,(#160 all-time among players aged 23y7m)
#67,Fridrik Olafsson,2617,44y11m,(#106 all-time among players aged 44y11m)
#68,James Tarjan,2616,27y10m,(#226 all-time among players aged 27y10m)
#69,Rainer Knaak,2616,26y9m,(#218 all-time among players aged 26y9m)
#70,Wolfgang Uhlmann,2615,44y9m,(#112 all-time among players aged 44y9m)
#71,Helmut Pfleger,2615,36y4m,(#193 all-time among players aged 36y4m)
#72,Alexey Kosikov,2615,30y10m,(#243 all-time among players aged 30y10m)
#73,Bojan Kurajica,2614,32y1m,(#251 all-time among players aged 32y1m)
#74,Alexey Suetin,2613,53y1m,(#43 all-time among players aged 53y1m)
#75,István Csom,2612,39y6m,(#166 all-time among players aged 39y6m)
#76,Miguel Najdorf,2612,69y8m,(#4 all-time among players aged 69y8m)
#77,Ludek Pachmann,2611,55y7m,(#30 all-time among players aged 55y7m)
#78,Gennady Timoshchenko,2610,30y8m,(#267 all-time among players aged 30y8m)
#79,Semen Palatnik,2610,29y9m,(#272 all-time among players aged 29y9m)
#80,Mikhail Tseitlin,2610,32y6m,(#262 all-time among players aged 32y6m)
#81,Lothar Vogt,2609,27y11m,(#254 all-time among players aged 27y11m)
#82,Anatoly Lein,2608,48y9m,(#77 all-time among players aged 48y9m)
#83,Hans Ree,2607,35y3m,(#235 all-time among players aged 35y3m)
#84,Yury Anikaev,2607,31y6m,(#276 all-time among players aged 31y6m)
#85,Eduard Gufeld,2606,43y9m,(#127 all-time among players aged 43y9m)
#86,Lev Alburt,2605,34y4m,(#245 all-time among players aged 34y4m)
#87,Eugenio Torre,2603,28y1m,(#288 all-time among players aged 28y1m)
#88,Krum Georgiev,2603,21y7m,(#143 all-time among players aged 21y7m)
#89,Mark Taimanov,2603,53y10m,(#39 all-time among players aged 53y10m)
#90,Miguel Quinteros,2602,32y0m,(#297 all-time among players aged 32y0m)
#91,Victor Gavrikov,2601,22y5m,(#172 all-time among players aged 22y5m)
#92,Iván Faragó,2598,33y8m,(#283 all-time among players aged 33y8m)
