,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years Forward five years,,,,
Monthly List: March 1972 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Bobby Fischer,2892,29y0m,(#1 all-time among players aged 29y0m)
#2,Boris Spassky,2747,35y2m,(#15 all-time among players aged 35y2m)
#3,Viktor Korchnoi,2746,41y0m,(#15 all-time among players aged 41y0m)
#4,Lev Polugaevsky,2744,37y4m,(#20 all-time among players aged 37y4m)
#5,Leonid Stein,2741,37y4m,(#21 all-time among players aged 37y4m)
#6,Anatoly Karpov,2739,20y10m,(#9 all-time among players aged 20y10m)
#7,Tigran Petrosian,2739,42y9m,(#17 all-time among players aged 42y9m)
#8,Lajos Portisch,2731,34y11m,(#27 all-time among players aged 34y11m)
#9,Paul Keres,2727,56y2m,(#5 all-time among players aged 56y2m)
#10,Vassily Smyslov,2726,51y0m,(#9 all-time among players aged 51y0m)
#11,Mikhail Tal,2724,35y4m,(#34 all-time among players aged 35y4m)
#12,Bent Larsen,2724,37y0m,(#34 all-time among players aged 37y0m)
#13,Vlastimil Hort,2712,28y2m,(#46 all-time among players aged 28y2m)
#14,Vladimir Savon,2707,31y6m,(#57 all-time among players aged 31y6m)
#15,Robert Hübner,2704,23y4m,(#36 all-time among players aged 23y4m)
#16,Mark Taimanov,2701,46y1m,(#27 all-time among players aged 46y1m)
#17,David Bronstein,2694,48y1m,(#19 all-time among players aged 48y1m)
#18,Efim Geller,2689,47y0m,(#27 all-time among players aged 47y0m)
#19,Svetozar Gligoric,2681,49y1m,(#22 all-time among players aged 49y1m)
#20,Oscar Panno,2679,37y0m,(#64 all-time among players aged 37y0m)
#21,Jan Smejkal,2676,26y0m,(#77 all-time among players aged 26y0m)
#22,Henrique Mecking,2670,20y2m,(#26 all-time among players aged 20y2m)
#23,Gennady Kuzmin,2668,26y2m,(#95 all-time among players aged 26y2m)
#24,Borislav Ivkov,2666,38y4m,(#77 all-time among players aged 38y4m)
#25,Vladimir Tukmakov,2660,26y0m,(#108 all-time among players aged 26y0m)
#26,Aivars Gipslis,2660,35y1m,(#105 all-time among players aged 35y1m)
#27,Evgeny Vasiukov,2660,39y0m,(#80 all-time among players aged 39y0m)
#28,Alexey Suetin,2657,45y4m,(#52 all-time among players aged 45y4m)
#29,Wolfgang Uhlmann,2654,37y0m,(#92 all-time among players aged 37y0m)
#30,Yury Balashov,2653,23y0m,(#86 all-time among players aged 23y0m)
#31,Mikhail Botvinnik,2650,60y7m,(#7 all-time among players aged 60y7m)
#32,Samuel Reshevsky,2650,60y4m,(#8 all-time among players aged 60y4m)
#33,Fridrik Olafsson,2647,37y2m,(#101 all-time among players aged 37y2m)
#34,Florin Gheorghiu,2647,27y11m,(#139 all-time among players aged 27y11m)
#35,Nikolay Krogius,2646,41y8m,(#96 all-time among players aged 41y8m)
#36,Dragoljub Velimirovic,2644,29y10m,(#163 all-time among players aged 29y10m)
#37,Robert Byrne,2643,43y11m,(#71 all-time among players aged 43y11m)
#38,Miguel Najdorf,2638,61y11m,(#5 all-time among players aged 61y11m)
#39,Anatoly Lein,2634,41y0m,(#113 all-time among players aged 41y0m)
#40,Walter Browne,2634,23y2m,(#109 all-time among players aged 23y2m)
#41,Pal Benko,2633,43y8m,(#89 all-time among players aged 43y8m)
#42,Helmut Pfleger,2633,28y7m,(#183 all-time among players aged 28y7m)
#43,Burkhard Malich,2633,35y4m,(#167 all-time among players aged 35y4m)
#44,Yury Averbakh,2631,50y1m,(#48 all-time among players aged 50y1m)
#45,Lubomir Kavalek,2631,28y7m,(#191 all-time among players aged 28y7m)
#46,Vladimir Liberzon,2627,35y0m,(#182 all-time among players aged 35y0m)
#47,Ulf Andersson,2627,20y9m,(#70 all-time among players aged 20y9m)
#48,Semen Furman,2626,51y3m,(#44 all-time among players aged 51y3m)
#49,Milan Matulovic,2624,36y9m,(#163 all-time among players aged 36y9m)
#50,László Szabó,2622,55y0m,(#26 all-time among players aged 55y0m)
#51,Lothar Schmid,2622,43y10m,(#112 all-time among players aged 43y10m)
#52,Ratmir Kholmov,2621,46y10m,(#74 all-time among players aged 46y10m)
#53,Eduard Gufeld,2620,36y0m,(#183 all-time among players aged 36y0m)
#54,Albin Planinc,2618,27y11m,(#219 all-time among players aged 27y11m)
#55,Ljubomir Ljubojevic,2618,21y4m,(#98 all-time among players aged 21y4m)
#56,Mikhail Steinberg,2617,20y2m,(#68 all-time among players aged 20y2m)
#57,Wolfgang Unzicker,2611,46y9m,(#90 all-time among players aged 46y9m)
#58,Albert Kapengut,2611,27y8m,(#243 all-time among players aged 27y8m)
#59,Viktor Kupreichik,2611,22y8m,(#152 all-time among players aged 22y8m)
#60,Rafael Vaganian,2604,20y5m,(#94 all-time among players aged 20y5m)
#61,Zoltán Ribli,2604,20y6m,(#94 all-time among players aged 20y6m)
#62,Mikhail Podgaets,2604,24y8m,(#223 all-time among players aged 24y8m)
#63,Igor Zaitsev,2604,33y10m,(#253 all-time among players aged 33y10m)
#64,Vladimir Bagirov,2604,35y7m,(#233 all-time among players aged 35y7m)
#65,Dražen Marovic,2603,34y2m,(#250 all-time among players aged 34y2m)
#66,Bruno Parma,2602,30y3m,(#301 all-time among players aged 30y3m)
#67,Arturo Pomar Salamanca,2601,40y6m,(#176 all-time among players aged 40y6m)
#68,Aleksandar Matanovic,2601,41y10m,(#171 all-time among players aged 41y10m)
#69,Dragoljub Minic,2600,35y0m,(#261 all-time among players aged 35y0m)
#70,Bukhuti Gurgenidze,2600,38y4m,(#211 all-time among players aged 38y4m)
#71,Gudmundur Sigurjónsson,2597,24y6m,(#236 all-time among players aged 24y6m)
#72,Johannes Donner,2595,44y8m,(#147 all-time among players aged 44y8m)
#73,Bertus Enklaar,2594,28y3m,(#319 all-time among players aged 28y3m)
#74,Miroslav Filip,2594,43y5m,(#154 all-time among players aged 43y5m)
#75,Julio Kaplan,2593,21y8m,(#170 all-time among players aged 21y8m)
#76,Igor Platonov,2591,38y2m,(#237 all-time among players aged 38y2m)
#77,Klaus Darga,2591,38y1m,(#237 all-time among players aged 38y1m)
#78,Vladimir Antoshin,2590,42y10m,(#175 all-time among players aged 42y10m)
#79,Bojan Kurajica,2589,24y4m,(#261 all-time among players aged 24y4m)
#80,Viacheslav Osnos,2589,36y8m,(#278 all-time among players aged 36y8m)
#81,Oleg Dementiev,2588,34y2m,(#315 all-time among players aged 34y2m)
#82,Hans-Joachim Hecht,2588,33y2m,(#334 all-time among players aged 33y2m)
#83,István Csom,2587,31y9m,(#364 all-time among players aged 31y9m)
#84,Gyözö Forintos,2587,36y8m,(#282 all-time among players aged 36y8m)
#85,Orest Averkin,2586,28y1m,(#358 all-time among players aged 28y1m)
#86,Gedeon Barcza,2586,60y7m,(#24 all-time among players aged 60y7m)
#87,István Bilek,2584,39y7m,(#238 all-time among players aged 39y7m)
#88,Janis Klovans,2582,36y11m,(#292 all-time among players aged 36y11m)
#89,Dumitru Ghizdavu,2581,22y10m,(#235 all-time among players aged 22y10m)
#90,Mato Damjanovic,2581,45y0m,(#158 all-time among players aged 45y0m)
#91,William Lombardy,2581,34y3m,(#337 all-time among players aged 34y3m)
#92,Hillar Karner,2581,36y8m,(#305 all-time among players aged 36y8m)
#93,Zvonko Vranesic,2579,33y5m,(#375 all-time among players aged 33y5m)
#94,András Adorján,2579,22y0m,(#207 all-time among players aged 22y0m)
#95,Artur Hennings,2578,31y8m,(#410 all-time among players aged 31y8m)
#96,Victor Ciocaltea,2578,40y2m,(#236 all-time among players aged 40y2m)
#97,Karen Grigorian,2576,24y6m,(#324 all-time among players aged 24y6m)
#98,Valery Zilberstein,2575,28y11m,(#408 all-time among players aged 28y11m)
#99,Leonid Shamkovich,2575,48y9m,(#113 all-time among players aged 48y9m)
#100,Enver Bukic,2575,34y3m,(#373 all-time among players aged 34y3m)
