Name,Rating
Garry Kasparov,2849.0
Gary Kasparov,2849.0
Viswanathan Anand,2779
Vladimir Kramnik,2772
Michael Adams,2751
Peter Leko,2747
Alexander Morozevich,2737
Alexei Shirov,2736
Vassily Ivanchuk,2716
Veselin Topalov,2710
Evgeny Bareev,2699
Peter Svidler,2695
Anatoly Karpov,2692
Boris Gelfand,2692
Rustam Kasimdzhanov,2691
Michal Krasenkow,2687
Nigel D. Short,2683
Alexey Dreev,2682
Mikhail Gurevich,2680
Jiangchuan Ye,2678
Ilia Smirin,2678
Zurab Azmaiparashvili,2675
Kiril Georgiev,2674
Alexander Khalifman,2668
Vladimir Akopian,2666
Sergei Movsesian,2664
Vladislav Tkachiev,2663
Judit (GM) Polgar,2662
Viktor Bologan,2662
Loek Van Wely,2662
Jun Xu,2661
Zoltan Almasi,2658
Predrag Nikolic,2655
Sergei Rublevsky,2654
Xiaomin Peng,2652
Joel Lautier,2651
Alexander Onischuk,2650
Alexander Nenashev,2646
Yasser Seirawan,2644
Ruslan Ponomariov,2641
Ulf Andersson,2640
Sergei Shipov,2640
Alexei Fedorov,2639.0
Jeroen Piket,2637
Boris F Gulko,2635
Jan H Timman,2635
Alexandru Crisan,2635.0
Viktor Korchnoi,2634
Vadim Zvjaginsev,2633
Gilberto Milos,2632
Alexander Lastin,2632
Alexander G Beliavsky,2632
Jaan Ehlvest,2631
Andrei Kharlov,2631
Rafael A Vaganian,2631
Matthew Sadler,2629
Ivan Sokolov,2627
Igor Khenkin,2626
Boris Avrukh,2626
Konstantin Sakaev,2626
Artur Jussupow,2621
Alexander Grischuk,2621
Julian M. Hodgson,2620
Alexander Rustemov,2620.0
Curt Hansen,2619
Vadim Milov,2618
Evgeny Vladimirov,2618
Christian Bauer,2618.0
Zdenko Kozul,2616.0
Pavel V. Tregubov,2616
Evgeniy Najer,2616.0
Lev Psakhis,2615
Gregory S Kaidanov,2615
Artashes Minasian,2614.0
Etienne Bacrot,2614
Sergey Smagin,2613
Oleg Korneev,2612
Rustem Dautov,2612
Vladimir Baklan,2611
Lubomir Ftacnik,2611
Konstantin Landa,2610
Jonathan S. Speelman,2609
Smbat G Lputian,2609
Robert Dr. Huebner,2609
Magaram Magomedov,2608
Ivan Morovic Fernandez,2608.0
Emil Sutovsky,2607
Zhong Zhang,2607
Vladimir Malakhov,2607
Valerij Filippov,2607
Eduardas Rozentalis,2605
Mihail Marin,2604.0
Sergei Tiviakov,2603
Zbynek Hracek,2603
Wenjin Wu,2602.0
Oleg M Romanishin,2602.0
Alexander Shabalov,2602
Aleksej Aleksandrov,2601
Toni Najdoski,2601.0
Sergey Dolmatov,2600.0
