Name,Rating
Garry Kasparov,2838
Vladimir Kramnik,2809
Viswanathan Anand,2765
Alexander Morozevich,2742
Veselin Topalov,2735
Michael Adams,2734
Peter Leko,2730
Vassily Ivanchuk,2726
Evgeny Bareev,2715
Alexei Shirov,2709
Loek Van Wely,2708
Boris Gelfand,2703
Rustam Kasimdzhanov,2702
Ilia Smirin,2699
Ruslan Ponomariov,2698
Alexander Khalifman,2697
Anatoly Karpov,2692
Peter Svidler,2686
Judit (GM) Polgar,2683
Jiangchuan Ye,2679
Alexey Dreev,2678
Kiril Georgiev,2675
Zurab Azmaiparashvili,2674
Nigel D. Short,2671
Alexander Grischuk,2667
Vladimir Akopian,2666
Joel Lautier,2664
Viktor Bologan,2662
Alexander G Beliavsky,2661
Emil Sutovsky,2661
Alexander Onischuk,2658
Ivan Sokolov,2658
Zhong Zhang,2656
Jun Xu,2654
Rafael A Vaganian,2654
Predrag Nikolic,2652
Jeroen Piket,2652
Etienne Bacrot,2651
Andrei Kharlov,2650
Aleksej Aleksandrov,2645
Vadim Zvjaginsev,2645
Yasser Seirawan,2644
Christopher Lutz,2643
Konstantin Sakaev,2642
Sergei Rublevsky,2641
Alexander Motylev,2640
Vladimir Malakhov,2640
Viktor Korchnoi,2637
Aleksander Delchev,2634.0
Zoltan Almasi,2634
Vladislav Tkachiev,2632
Rustem Dautov,2632
Michal Krasenkow,2632.0
Matthew Sadler,2631
Francisco Vallejo Pons,2629
Artur Jussupow,2628
Sergei Movsesian,2628
Alexander Lastin,2628
Peter Heine Nielsen,2627
Jaan Ehlvest,2626.0
Sergei Shipov,2626
Smbat G Lputian,2623
Mikhail Kobalia,2620.0
Konstantin Landa,2619
Valerij Filippov,2619
Alexander Goldin,2618
Robert Dr. Huebner,2617
Mikhail Gurevich,2617
Evgeny Pigusov,2616
Pavel V. Tregubov,2616
Curt Hansen,2613
Bartlomiej Macieja,2612.0
Gilberto Milos,2610.0
Zbynek Hracek,2610.0
Alexander Rustemov,2609
Vladimir Baklan,2609.0
Alexander Graf,2608
Liviu-Dieter Nisipeanu,2608
Xiaomin Peng,2608
Boris Avrukh,2606.0
Andrei Sokolov,2606
Zdenko Kozul,2606.0
Alexander Shabalov,2606.0
Boris F Gulko,2605
Zoltan Gyimesi,2605
Gregory S Kaidanov,2605.0
Vladimir Chuchelov,2604
Thomas Luther,2604.0
Sergei Tiviakov,2604
Hannes Stefansson,2604.0
Mihail Kobalija,2603.0
Andrei Istratescu,2603
Karen Asrian,2602
Vadim Milov,2602.0
Stuart Conquest,2601.0
Jan H Timman,2601
Ioannis Papaioannou,2601.0
Igor V. Glek,2601.0
Eduardas Rozentalis,2600
Vereslav S Eingorn,2600
