Name,Rating
Magnus Carlsen,2835
Levon Aronian,2820
Vladimir Kramnik,2801
Viswanathan Anand,2799
Teimour Radjabov,2784
Hikaru Nakamura,2771
Fabiano Caruana,2767
Sergey Karjakin,2766
Alexander Morozevich,2765
Vassily Ivanchuk,2764
Alexander Grischuk,2761
Veselin Topalov,2752
Shakhriyar Mamedyarov,2752
Vugar Gashimov,2745
Peter Svidler,2744
Gata Kamsky,2741
Evgeny Tomashevsky,2736
Michael Adams,2735
Hao Wang,2733
Leinier Dominguez Perez,2730
Dmitry Jakovenko,2729
Boris Gelfand,2727
Ruslan Ponomariov,2727
Peter Leko,2720
Zoltan Almasi,2719
Ian Nepomniachtchi,2718
Anish Giri,2717
Alexander Riazantsev,2710
Judit Polgar,2709
Nikita Vitiugov,2709
Baadur Jobava,2706
Etienne Bacrot,2706
Alexander Moiseenko,2706
Radoslaw Wojtaszek,2706
Boris Grachev,2705
Vladimir Malakhov,2705
Pavel Eljanov,2704
Krishnan Sasikiran,2703
Chao b Li,2703
Viktor Laznicka,2702
Sergei Movsesian,2702
Yue Wang,2702
Arkadij Naiditsch,2702
Alexei Shirov,2701
David Navara,2700
Emil Sutovsky,2700
Quang Liem Le,2698
Aleksey Dreev,2698
Nigel D Short,2697
Ernesto Inarkiev,2695
Zahar Efimenko,2695
Andrei Volokitin,2695
Lazaro Bruzon Batista,2694
Francisco Vallejo Pons,2693
Laurent Fressinet,2693
Peter Heine Nielsen,2693
Loek Van Wely,2691
Luke J McShane,2691
Dmitry Andreikin,2689
Rustam Kasimdzhanov,2689
Alexander Areshchenko,2688
Viktor Bologan,2687
Sergei Rublevsky,2686
Vladimir Akopian,2684
Alexander Motylev,2683
Vadim Zvjaginsev,2683
Maxime Vachier-Lagrave,2682
Ferenc Berkes,2682
Anton Korobov,2679
Christian Bauer,2679
P. Harikrishna,2678
Gabriel Sargissian,2674
Sergei Tiviakov,2673
Evgeny Alekseev,2673
Kiril Georgiev,2671
Tigran Gharamian,2671
Alexander Onischuk,2670
Vladimir Potkin,2669
Xiangzhi Bu,2668
Sergei Azarov,2667
Mikhail Kobalia,2666
Yuriy Kryvoruchko,2666
Mateusz Bartel,2665
Csaba Balogh,2664
Ivan Cheparinov,2664
Evgeny Postny,2662
Ngoc Truong Son Nguyen,2662
Liren Ding,2660
Maxim Turov,2658
Igor Kurnosov,2657
Ilia Smirin,2657
Denis Khismatullin,2656
Igor Lysyj,2656
Timur Gareev,2654
Markus Ragger,2654
Daniel Fridman,2653
Ivan Sokolov,2653
Vadim Milov,2653
Wesley So,2653
Maxim Rodshtein,2652
