Name,Rating
Garry Kasparov,2849.0
Gary Kasparov,2849.0
Viswanathan Anand,2784
Vladimir Kramnik,2772
Michael Adams,2748
Peter Leko,2746
Alexander Morozevich,2741
Alexei Shirov,2727
Vassily Ivanchuk,2716
Veselin Topalov,2714
Evgeny Bareev,2704
Boris Gelfand,2702
Peter Svidler,2695
Rustam Kasimdzhanov,2692
Mikhail Gurevich,2687
Anatoly Karpov,2685
Alexey Dreev,2683
Ilia Smirin,2682
Loek Van Wely,2681
Nigel D. Short,2679
Alexander Khalifman,2679
Kiril Georgiev,2675
Jiangchuan Ye,2674
Viktor Bologan,2673
Michal Krasenkow,2672
Zurab Azmaiparashvili,2672
Judit (GM) Polgar,2669
Vladislav Tkachiev,2667
Sergei Movsesian,2662
Vladimir Akopian,2661
Ruslan Ponomariov,2659
Jun Xu,2658
Sergei Rublevsky,2655
Joel Lautier,2654
Alexander Onischuk,2654
Predrag Nikolic,2653
Xiaomin Peng,2650
Zoltan Almasi,2649
Alexander Nenashev,2647
Ivan Sokolov,2643
Yasser Seirawan,2642
Alexander Grischuk,2642
Ulf Andersson,2640
Sergei Shipov,2640
Alexei Fedorov,2639.0
Viktor Korchnoi,2636
Rafael A Vaganian,2636
Alexander G Beliavsky,2635
Andrei Kharlov,2635
Alexandru Crisan,2635.0
Jeroen Piket,2634
Jaan Ehlvest,2634
Artur Jussupow,2633
Jan H Timman,2632
Vadim Zvjaginsev,2632
Konstantin Sakaev,2632
Alexander Lastin,2631
Matthew Sadler,2631
Boris F Gulko,2628
Boris Avrukh,2628
Pavel V. Tregubov,2622
Rustem Dautov,2621
Gilberto Milos,2620
Alexander Rustemov,2620.0
Igor Khenkin,2619
Curt Hansen,2619
Christian Bauer,2618.0
Eduardas Rozentalis,2617
Zdenko Kozul,2616.0
Etienne Bacrot,2616
Evgeniy Najer,2616.0
Evgeny Vladimirov,2615
Artashes Minasian,2614.0
Lubomir Ftacnik,2614
Sergey Smagin,2613
Valerij Filippov,2613
Vladimir Baklan,2612
Robert Dr. Huebner,2612
Vadim Milov,2611
Gregory S Kaidanov,2611
Konstantin Landa,2610
Vladimir Malakhov,2610
Julian M. Hodgson,2608
Smbat G Lputian,2608
Magaram Magomedov,2608
Ivan Morovic Fernandez,2608.0
Zhong Zhang,2607
Lev Psakhis,2606
Oleg Korneev,2606
Jonathan S. Speelman,2606
Emil Sutovsky,2606
Alexander Shabalov,2605
Aleksej Aleksandrov,2605
Christopher Lutz,2604
Mihail Marin,2604.0
Zbynek Hracek,2602
Wenjin Wu,2602.0
Oleg M Romanishin,2602.0
Josif D Dorfman,2601
Toni Najdoski,2601.0
