Name,Rating
Veselin Topalov,2783
Viswanathan Anand,2779
Vladimir Kramnik,2766
Shakhriyar Mamedyarov,2754
Vassily Ivanchuk,2750
Peter Leko,2749
Levon Aronian,2744
Alexander Morozevich,2741
Michael Adams,2735
Boris Gelfand,2733
Teimour Radjabov,2729
Peter Svidler,2728
Judit Polgar,2727
Ruslan Ponomariov,2723
David Navara,2719
Alexander Grischuk,2717
Alexei Shirov,2715
Etienne Bacrot,2705
Gata Kamsky,2705
Vladimir Akopian,2700
Krishnan Sasikiran,2700
Dmitry Jakovenko,2691
Nigel D. Short,2691
Magnus Carlsen,2690
Liviu-Dieter Nisipeanu,2689
Loek Van Wely,2683
Sergei Tiviakov,2682
Rustam Kasimdzhanov,2682
Francisco Vallejo Pons,2679
Sergey Karjakin,2678
Lenier Dominguez,2677
Sergei Rublevsky,2677
Pavel Eljanov,2675
P. Harikrishna,2673
Ernesto Inarkiev,2669
Zoltan Almasi,2669
Vadim Milov,2665
Artyom Timofeev,2663
Vladimir Malakhov,2663
Alexander Onischuk,2663
Arkadij Naiditsch,2663
Evgeny Alekseev,2661
Kiril Georgiev,2661
Alexey Dreev,2658
Viktor Bologan,2658
Vadim Zvjaginsev,2658
Vugar Gashimov,2658
Gabriel Sargissian,2658
Joel Lautier,2656
Kamil Miton,2655
Ilia Smirin,2654
Ivan Sokolov,2652
Michal Krasenkow,2651
Peter Heine Nielsen,2651
Hikaru Nakamura,2651
Baadur Jobava,2650
Vladislav Tkachiev,2649
Alexander Motylev,2647
Laurent Fressinet,2646
Andrei Volokitin,2645
Yue Wang,2644
Alexander Areshchenko,2644
Xiangzhi Bu,2644
Zviad Izoria,2644
Boris Avrukh,2644
Evgeny Bareev,2643
Pengxiang Zhang,2643
Konstantin Sakaev,2641
Ivan Cheparinov,2640
Mikhail Kobalia,2639
Alexander G Beliavsky,2639
Friso Nijboer,2638
Yasser Seirawan,2638
Sergei Movsesian,2637
Radoslaw Wojtaszek,2637
Sergey Volkov,2636
Mikhail Gurevich,2635
Karen Asrian,2634
Smbat G Lputian,2634
Kevin Spraggett,2633
Evgenij Miroshnichenko,2632
Hua Ni,2632
Zurab Azmaiparashvili,2632
Emil Sutovsky,2629
Viktor Korchnoi,2629
Alexander Riazantsev,2629
Bartlomiej Macieja,2629
Bartosz Socko,2629
Vladimir Afromeev,2628
Alexander Moiseenko,2627
Daniel Fridman,2626
Predrag Nikolic,2626
Evgeny Tomashevsky,2624
Alexei Fedorov,2624
Pavel Smirnov,2621
Curt Hansen,2621
Hao Wang,2619
Zbynek Hracek,2619
Andrei Istratescu,2619
Alexander Khalifman,2619
